subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,gap_length_mean_speaker_1,gap_length_median_speaker_1,gap_length_mean_partner_1,gap_length_median_partner_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,gap_length_mean_speaker_2,gap_length_median_speaker_2,gap_length_mean_partner_2,gap_length_median_partner_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,gap_length_mean_speaker_3,gap_length_median_speaker_3,gap_length_mean_partner_3,gap_length_median_partner_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,gap_length_mean_speaker_4,gap_length_median_speaker_4,gap_length_mean_partner_4,gap_length_median_partner_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,gap_length_mean_speaker_5,gap_length_median_speaker_5,gap_length_mean_partner_5,gap_length_median_partner_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,gap_length_mean_speaker_6,gap_length_median_speaker_6,gap_length_mean_partner_6,gap_length_median_partner_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,gap_length_mean_speaker_10,gap_length_median_speaker_10,gap_length_mean_partner_10,gap_length_median_partner_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,gap_length_mean_speaker_12,gap_length_median_speaker_12,gap_length_mean_partner_12,gap_length_median_partner_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,gap_length_mean_speaker_15,gap_length_median_speaker_15,gap_length_mean_partner_15,gap_length_median_partner_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,gap_length_mean_speaker_20,gap_length_median_speaker_20,gap_length_mean_partner_20,gap_length_median_partner_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,gap_length_mean_speaker_24,gap_length_median_speaker_24,gap_length_mean_partner_24,gap_length_median_partner_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,gap_length_mean_speaker_30,gap_length_median_speaker_30,gap_length_mean_partner_30,gap_length_median_partner_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,gap_length_mean_speaker_40,gap_length_median_speaker_40,gap_length_mean_partner_40,gap_length_median_partner_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,gap_length_mean_speaker_60,gap_length_median_speaker_60,gap_length_mean_partner_60,gap_length_median_partner_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,gap_length_mean_speaker_120,gap_length_median_speaker_120,gap_length_mean_partner_120,gap_length_median_partner_120,connection_120,num_turns_120
257.0,23.0,23_257,0.0,508.8817204301075,309.5,426.8404255319149,279.0,592.7065217391304,317.5,60.435,186.0,459.4537037037037,301.5,416.94545454545454,329.0,503.5660377358491,296.0,55.245333333333335,108.0,456.3974358974359,317.5,430.675,341.5,483.4736842105263,304.0,52.1945,78.0,556.5737704918033,354.0,557.8709677419355,404.0,555.2333333333333,317.5,49.926,61.0,564.9272727272727,329.0,602.5714285714286,422.5,525.8888888888889,296.0,48.965833333333336,55.0,608.2553191489362,354.0,648.5,422.5,566.2608695652174,312.0,47.295,47.0,663.8387096774194,404.0,841.875,694.0,473.93333333333334,296.0,45.28333333333333,31.0,794.1304347826087,470.0,1010.1666666666666,763.5,558.4545454545455,296.0,45.088,23.0,664.6842105263158,470.0,646.8,694.0,684.5555555555555,296.0,45.36,19.0,859.3333333333334,662.5,755.5,720.5,963.1666666666666,572.0,45.81333333333333,12.0,746.8,662.5,818.4,790.0,675.2,470.0,46.176,10.0,767.875,630.0,860.25,1011.5,675.5,204.0,46.72,8.0,902.5,851.5,883.6666666666666,1233.0,921.3333333333334,470.0,47.626666666666665,6.0,1652.3333333333333,1233.0,679.0,679.0,3599.0,3599.0,49.44,3.0,125.0,125.0,125.0,125.0,,,50.0,1.0
23.0,257.0,23_257,0.0,508.8817204301075,309.5,592.7065217391304,317.5,426.8404255319149,279.0,84.091,186.0,459.4537037037037,301.5,503.5660377358491,296.0,416.94545454545454,329.0,70.73133333333334,108.0,456.3974358974359,317.5,483.4736842105263,304.0,430.675,341.5,64.3605,78.0,556.5737704918033,354.0,555.2333333333333,317.5,557.8709677419355,404.0,59.147333333333336,61.0,564.9272727272727,329.0,525.8888888888889,296.0,602.5714285714286,422.5,53.93416666666667,55.0,608.2553191489362,354.0,566.2608695652174,312.0,648.5,422.5,50.652,47.0,663.8387096774194,404.0,473.93333333333334,296.0,841.875,694.0,40.35,31.0,794.1304347826087,470.0,558.4545454545455,296.0,1010.1666666666666,763.5,35.858,23.0,664.6842105263158,470.0,684.5555555555555,296.0,646.8,694.0,29.3225,19.0,859.3333333333334,662.5,963.1666666666666,572.0,755.5,720.5,22.47,12.0,746.8,662.5,675.2,470.0,818.4,790.0,18.744,10.0,767.875,630.0,675.5,204.0,860.25,1011.5,14.35,8.0,902.5,851.5,921.3333333333334,470.0,883.6666666666666,1233.0,11.286666666666667,6.0,1652.3333333333333,1233.0,3599.0,3599.0,679.0,679.0,9.0,3.0,125.0,125.0,,,125.0,125.0,9.0,1.0
257.0,23.0,23_257,1.0,,,,,,,,,577.3205128205128,367.0,440.79487179487177,272.0,713.8461538461538,483.0,65.62466666666667,78.0,576.2,273.0,519.3333333333334,273.0,633.0666666666667,269.0,59.814,60.0,333.40425531914894,241.0,234.91666666666666,244.0,436.17391304347825,205.0,60.56466666666667,47.0,272.3,200.5,236.2,188.5,308.4,203.5,57.69166666666667,40.0,226.16129032258064,130.0,103.9375,99.5,356.53333333333336,253.0,57.094,31.0,437.1666666666667,253.0,283.5,180.5,590.8333333333334,425.5,52.64833333333333,24.0,430.125,290.0,286.8333333333333,180.5,573.4166666666666,417.0,49.502,24.0,771.85,463.0,840.6,512.5,703.1,422.5,47.155,20.0,540.3684210526316,312.0,893.7,570.5,147.77777777777777,154.0,44.75333333333333,19.0,830.5384615384615,354.0,1147.142857142857,737.0,461.1666666666667,225.0,44.0,13.0,589.6363636363636,441.0,504.5,546.0,691.8,296.0,44.0,11.0,816.1666666666666,662.5,627.3333333333334,651.0,1005.0,674.0,44.0,6.0,237.2,470.0,1041.5,1041.5,-299.0,-62.0,44.0,5.0,2416.0,2416.0,1233.0,1233.0,3599.0,3599.0,48.88,2.0
23.0,257.0,23_257,1.0,,,,,,,,,577.3205128205128,367.0,713.8461538461538,483.0,440.79487179487177,272.0,97.45066666666666,78.0,576.2,273.0,633.0666666666667,269.0,519.3333333333334,273.0,87.9125,60.0,333.40425531914894,241.0,436.17391304347825,205.0,234.91666666666666,244.0,82.31533333333333,47.0,272.3,200.5,308.4,203.5,236.2,188.5,80.89416666666666,40.0,226.16129032258064,130.0,356.53333333333336,253.0,103.9375,99.5,78.069,31.0,437.1666666666667,253.0,590.8333333333334,425.5,283.5,180.5,67.51833333333333,24.0,430.125,290.0,573.4166666666666,417.0,286.8333333333333,180.5,65.446,24.0,771.85,463.0,703.1,422.5,840.6,512.5,63.505,20.0,540.3684210526316,312.0,147.77777777777777,154.0,893.7,570.5,58.23,19.0,830.5384615384615,354.0,461.1666666666667,225.0,1147.142857142857,737.0,52.972,13.0,589.6363636363636,441.0,691.8,296.0,504.5,546.0,44.295,11.0,816.1666666666666,662.5,1005.0,674.0,627.3333333333334,651.0,33.653333333333336,6.0,237.2,470.0,-299.0,-62.0,1041.5,1041.5,19.7,5.0,2416.0,2416.0,3599.0,3599.0,1233.0,1233.0,9.0,2.0
257.0,23.0,23_257,2.0,,,,,,,,,,,,,,,,,510.0208333333333,367.0,304.8333333333333,275.5,715.2083333333334,505.0,69.2965,48.0,635.046511627907,457.0,554.9047619047619,437.0,711.5454545454545,492.0,59.854,43.0,870.0357142857143,442.5,621.2857142857143,265.5,1118.7857142857142,791.5,61.071666666666665,28.0,467.4,263.0,380.3333333333333,279.0,554.4666666666667,205.0,61.347,30.0,358.1875,416.0,256.0,261.0,460.375,515.0,56.38333333333333,16.0,383.07142857142856,345.5,247.14285714285714,125.0,519.0,524.0,55.188,14.0,187.8125,154.0,249.75,180.5,125.875,154.0,54.3825,16.0,795.3636363636364,621.0,288.8333333333333,171.5,1403.2,933.0,48.78666666666667,11.0,505.07142857142856,463.0,404.14285714285717,404.0,606.0,522.0,48.248,14.0,662.5,317.5,1167.0,639.0,158.0,225.0,45.13,12.0,697.4444444444445,323.0,1114.4,737.0,176.25,225.0,44.0,9.0,1042.25,662.5,546.0,546.0,1538.5,1538.5,44.0,4.0,152.66666666666666,470.0,1293.0,1293.0,-417.5,-417.5,44.0,3.0
23.0,257.0,23_257,2.0,,,,,,,,,,,,,,,,,510.0208333333333,367.0,715.2083333333334,505.0,304.8333333333333,275.5,100.0,48.0,635.046511627907,457.0,711.5454545454545,492.0,554.9047619047619,437.0,94.90133333333333,43.0,870.0357142857143,442.5,1118.7857142857142,791.5,621.2857142857143,265.5,85.62666666666667,28.0,467.4,263.0,554.4666666666667,205.0,380.3333333333333,279.0,83.473,30.0,358.1875,416.0,460.375,515.0,256.0,261.0,80.0,16.0,383.07142857142856,345.5,519.0,524.0,247.14285714285714,125.0,76.138,14.0,187.8125,154.0,125.875,154.0,249.75,180.5,68.975,16.0,795.3636363636364,621.0,1403.2,933.0,288.8333333333333,171.5,65.14,11.0,505.07142857142856,463.0,606.0,522.0,404.14285714285717,404.0,63.608,14.0,662.5,317.5,158.0,225.0,1167.0,639.0,62.405,12.0,697.4444444444445,323.0,176.25,225.0,1114.4,737.0,53.92,9.0,1042.25,662.5,1538.5,1538.5,546.0,546.0,38.71,4.0,152.66666666666666,470.0,-417.5,-417.5,1293.0,1293.0,15.86,3.0
257.0,23.0,23_257,3.0,,,,,,,,,,,,,,,,,,,,,,,,,506.4,279.0,307.6666666666667,262.0,716.8235294117648,483.0,71.39533333333334,35.0,382.1818181818182,267.0,340.47058823529414,381.0,426.5,192.5,61.76833333333333,33.0,685.0,362.0,658.3333333333334,267.0,711.6666666666666,457.0,58.281,30.0,215.04166666666666,144.0,223.0,188.5,207.08333333333334,144.0,59.0,24.0,96.94117647058823,55.0,-7.444444444444445,55.0,214.375,118.0,59.0,17.0,392.8888888888889,524.0,245.6,125.0,577.0,745.0,55.075,9.0,134.07692307692307,126.0,278.1666666666667,180.5,10.571428571428571,126.0,56.51,13.0,325.2,137.5,122.6,93.0,527.8,182.0,50.756,10.0,935.875,727.0,351.0,317.5,1520.75,1331.5,49.18,8.0,399.0,225.0,673.0,404.0,125.0,138.0,45.50666666666667,10.0,331.0,296.0,483.75,545.5,127.33333333333333,154.0,44.0,7.0,364.0,364.0,790.0,790.0,-62.0,-62.0,44.0,2.0
23.0,257.0,23_257,3.0,,,,,,,,,,,,,,,,,,,,,,,,,506.4,279.0,716.8235294117648,483.0,307.6666666666667,262.0,100.0,35.0,382.1818181818182,267.0,426.5,192.5,340.47058823529414,381.0,100.0,33.0,685.0,362.0,711.6666666666666,457.0,658.3333333333334,267.0,92.352,30.0,215.04166666666666,144.0,207.08333333333334,144.0,223.0,188.5,81.78833333333333,24.0,96.94117647058823,55.0,214.375,118.0,-7.444444444444445,55.0,80.0,17.0,392.8888888888889,524.0,577.0,745.0,245.6,125.0,80.0,9.0,134.07692307692307,126.0,10.571428571428571,126.0,278.1666666666667,180.5,69.89666666666666,13.0,325.2,137.5,527.8,182.0,122.6,93.0,67.284,10.0,935.875,727.0,1520.75,1331.5,351.0,317.5,64.605,8.0,399.0,225.0,125.0,138.0,673.0,404.0,62.54,10.0,331.0,296.0,127.33333333333333,154.0,483.75,545.5,49.88,7.0,364.0,364.0,-62.0,-62.0,790.0,790.0,23.54,2.0
257.0,23.0,23_257,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.8666666666667,275.5,269.4,252.0,778.3333333333334,483.0,72.6775,30.0,427.4583333333333,326.5,294.1666666666667,326.5,560.75,383.5,64.78,24.0,589.0769230769231,279.0,190.85714285714286,241.0,1053.6666666666667,655.0,62.91166666666667,13.0,475.95,363.5,601.0,546.5,350.9,144.0,59.0,20.0,70.85714285714286,92.5,-124.71428571428571,55.0,266.42857142857144,253.0,59.0,14.0,480.0,603.5,140.66666666666666,125.0,819.3333333333334,966.0,53.766666666666666,6.0,351.77777777777777,238.0,398.2,453.0,293.75,182.0,56.456,9.0,65.25,137.5,172.5,180.5,-42.0,-145.0,51.445,8.0,792.8333333333334,727.0,493.6666666666667,621.0,1092.0,833.0,49.57333333333333,6.0,1409.0,1170.0,2827.0,2827.0,-9.0,-9.0,44.0,4.0,662.5,662.5,651.0,651.0,674.0,674.0,44.0,2.0
23.0,257.0,23_257,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.8666666666667,275.5,778.3333333333334,483.0,269.4,252.0,100.0,30.0,427.4583333333333,326.5,560.75,383.5,294.1666666666667,326.5,100.0,24.0,589.0769230769231,279.0,1053.6666666666667,655.0,190.85714285714286,241.0,84.0,13.0,475.95,363.5,350.9,144.0,601.0,546.5,82.946,20.0,70.85714285714286,92.5,266.42857142857144,253.0,-124.71428571428571,55.0,80.0,14.0,480.0,603.5,819.3333333333334,966.0,140.66666666666666,125.0,80.0,6.0,351.77777777777777,238.0,293.75,182.0,398.2,453.0,72.276,9.0,65.25,137.5,-42.0,-145.0,172.5,180.5,67.605,8.0,792.8333333333334,727.0,1092.0,833.0,493.6666666666667,621.0,64.14,6.0,1409.0,1170.0,-9.0,-9.0,2827.0,2827.0,62.0,4.0,662.5,662.5,674.0,674.0,651.0,651.0,36.32,2.0
