subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,gap_length_mean_speaker_1,gap_length_median_speaker_1,gap_length_mean_partner_1,gap_length_median_partner_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,gap_length_mean_speaker_2,gap_length_median_speaker_2,gap_length_mean_partner_2,gap_length_median_partner_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,gap_length_mean_speaker_3,gap_length_median_speaker_3,gap_length_mean_partner_3,gap_length_median_partner_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,gap_length_mean_speaker_4,gap_length_median_speaker_4,gap_length_mean_partner_4,gap_length_median_partner_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,gap_length_mean_speaker_5,gap_length_median_speaker_5,gap_length_mean_partner_5,gap_length_median_partner_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,gap_length_mean_speaker_6,gap_length_median_speaker_6,gap_length_mean_partner_6,gap_length_median_partner_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,gap_length_mean_speaker_10,gap_length_median_speaker_10,gap_length_mean_partner_10,gap_length_median_partner_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,gap_length_mean_speaker_12,gap_length_median_speaker_12,gap_length_mean_partner_12,gap_length_median_partner_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,gap_length_mean_speaker_15,gap_length_median_speaker_15,gap_length_mean_partner_15,gap_length_median_partner_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,gap_length_mean_speaker_20,gap_length_median_speaker_20,gap_length_mean_partner_20,gap_length_median_partner_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,gap_length_mean_speaker_24,gap_length_median_speaker_24,gap_length_mean_partner_24,gap_length_median_partner_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,gap_length_mean_speaker_30,gap_length_median_speaker_30,gap_length_mean_partner_30,gap_length_median_partner_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,gap_length_mean_speaker_40,gap_length_median_speaker_40,gap_length_mean_partner_40,gap_length_median_partner_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,gap_length_mean_speaker_60,gap_length_median_speaker_60,gap_length_mean_partner_60,gap_length_median_partner_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,gap_length_mean_speaker_120,gap_length_median_speaker_120,gap_length_mean_partner_120,gap_length_median_partner_120,connection_120,num_turns_120
110.0,219.0,110_219,0.0,321.3142857142857,227.0,258.0285714285714,152.0,384.6,289.0,77.423,210.0,281.04587155963304,206.0,225.96363636363637,129.0,337.14814814814815,305.5,73.48833333333333,109.0,237.875,152.0,234.75,130.5,241.0,186.5,70.673,72.0,241.91666666666666,140.5,312.375,143.5,171.45833333333334,135.0,69.45933333333333,48.0,300.13157894736844,140.5,338.63157894736844,132.0,261.63157894736844,149.0,67.25333333333333,38.0,314.44117647058823,152.0,342.05882352941177,132.0,286.8235294117647,225.0,66.098,34.0,147.42105263157896,121.0,141.2,50.0,154.33333333333334,331.0,69.385,19.0,127.5,110.5,86.875,-4.5,168.125,340.5,69.444,16.0,288.4,243.0,-5.8,0.0,582.6,686.0,68.2225,10.0,229.44444444444446,155.0,-5.8,0.0,523.5,518.0,70.22,9.0,277.1666666666667,243.0,85.0,100.0,469.3333333333333,350.0,71.0,6.0,266.4,155.0,85.0,100.0,538.5,538.5,71.0,5.0,308.0,252.5,77.5,77.5,538.5,538.5,71.0,4.0,294.0,155.0,77.5,77.5,727.0,727.0,71.0,3.0,0.0,0.0,0.0,0.0,,,71.0,1.0
219.0,110.0,110_219,0.0,321.3142857142857,227.0,384.6,289.0,258.0285714285714,152.0,72.1345,210.0,281.04587155963304,206.0,337.14814814814815,305.5,225.96363636363637,129.0,67.20466666666667,109.0,237.875,152.0,241.0,186.5,234.75,130.5,64.846,72.0,241.91666666666666,140.5,171.45833333333334,135.0,312.375,143.5,66.92066666666666,48.0,300.13157894736844,140.5,261.63157894736844,149.0,338.63157894736844,132.0,66.26083333333334,38.0,314.44117647058823,152.0,286.8235294117647,225.0,342.05882352941177,132.0,67.997,34.0,147.42105263157896,121.0,154.33333333333334,331.0,141.2,50.0,76.275,19.0,127.5,110.5,168.125,340.5,86.875,-4.5,75.28,16.0,288.4,243.0,582.6,686.0,-5.8,0.0,73.5425,10.0,229.44444444444446,155.0,523.5,518.0,-5.8,0.0,73.39,9.0,277.1666666666667,243.0,469.3333333333333,350.0,85.0,100.0,74.488,6.0,266.4,155.0,538.5,538.5,85.0,100.0,76.07,5.0,308.0,252.5,538.5,538.5,77.5,77.5,75.88666666666667,4.0,294.0,155.0,727.0,727.0,77.5,77.5,74.4,3.0,0.0,0.0,,,0.0,0.0,75.08,1.0
110.0,219.0,110_219,1.0,,,,,,,,,364.7722772277228,257.0,293.3,170.0,434.84313725490193,276.0,81.35766666666666,101.0,394.2328767123288,293.0,268.4054054054054,156.0,523.5555555555555,343.0,79.8995,73.0,311.8360655737705,287.0,159.06451612903226,86.0,469.7,394.5,77.51733333333334,61.0,242.85106382978722,179.0,193.08333333333334,146.0,294.7826086956522,293.0,75.89083333333333,47.0,169.3684210526316,153.0,138.73684210526315,129.0,200.0,167.0,75.248,38.0,452.8421052631579,225.0,558.0,422.0,358.2,123.0,65.12166666666667,19.0,480.6111111111111,243.0,568.8888888888889,422.0,392.3333333333333,149.0,62.752,18.0,261.77777777777777,126.5,357.55555555555554,261.0,166.0,97.0,69.725,18.0,73.6,82.5,288.2,132.0,-141.0,44.0,68.55,10.0,37.7,-32.0,88.0,-170.0,-12.6,121.0,67.888,10.0,310.4,331.0,-142.0,-142.0,612.0,686.0,65.445,5.0,166.6,100.0,-61.333333333333336,-9.0,508.5,508.5,69.44,5.0,225.0,225.0,100.0,100.0,350.0,350.0,71.0,2.0,441.0,441.0,155.0,155.0,727.0,727.0,71.0,2.0
219.0,110.0,110_219,1.0,,,,,,,,,364.7722772277228,257.0,434.84313725490193,276.0,293.3,170.0,77.06433333333334,101.0,394.2328767123288,293.0,523.5555555555555,343.0,268.4054054054054,156.0,73.8015,73.0,311.8360655737705,287.0,469.7,394.5,159.06451612903226,86.0,67.48866666666666,61.0,242.85106382978722,179.0,294.7826086956522,293.0,193.08333333333334,146.0,67.10833333333333,47.0,169.3684210526316,153.0,200.0,167.0,138.73684210526315,129.0,61.695,38.0,452.8421052631579,225.0,358.2,123.0,558.0,422.0,56.24666666666667,19.0,480.6111111111111,243.0,392.3333333333333,149.0,568.8888888888889,422.0,60.714,18.0,261.77777777777777,126.5,166.0,97.0,357.55555555555554,261.0,71.145,18.0,73.6,82.5,-141.0,44.0,288.2,132.0,79.16,10.0,37.7,-32.0,-12.6,121.0,88.0,-170.0,76.072,10.0,310.4,331.0,612.0,686.0,-142.0,-142.0,71.015,5.0,166.6,100.0,508.5,508.5,-61.333333333333336,-9.0,70.89333333333333,5.0,225.0,225.0,350.0,350.0,100.0,100.0,77.74,2.0,441.0,441.0,727.0,727.0,155.0,155.0,73.72,2.0
110.0,219.0,110_219,2.0,,,,,,,,,,,,,,,,,331.84615384615387,231.0,272.21875,168.0,389.6666666666667,248.0,81.6965,65.0,411.3050847457627,289.0,397.62068965517244,304.0,424.53333333333336,273.0,80.804,59.0,357.02272727272725,272.0,164.86363636363637,130.0,549.1818181818181,315.5,81.69333333333333,44.0,365.05405405405406,293.0,209.31578947368422,86.0,529.4444444444445,443.0,79.119,37.0,53.17391304347826,89.0,30.916666666666668,65.0,77.45454545454545,167.0,76.64166666666667,23.0,65.78571428571429,87.0,240.28571428571428,163.0,-108.71428571428571,38.0,76.182,14.0,380.9,122.0,649.0,534.0,112.8,95.0,63.8125,10.0,615.0,370.0,767.1666666666666,707.0,484.57142857142856,225.0,60.77,13.0,334.22222222222223,132.0,300.4,261.0,376.5,84.5,70.316,9.0,-9.222222222222221,44.0,288.2,132.0,-381.0,-5.5,71.71,9.0,969.5,969.5,1120.0,1120.0,819.0,819.0,65.04,2.0,183.25,161.0,-142.0,-142.0,508.5,508.5,68.66,4.0,350.0,350.0,,,350.0,350.0,71.0,1.0
219.0,110.0,110_219,2.0,,,,,,,,,,,,,,,,,331.84615384615387,231.0,389.6666666666667,248.0,272.21875,168.0,77.756,65.0,411.3050847457627,289.0,424.53333333333336,273.0,397.62068965517244,304.0,75.20466666666667,59.0,357.02272727272725,272.0,549.1818181818181,315.5,164.86363636363637,130.0,72.02666666666667,44.0,365.05405405405406,293.0,529.4444444444445,443.0,209.31578947368422,86.0,71.922,37.0,53.17391304347826,89.0,77.45454545454545,167.0,30.916666666666668,65.0,60.20333333333333,23.0,65.78571428571429,87.0,-108.71428571428571,38.0,240.28571428571428,163.0,64.768,14.0,380.9,122.0,112.8,95.0,649.0,534.0,54.095,10.0,615.0,370.0,484.57142857142856,225.0,767.1666666666666,707.0,56.53666666666667,13.0,334.22222222222223,132.0,376.5,84.5,300.4,261.0,71.14,9.0,-9.222222222222221,44.0,-381.0,-5.5,288.2,132.0,81.74,9.0,969.5,969.5,819.0,819.0,1120.0,1120.0,76.78666666666666,2.0,183.25,161.0,508.5,508.5,-142.0,-142.0,68.03,4.0,350.0,350.0,350.0,350.0,,,78.86,1.0
110.0,219.0,110_219,3.0,,,,,,,,,,,,,,,,,,,,,,,,,299.4047619047619,207.5,149.23809523809524,152.0,449.57142857142856,276.0,81.91133333333333,42.0,389.5208333333333,273.0,425.0416666666667,294.5,354.0,239.5,79.96916666666667,48.0,424.22222222222223,293.5,330.77777777777777,276.0,517.6666666666666,293.5,80.68,36.0,424.625,304.5,355.25,189.5,494.0,499.0,75.14,24.0,229.79166666666666,227.0,79.5,85.0,380.0833333333333,320.0,74.314,24.0,27.4,163.0,81.25,126.0,-34.142857142857146,167.0,77.4625,15.0,101.5,71.0,139.66666666666666,85.0,63.333333333333336,57.0,69.47333333333333,6.0,627.0,370.0,904.5,1098.0,405.0,225.0,55.188,9.0,532.7777777777778,370.0,444.25,341.5,603.6,370.0,67.74,9.0,-150.375,-5.5,80.25,-19.0,-381.0,-5.5,72.06,8.0,819.0,819.0,,,819.0,819.0,62.23,1.0,100.0,100.0,100.0,100.0,,,71.0,1.0
219.0,110.0,110_219,3.0,,,,,,,,,,,,,,,,,,,,,,,,,299.4047619047619,207.5,449.57142857142856,276.0,149.23809523809524,152.0,78.924,42.0,389.5208333333333,273.0,354.0,239.5,425.0416666666667,294.5,74.29666666666667,48.0,424.22222222222223,293.5,517.6666666666666,293.5,330.77777777777777,276.0,75.681,36.0,424.625,304.5,494.0,499.0,355.25,189.5,74.01333333333334,24.0,229.79166666666666,227.0,380.0833333333333,320.0,79.5,85.0,58.622,24.0,27.4,163.0,-34.142857142857146,167.0,81.25,126.0,65.0175,15.0,101.5,71.0,63.333333333333336,57.0,139.66666666666666,85.0,55.95666666666666,6.0,627.0,370.0,405.0,225.0,904.5,1098.0,50.288,9.0,532.7777777777778,370.0,603.6,370.0,444.25,341.5,60.55,9.0,-150.375,-5.5,-381.0,-5.5,80.25,-19.0,81.53333333333333,8.0,819.0,819.0,819.0,819.0,,,74.0,1.0,100.0,100.0,,,100.0,100.0,76.62,1.0
110.0,219.0,110_219,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6363636363636,229.0,137.3125,147.0,473.7647058823529,287.0,82.30833333333334,33.0,325.2162162162162,231.0,303.6666666666667,206.0,345.63157894736844,231.0,81.423,37.0,325.625,291.0,113.33333333333333,69.0,537.9166666666666,394.5,81.15333333333334,24.0,466.875,381.0,374.875,252.5,558.875,665.0,75.054,16.0,279.5263157894737,167.0,151.88888888888889,129.0,394.4,432.0,74.1425,19.0,20.7,126.0,212.6,163.0,-171.2,-89.0,78.28333333333333,10.0,178.5,71.0,309.5,309.5,47.5,47.5,75.024,4.0,515.8333333333334,187.0,875.3333333333334,1204.0,156.33333333333334,149.0,54.595,6.0,374.5,181.5,261.6666666666667,261.0,487.3333333333333,97.0,71.13333333333334,6.0,-140.66666666666666,-112.5,241.33333333333334,-170.0,-522.6666666666666,-55.0,74.33,6.0,331.0,331.0,,,331.0,331.0,71.0,1.0
219.0,110.0,110_219,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6363636363636,229.0,473.7647058823529,287.0,137.3125,147.0,80.98,33.0,325.2162162162162,231.0,345.63157894736844,231.0,303.6666666666667,206.0,74.392,37.0,325.625,291.0,537.9166666666666,394.5,113.33333333333333,69.0,69.285,24.0,466.875,381.0,558.875,665.0,374.875,252.5,76.414,16.0,279.5263157894737,167.0,394.4,432.0,151.88888888888889,129.0,60.43,19.0,20.7,126.0,-171.2,-89.0,212.6,163.0,69.56,10.0,178.5,71.0,47.5,47.5,309.5,309.5,59.992,4.0,515.8333333333334,187.0,156.33333333333334,149.0,875.3333333333334,1204.0,50.61,6.0,374.5,181.5,487.3333333333333,97.0,261.6666666666667,261.0,64.4,6.0,-140.66666666666666,-112.5,-522.6666666666666,-55.0,241.33333333333334,-170.0,82.23,6.0,331.0,331.0,331.0,331.0,,,68.16,1.0
