subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,connection_120,num_turns_120
86,239,86_239,0.0,847.5571428571428,510.0,66.29766666666667,70.0,658.0,449.0,63.025,41.0,546.5769230769231,407.5,68.1325,26.0,549.8,450.0,65.192,20.0,558.1052631578947,477.0,64.345,19.0,385.6,477.0,63.945,15.0,583.0,392.0,63.0,5.0,1279.6666666666667,1708.0,63.0,3.0,1279.6666666666667,1708.0,63.0,3.0,1279.6666666666667,1708.0,63.0,3.0,1279.6666666666667,1708.0,63.0,3.0,1279.6666666666667,1708.0,63.0,3.0,1279.6666666666667,1708.0,63.0,3.0,1708.0,1708.0,63.0,1.0,1708.0,1708.0,63.0,1.0
239,86,86_239,0.0,847.5571428571428,510.0,84.912,70.0,658.0,449.0,81.824,41.0,546.5769230769231,407.5,80.164,26.0,549.8,450.0,78.552,20.0,558.1052631578947,477.0,76.94,19.0,385.6,477.0,75.328,15.0,583.0,392.0,72.17333333333333,5.0,1279.6666666666667,1708.0,70.808,3.0,1279.6666666666667,1708.0,68.76,3.0,1279.6666666666667,1708.0,65.64666666666666,3.0,1279.6666666666667,1708.0,64.776,3.0,1279.6666666666667,1708.0,63.47,3.0,1279.6666666666667,1708.0,61.29333333333334,3.0,1708.0,1708.0,59.0,1.0,1708.0,1708.0,59.0,1.0
86,239,86_239,1.0,,,,,1115.551724137931,838.0,69.57033333333334,29.0,1020.7037037037037,838.0,59.7195,27.0,761.047619047619,449.0,60.858,21.0,621.8888888888889,353.0,66.21916666666667,18.0,766.0909090909091,392.0,72.32,11.0,549.2142857142857,491.0,65.69,14.0,162.08333333333334,410.5,64.89,12.0,-172.0,230.0,63.8625,6.0,-462.0,-462.0,63.0,2.0,,,63.0,0.0,,,63.0,0.0,,,63.0,0.0,1065.5,1065.5,63.0,2.0,,,63.0,0.0
239,86,86_239,1.0,,,,,1115.551724137931,838.0,88.0,29.0,1020.7037037037037,838.0,86.572,27.0,761.047619047619,449.0,85.096,21.0,621.8888888888889,353.0,85.0,18.0,766.0909090909091,392.0,85.0,11.0,549.2142857142857,491.0,81.70666666666666,14.0,162.08333333333334,410.5,79.848,12.0,-172.0,230.0,79.0,6.0,-462.0,-462.0,78.7,2.0,,,76.84,0.0,,,74.05,0.0,,,70.0,0.0,1065.5,1065.5,67.94,2.0,,,59.0,0.0
86,239,86_239,2.0,,,,,,,,,1032.8823529411766,515.0,71.041,17.0,1301.35,868.5,70.49333333333334,20.0,1083.25,1031.5,59.274166666666666,12.0,851.1333333333333,502.0,52.81,15.0,622.2,392.0,72.71333333333334,5.0,1042.4,423.0,67.686,5.0,779.7,593.5,66.1725,10.0,321.85714285714283,505.0,65.15,7.0,-275.2,116.0,63.78,5.0,-462.0,-462.0,63.0,2.0,,,63.0,0.0,,,63.0,0.0,1065.5,1065.5,63.0,2.0
239,86,86_239,2.0,,,,,,,,,1032.8823529411766,515.0,88.0,17.0,1301.35,868.5,88.0,20.0,1083.25,1031.5,86.62,12.0,851.1333333333333,502.0,85.144,15.0,622.2,392.0,85.0,5.0,1042.4,423.0,85.0,5.0,779.7,593.5,83.06,10.0,321.85714285714283,505.0,79.0,7.0,-275.2,116.0,79.0,5.0,-462.0,-462.0,79.0,2.0,,,78.4,0.0,,,70.0,0.0,1065.5,1065.5,65.88,2.0
86,239,86_239,3.0,,,,,,,,,,,,,702.6666666666666,409.0,68.64733333333334,9.0,1445.0714285714287,868.5,73.59083333333334,14.0,1232.6666666666667,879.0,66.629,12.0,621.7692307692307,314.0,59.725,13.0,535.8333333333334,286.5,76.954,6.0,809.5,809.5,70.57,2.0,776.5714285714286,423.0,66.23,7.0,474.42857142857144,563.0,66.0,7.0,-27.0,410.5,64.725,4.0,-462.0,-462.0,63.0,2.0,,,63.0,0.0,,,63.0,0.0
239,86,86_239,3.0,,,,,,,,,,,,,702.6666666666666,409.0,88.0,9.0,1445.0714285714287,868.5,88.0,14.0,1232.6666666666667,879.0,88.0,12.0,621.7692307692307,314.0,85.0,13.0,535.8333333333334,286.5,85.0,6.0,809.5,809.5,85.0,2.0,776.5714285714286,423.0,84.41333333333333,7.0,474.42857142857144,563.0,80.696,7.0,-27.0,410.5,79.0,4.0,-462.0,-462.0,79.0,2.0,,,78.1,0.0,,,70.0,0.0
86,239,86_239,4.0,,,,,,,,,,,,,,,,,614.4285714285714,409.0,68.05916666666667,7.0,1325.8,868.5,74.611,10.0,1295.0,1280.0,53.99666666666667,4.0,727.5,475.5,50.326,12.0,397.6,259.0,77.0575,5.0,392.0,392.0,68.58,1.0,1205.0,523.5,66.476,4.0,496.1666666666667,632.0,66.0,6.0,-150.66666666666666,477.0,64.3,3.0,,,63.0,0.0,,,63.0,0.0
239,86,86_239,4.0,,,,,,,,,,,,,,,,,614.4285714285714,409.0,88.0,7.0,1325.8,868.5,88.0,10.0,1295.0,1280.0,85.24,4.0,727.5,475.5,85.0,12.0,397.6,259.0,85.0,5.0,392.0,392.0,85.0,1.0,1205.0,523.5,85.0,4.0,496.1666666666667,632.0,81.12,6.0,-150.66666666666666,477.0,79.0,3.0,,,79.0,0.0,,,70.0,0.0
