subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,gap_length_mean_speaker_1,gap_length_median_speaker_1,gap_length_mean_partner_1,gap_length_median_partner_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,gap_length_mean_speaker_2,gap_length_median_speaker_2,gap_length_mean_partner_2,gap_length_median_partner_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,gap_length_mean_speaker_3,gap_length_median_speaker_3,gap_length_mean_partner_3,gap_length_median_partner_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,gap_length_mean_speaker_4,gap_length_median_speaker_4,gap_length_mean_partner_4,gap_length_median_partner_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,gap_length_mean_speaker_5,gap_length_median_speaker_5,gap_length_mean_partner_5,gap_length_median_partner_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,gap_length_mean_speaker_6,gap_length_median_speaker_6,gap_length_mean_partner_6,gap_length_median_partner_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,gap_length_mean_speaker_10,gap_length_median_speaker_10,gap_length_mean_partner_10,gap_length_median_partner_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,gap_length_mean_speaker_12,gap_length_median_speaker_12,gap_length_mean_partner_12,gap_length_median_partner_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,gap_length_mean_speaker_15,gap_length_median_speaker_15,gap_length_mean_partner_15,gap_length_median_partner_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,gap_length_mean_speaker_20,gap_length_median_speaker_20,gap_length_mean_partner_20,gap_length_median_partner_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,gap_length_mean_speaker_24,gap_length_median_speaker_24,gap_length_mean_partner_24,gap_length_median_partner_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,gap_length_mean_speaker_30,gap_length_median_speaker_30,gap_length_mean_partner_30,gap_length_median_partner_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,gap_length_mean_speaker_40,gap_length_median_speaker_40,gap_length_mean_partner_40,gap_length_median_partner_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,gap_length_mean_speaker_60,gap_length_median_speaker_60,gap_length_mean_partner_60,gap_length_median_partner_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,gap_length_mean_speaker_120,gap_length_median_speaker_120,gap_length_mean_partner_120,gap_length_median_partner_120,connection_120,num_turns_120
63.0,224.0,63_224,0.0,450.2647058823529,334.0,389.4096385542169,286.0,508.32183908045977,374.0,82.37066666666666,170.0,335.2289156626506,259.0,261.45,210.5,403.86046511627904,266.0,80.35266666666666,83.0,352.76666666666665,266.0,321.9655172413793,266.0,381.5806451612903,266.0,80.921,60.0,351.8125,262.0,298.25,210.5,405.375,325.5,79.28866666666667,48.0,354.19444444444446,275.5,337.6666666666667,252.5,370.72222222222223,339.0,77.385,36.0,379.82758620689657,286.0,359.0,286.0,402.14285714285717,355.0,75.868,29.0,348.3888888888889,440.0,373.1111111111111,435.0,323.6666666666667,445.0,72.23833333333333,18.0,342.1333333333333,435.0,361.125,327.0,320.42857142857144,445.0,71.686,15.0,337.5,350.0,386.1666666666667,327.0,288.8333333333333,355.0,69.06,12.0,375.55555555555554,265.0,376.4,219.0,374.5,357.5,67.33,9.0,375.55555555555554,265.0,376.4,219.0,374.5,357.5,66.196,9.0,510.0,357.5,645.5,493.5,374.5,357.5,64.915,8.0,615.6,450.0,787.6666666666666,768.0,357.5,357.5,63.27333333333333,5.0,406.0,450.0,384.0,384.0,450.0,450.0,59.91,3.0,406.0,450.0,384.0,384.0,450.0,450.0,49.82,3.0
224.0,63.0,63_224,0.0,450.2647058823529,334.0,508.32183908045977,374.0,389.4096385542169,286.0,91.7535,170.0,335.2289156626506,259.0,403.86046511627904,266.0,261.45,210.5,86.73533333333333,83.0,352.76666666666665,266.0,381.5806451612903,266.0,321.9655172413793,266.0,83.6635,60.0,351.8125,262.0,405.375,325.5,298.25,210.5,79.76533333333333,48.0,354.19444444444446,275.5,370.72222222222223,339.0,337.6666666666667,252.5,74.70666666666666,36.0,379.82758620689657,286.0,402.14285714285717,355.0,359.0,286.0,71.312,29.0,348.3888888888889,440.0,323.6666666666667,445.0,373.1111111111111,435.0,62.81166666666667,18.0,342.1333333333333,435.0,320.42857142857144,445.0,361.125,327.0,60.374,15.0,337.5,350.0,288.8333333333333,355.0,386.1666666666667,327.0,57.62,12.0,375.55555555555554,265.0,374.5,357.5,376.4,219.0,55.306666666666665,9.0,375.55555555555554,265.0,374.5,357.5,376.4,219.0,54.324,9.0,510.0,357.5,374.5,357.5,645.5,493.5,52.97,8.0,615.6,450.0,357.5,357.5,787.6666666666666,768.0,51.78,5.0,406.0,450.0,450.0,450.0,384.0,384.0,49.76,3.0,406.0,450.0,450.0,450.0,384.0,384.0,48.0,3.0
63.0,224.0,63_224,1.0,,,,,,,,,560.0114942528736,386.0,508.4418604651163,316.0,610.4090909090909,406.5,84.38866666666667,87.0,443.0655737704918,315.0,277.8666666666667,242.0,602.9354838709677,360.0,80.3905,61.0,312.48571428571427,256.0,206.25,210.0,401.94736842105266,266.0,81.41666666666667,35.0,322.47058823529414,249.0,200.6875,110.0,430.72222222222223,262.5,86.5725,34.0,327.4516129032258,266.0,282.2857142857143,203.5,364.6470588235294,266.0,85.974,31.0,360.0,223.0,302.22222222222223,202.0,417.77777777777777,237.0,82.53166666666667,18.0,420.2142857142857,261.5,356.57142857142856,286.0,483.85714285714283,237.0,80.05,14.0,504.3333333333333,489.5,433.5,420.0,575.1666666666666,519.5,79.8525,12.0,321.22222222222223,445.0,369.0,452.0,283.0,445.0,77.14666666666666,9.0,292.0,440.0,335.6666666666667,435.0,248.33333333333334,445.0,77.176,6.0,-7.5,112.5,-132.5,-132.5,117.5,117.5,73.205,4.0,75.5,176.0,-240.5,-240.5,391.5,391.5,71.38666666666667,4.0,572.4,265.0,907.0,907.0,349.3333333333333,265.0,69.92,5.0,,,,,,,70.0,0.0
224.0,63.0,63_224,1.0,,,,,,,,,560.0114942528736,386.0,610.4090909090909,406.5,508.4418604651163,316.0,96.77166666666666,87.0,443.0655737704918,315.0,602.9354838709677,360.0,277.8666666666667,242.0,93.0035,61.0,312.48571428571427,256.0,401.94736842105266,266.0,206.25,210.0,93.70533333333333,35.0,322.47058823529414,249.0,430.72222222222223,262.5,200.6875,110.0,95.13416666666667,34.0,327.4516129032258,266.0,364.6470588235294,266.0,282.2857142857143,203.5,96.015,31.0,360.0,223.0,417.77777777777777,237.0,302.22222222222223,202.0,86.60166666666667,18.0,420.2142857142857,261.5,483.85714285714283,237.0,356.57142857142856,286.0,82.25,14.0,504.3333333333333,489.5,575.1666666666666,519.5,433.5,420.0,76.095,12.0,321.22222222222223,445.0,283.0,445.0,369.0,452.0,70.31666666666666,9.0,292.0,440.0,248.33333333333334,445.0,335.6666666666667,435.0,66.424,6.0,-7.5,112.5,117.5,117.5,-132.5,-132.5,62.27,4.0,75.5,176.0,391.5,391.5,-240.5,-240.5,58.833333333333336,4.0,572.4,265.0,349.3333333333333,265.0,907.0,907.0,56.18,5.0,,,,,,,51.52,0.0
63.0,224.0,63_224,2.0,,,,,,,,,,,,,,,,,578.6122448979592,386.0,610.3333333333334,350.5,548.16,399.0,85.8005,49.0,507.27272727272725,363.0,362.1818181818182,287.0,652.3636363636364,405.0,83.99133333333333,44.0,339.3,350.0,260.8666666666667,238.0,417.73333333333335,374.0,74.8,30.0,289.4782608695652,191.0,101.9090909090909,138.0,461.4166666666667,308.0,79.216,23.0,361.8888888888889,262.5,296.125,216.0,414.5,262.5,86.47,18.0,309.05263157894734,239.0,197.0,79.0,409.9,322.5,86.13,19.0,220.75,205.5,193.33333333333334,168.5,248.16666666666666,223.0,83.2425,12.0,481.44444444444446,286.0,365.0,286.0,627.0,532.0,80.75,9.0,558.5714285714286,469.0,275.6666666666667,371.0,770.75,678.0,78.556,7.0,370.1666666666667,489.5,347.0,469.0,393.3333333333333,510.0,78.595,6.0,194.4,435.0,113.5,113.5,248.33333333333334,445.0,77.32666666666667,5.0,-700.0,-700.0,-700.0,-700.0,,,72.16,1.0,930.0,930.0,1595.0,1595.0,265.0,265.0,70.0,2.0
224.0,63.0,63_224,2.0,,,,,,,,,,,,,,,,,578.6122448979592,386.0,548.16,399.0,610.3333333333334,350.5,98.5935,49.0,507.27272727272725,363.0,652.3636363636364,405.0,362.1818181818182,287.0,94.752,44.0,339.3,350.0,417.73333333333335,374.0,260.8666666666667,238.0,92.43916666666667,30.0,289.4782608695652,191.0,461.4166666666667,308.0,101.9090909090909,138.0,92.879,23.0,361.8888888888889,262.5,414.5,262.5,296.125,216.0,99.10166666666667,18.0,309.05263157894734,239.0,409.9,322.5,197.0,79.0,96.672,19.0,220.75,205.5,248.16666666666666,223.0,193.33333333333334,168.5,90.405,12.0,481.44444444444446,286.0,627.0,532.0,365.0,286.0,82.33,9.0,558.5714285714286,469.0,770.75,678.0,275.6666666666667,371.0,75.78,7.0,370.1666666666667,489.5,393.3333333333333,510.0,347.0,469.0,73.195,6.0,194.4,435.0,248.33333333333334,445.0,113.5,113.5,65.99333333333334,5.0,-700.0,-700.0,,,-700.0,-700.0,59.98,1.0,930.0,930.0,265.0,265.0,1595.0,1595.0,55.82,2.0
63.0,224.0,63_224,3.0,,,,,,,,,,,,,,,,,,,,,,,,,613.9767441860465,399.0,661.6666666666666,385.0,568.4545454545455,406.5,84.786,43.0,601.9354838709677,340.0,449.73333333333335,290.0,744.625,363.0,88.79833333333333,31.0,536.0263157894736,373.0,379.7368421052632,290.0,692.3157894736842,424.0,81.565,38.0,278.125,132.0,105.25,105.0,451.0,239.5,86.675,16.0,356.5833333333333,309.5,435.8,353.0,300.0,266.0,85.818,12.0,329.26666666666665,259.0,204.71428571428572,79.0,438.25,262.5,86.52,15.0,238.55555555555554,202.0,223.75,168.5,250.4,209.0,84.31333333333333,9.0,281.85714285714283,209.0,417.25,244.0,101.33333333333333,209.0,81.544,7.0,638.5,599.0,520.0,371.0,757.0,827.0,81.11,6.0,479.75,499.0,624.5,624.5,335.0,335.0,76.96666666666667,4.0,223.33333333333334,435.0,435.0,435.0,117.5,117.5,74.25,3.0,334.0,219.0,219.0,219.0,391.5,391.5,69.84,3.0
224.0,63.0,63_224,3.0,,,,,,,,,,,,,,,,,,,,,,,,,613.9767441860465,399.0,568.4545454545455,406.5,661.6666666666666,385.0,98.79133333333333,43.0,601.9354838709677,340.0,744.625,363.0,449.73333333333335,290.0,97.61,31.0,536.0263157894736,373.0,692.3157894736842,424.0,379.7368421052632,290.0,93.128,38.0,278.125,132.0,451.0,239.5,105.25,105.0,91.16666666666667,16.0,356.5833333333333,309.5,300.0,266.0,435.8,353.0,95.358,12.0,329.26666666666665,259.0,438.25,262.5,204.71428571428572,79.0,99.955,15.0,238.55555555555554,202.0,250.4,209.0,223.75,168.5,90.87333333333333,9.0,281.85714285714283,209.0,101.33333333333333,209.0,417.25,244.0,88.72,7.0,638.5,599.0,757.0,827.0,520.0,371.0,78.995,6.0,479.75,499.0,335.0,335.0,624.5,624.5,74.64,4.0,223.33333333333334,435.0,117.5,117.5,435.0,435.0,64.56,3.0,334.0,219.0,391.5,391.5,219.0,219.0,56.54,3.0
63.0,224.0,63_224,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.1538461538462,399.0,651.2105263157895,385.0,580.9,406.5,84.2975,39.0,572.4615384615385,386.0,464.3333333333333,397.5,665.1428571428571,386.0,87.821,13.0,316.0769230769231,256.0,194.83333333333334,210.0,420.0,360.0,73.84833333333333,13.0,217.5,96.0,-31.714285714285715,39.0,466.7142857142857,160.0,84.012,14.0,386.22222222222223,356.0,456.5,374.5,330.0,356.0,85.93,9.0,344.6666666666667,249.0,180.0,49.0,509.3333333333333,322.5,86.90333333333334,12.0,366.90909090909093,155.0,135.6,79.0,559.6666666666666,336.0,87.448,11.0,182.6,209.0,155.66666666666666,202.0,223.0,223.0,81.515,5.0,692.75,599.0,179.0,179.0,1206.5,1206.5,80.92666666666666,4.0,360.6666666666667,510.0,286.0,286.0,510.0,510.0,82.19,3.0,-700.0,-700.0,-700.0,-700.0,,,71.32,1.0
224.0,63.0,63_224,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.1538461538462,399.0,580.9,406.5,651.2105263157895,385.0,98.8775,39.0,572.4615384615385,386.0,665.1428571428571,386.0,464.3333333333333,397.5,98.534,13.0,316.0769230769231,256.0,420.0,360.0,194.83333333333334,210.0,93.995,13.0,217.5,96.0,466.7142857142857,160.0,-31.714285714285715,39.0,90.834,14.0,386.22222222222223,356.0,330.0,356.0,456.5,374.5,94.2425,9.0,344.6666666666667,249.0,509.3333333333333,322.5,180.0,49.0,100.0,12.0,366.90909090909093,155.0,559.6666666666666,336.0,135.6,79.0,93.344,11.0,182.6,209.0,223.0,223.0,155.66666666666666,202.0,89.13,5.0,692.75,599.0,1206.5,1206.5,179.0,179.0,76.3,4.0,360.6666666666667,510.0,510.0,510.0,286.0,286.0,71.39,3.0,-700.0,-700.0,,,-700.0,-700.0,59.74,1.0
