subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,gap_length_mean_speaker_1,gap_length_median_speaker_1,gap_length_mean_partner_1,gap_length_median_partner_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,gap_length_mean_speaker_2,gap_length_median_speaker_2,gap_length_mean_partner_2,gap_length_median_partner_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,gap_length_mean_speaker_3,gap_length_median_speaker_3,gap_length_mean_partner_3,gap_length_median_partner_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,gap_length_mean_speaker_4,gap_length_median_speaker_4,gap_length_mean_partner_4,gap_length_median_partner_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,gap_length_mean_speaker_5,gap_length_median_speaker_5,gap_length_mean_partner_5,gap_length_median_partner_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,gap_length_mean_speaker_6,gap_length_median_speaker_6,gap_length_mean_partner_6,gap_length_median_partner_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,gap_length_mean_speaker_10,gap_length_median_speaker_10,gap_length_mean_partner_10,gap_length_median_partner_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,gap_length_mean_speaker_12,gap_length_median_speaker_12,gap_length_mean_partner_12,gap_length_median_partner_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,gap_length_mean_speaker_15,gap_length_median_speaker_15,gap_length_mean_partner_15,gap_length_median_partner_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,gap_length_mean_speaker_20,gap_length_median_speaker_20,gap_length_mean_partner_20,gap_length_median_partner_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,gap_length_mean_speaker_24,gap_length_median_speaker_24,gap_length_mean_partner_24,gap_length_median_partner_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,gap_length_mean_speaker_30,gap_length_median_speaker_30,gap_length_mean_partner_30,gap_length_median_partner_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,gap_length_mean_speaker_40,gap_length_median_speaker_40,gap_length_mean_partner_40,gap_length_median_partner_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,gap_length_mean_speaker_60,gap_length_median_speaker_60,gap_length_mean_partner_60,gap_length_median_partner_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,gap_length_mean_speaker_120,gap_length_median_speaker_120,gap_length_mean_partner_120,gap_length_median_partner_120,connection_120,num_turns_120
107.0,234.0,107_234,0.0,435.11764705882354,205.0,587.1617647058823,299.5,283.0735294117647,125.5,91.6545,136.0,524.6307692307693,216.0,668.4242424242424,262.0,376.34375,162.0,89.56833333333333,65.0,621.3958333333334,329.0,837.12,387.0,386.9130434782609,267.0,85.8955,48.0,457.6585365853659,216.0,578.7142857142857,262.0,330.55,157.5,82.71866666666666,41.0,448.40625,190.0,486.875,201.0,409.9375,157.5,79.63666666666667,32.0,369.6296296296296,126.0,345.5,175.5,395.61538461538464,105.0,77.834,27.0,638.1875,123.5,422.625,95.0,853.75,351.5,76.885,16.0,672.6666666666666,126.0,422.625,95.0,958.4285714285714,582.0,76.328,15.0,698.5384615384615,126.0,473.85714285714283,126.0,960.6666666666666,343.5,74.7975,13.0,911.7777777777778,165.0,625.8,165.0,1269.25,474.0,73.58333333333333,9.0,1005.125,474.0,741.0,707.5,1269.25,474.0,73.704,8.0,1332.0,1146.5,985.0,1385.0,1679.0,908.0,73.38,6.0,1416.8,1385.0,985.0,1385.0,2064.5,2064.5,72.6,5.0,2829.0,2829.0,1540.0,1540.0,4118.0,4118.0,70.89,2.0,1540.0,1540.0,1540.0,1540.0,,,71.14,1.0
234.0,107.0,107_234,0.0,435.11764705882354,205.0,283.0735294117647,125.5,587.1617647058823,299.5,81.509,136.0,524.6307692307693,216.0,376.34375,162.0,668.4242424242424,262.0,66.32766666666667,65.0,621.3958333333334,329.0,386.9130434782609,267.0,837.12,387.0,54.581,48.0,457.6585365853659,216.0,330.55,157.5,578.7142857142857,262.0,52.415333333333336,41.0,448.40625,190.0,409.9375,157.5,486.875,201.0,57.513333333333335,32.0,369.6296296296296,126.0,395.61538461538464,105.0,345.5,175.5,59.565,27.0,638.1875,123.5,853.75,351.5,422.625,95.0,58.291666666666664,16.0,672.6666666666666,126.0,958.4285714285714,582.0,422.625,95.0,57.75,15.0,698.5384615384615,126.0,960.6666666666666,343.5,473.85714285714283,126.0,54.715,13.0,911.7777777777778,165.0,1269.25,474.0,625.8,165.0,48.95333333333333,9.0,1005.125,474.0,1269.25,474.0,741.0,707.5,44.344,8.0,1332.0,1146.5,1679.0,908.0,985.0,1385.0,37.51,6.0,1416.8,1385.0,2064.5,2064.5,985.0,1385.0,37.89333333333333,5.0,2829.0,2829.0,4118.0,4118.0,1540.0,1540.0,39.84,2.0,1540.0,1540.0,,,1540.0,1540.0,45.64,1.0
107.0,234.0,107_234,1.0,,,,,,,,,353.16901408450707,185.0,510.54285714285714,309.0,200.16666666666666,112.0,93.74066666666667,71.0,353.6666666666667,338.0,294.6111111111111,246.0,412.72222222222223,401.0,95.7635,36.0,639.0416666666666,294.0,825.4166666666666,300.0,452.6666666666667,267.5,96.418,24.0,713.9629629629629,417.0,1000.7142857142857,710.0,405.15384615384613,267.0,96.03333333333333,27.0,945.0952380952381,589.0,1462.8181818181818,885.0,375.6,348.5,93.957,21.0,258.625,239.0,551.125,311.0,-33.875,92.0,82.38833333333334,16.0,-9.166666666666666,153.5,242.66666666666666,239.0,-261.0,-32.5,79.34,12.0,3.2222222222222223,121.0,249.25,273.0,-193.6,-55.0,78.605,9.0,286.42857142857144,121.0,84.0,64.0,438.25,351.5,80.18666666666667,7.0,292.7142857142857,126.0,104.25,95.0,544.0,582.0,78.952,7.0,155.57142857142858,105.0,90.5,94.0,242.33333333333334,105.0,76.215,7.0,280.5,102.5,87.0,87.0,474.0,474.0,74.56666666666666,4.0,583.5,469.0,707.5,707.5,459.5,459.5,75.87,4.0,4118.0,4118.0,,,4118.0,4118.0,70.64,1.0
234.0,107.0,107_234,1.0,,,,,,,,,353.16901408450707,185.0,200.16666666666666,112.0,510.54285714285714,309.0,96.69033333333333,71.0,353.6666666666667,338.0,412.72222222222223,401.0,294.6111111111111,246.0,94.9105,36.0,639.0416666666666,294.0,452.6666666666667,267.5,825.4166666666666,300.0,80.24,24.0,713.9629629629629,417.0,405.15384615384613,267.0,1000.7142857142857,710.0,58.30583333333333,27.0,945.0952380952381,589.0,375.6,348.5,1462.8181818181818,885.0,49.597,21.0,258.625,239.0,-33.875,92.0,551.125,311.0,56.735,16.0,-9.166666666666666,153.5,-261.0,-32.5,242.66666666666666,239.0,61.38,12.0,3.2222222222222223,121.0,-193.6,-55.0,249.25,273.0,63.2225,9.0,286.42857142857144,121.0,438.25,351.5,84.0,64.0,67.63,7.0,292.7142857142857,126.0,544.0,582.0,104.25,95.0,71.156,7.0,155.57142857142858,105.0,242.33333333333334,105.0,90.5,94.0,71.92,7.0,280.5,102.5,474.0,474.0,87.0,87.0,60.013333333333335,4.0,583.5,469.0,459.5,459.5,707.5,707.5,35.18,4.0,4118.0,4118.0,4118.0,4118.0,,,34.04,1.0
107.0,234.0,107_234,2.0,,,,,,,,,,,,,,,,,319.5576923076923,147.0,547.84,267.0,108.18518518518519,87.0,93.3045,52.0,377.3333333333333,338.0,475.5,399.5,279.1666666666667,137.0,92.954,36.0,175.375,156.5,76.0,67.0,274.75,401.0,97.02916666666667,16.0,251.41176470588235,0.0,141.25,37.5,349.3333333333333,-135.0,96.914,17.0,808.25,563.0,1301.4285714285713,773.0,117.8,267.0,95.15333333333334,12.0,627.4285714285714,438.5,1045.142857142857,753.0,209.71428571428572,267.0,92.488,14.0,523.9,281.5,695.2,262.0,352.6,301.0,85.5075,10.0,-119.85714285714286,186.0,298.75,311.0,-678.0,-746.0,77.48,7.0,-257.0,121.0,286.5,286.5,-619.3333333333334,-746.0,77.996,5.0,376.6666666666667,121.0,64.0,64.0,533.0,533.0,81.06,3.0,314.0,115.5,84.0,64.0,544.0,582.0,79.62666666666667,6.0,71.33333333333333,40.0,87.0,87.0,40.0,40.0,73.99,3.0,475.3333333333333,30.0,707.5,707.5,11.0,11.0,76.02,3.0
234.0,107.0,107_234,2.0,,,,,,,,,,,,,,,,,319.5576923076923,147.0,108.18518518518519,87.0,547.84,267.0,95.0355,52.0,377.3333333333333,338.0,279.1666666666667,137.0,475.5,399.5,100.0,36.0,175.375,156.5,274.75,401.0,76.0,67.0,100.0,16.0,251.41176470588235,0.0,349.3333333333333,-135.0,141.25,37.5,89.821,17.0,808.25,563.0,117.8,267.0,1301.4285714285713,773.0,47.465,12.0,627.4285714285714,438.5,209.71428571428572,267.0,1045.142857142857,753.0,38.116,14.0,523.9,281.5,352.6,301.0,695.2,262.0,54.6025,10.0,-119.85714285714286,186.0,-678.0,-746.0,298.75,311.0,62.08,7.0,-257.0,121.0,-619.3333333333334,-746.0,286.5,286.5,61.0,5.0,376.6666666666667,121.0,533.0,533.0,64.0,64.0,65.445,3.0,314.0,115.5,544.0,582.0,84.0,64.0,72.0,6.0,71.33333333333333,40.0,40.0,40.0,87.0,87.0,71.84,3.0,475.3333333333333,30.0,11.0,11.0,707.5,707.5,34.0,3.0
107.0,234.0,107_234,3.0,,,,,,,,,,,,,,,,,,,,,,,,,328.3142857142857,158.0,547.6470588235294,267.0,121.16666666666667,112.0,94.52733333333333,35.0,525.0967741935484,185.0,744.2666666666667,479.0,319.625,58.5,90.99333333333334,31.0,445.1578947368421,432.0,417.3,399.5,476.1111111111111,525.0,94.613,19.0,638.5333333333333,405.0,700.0,417.0,584.75,135.0,96.91333333333333,15.0,1580.4285714285713,1346.0,2193.75,2014.0,762.6666666666666,537.0,95.426,7.0,490.55555555555554,396.0,872.6,753.0,13.0,133.5,95.87,9.0,553.0,301.0,803.5,348.5,352.6,301.0,87.29666666666667,9.0,167.85714285714286,216.0,220.75,239.0,97.33333333333333,-10.0,80.684,7.0,-183.5,65.5,311.0,360.0,-678.0,-746.0,76.15,6.0,121.0,121.0,,,121.0,121.0,80.74666666666667,1.0,218.75,115.5,94.0,94.0,343.5,343.5,78.44,4.0,908.0,908.0,,,908.0,908.0,75.72,1.0
234.0,107.0,107_234,3.0,,,,,,,,,,,,,,,,,,,,,,,,,328.3142857142857,158.0,121.16666666666667,112.0,547.6470588235294,267.0,93.38066666666667,35.0,525.0967741935484,185.0,319.625,58.5,744.2666666666667,479.0,100.0,31.0,445.1578947368421,432.0,476.1111111111111,525.0,417.3,399.5,100.0,19.0,638.5333333333333,405.0,584.75,135.0,700.0,417.0,69.14666666666666,15.0,1580.4285714285713,1346.0,762.6666666666666,537.0,2193.75,2014.0,61.078,7.0,490.55555555555554,396.0,13.0,133.5,872.6,753.0,42.2675,9.0,553.0,301.0,352.6,301.0,803.5,348.5,51.39,9.0,167.85714285714286,216.0,97.33333333333333,-10.0,220.75,239.0,61.76,7.0,-183.5,65.5,-678.0,-746.0,311.0,360.0,61.0,6.0,121.0,121.0,121.0,121.0,,,63.26,1.0,218.75,115.5,343.5,343.5,94.0,94.0,72.0,4.0,908.0,908.0,908.0,908.0,,,36.36,1.0
107.0,234.0,107_234,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.53333333333333,171.5,423.6666666666667,267.0,7.4,118.0,94.58,30.0,383.4,142.0,588.1764705882352,267.0,190.0,57.5,92.52,35.0,79.16666666666667,102.5,86.0,75.0,72.33333333333333,130.0,96.50166666666667,6.0,338.9230769230769,-26.0,145.33333333333334,-13.0,504.85714285714283,-135.0,97.352,13.0,1580.4285714285713,1346.0,2193.75,2014.0,762.6666666666666,537.0,94.6975,7.0,490.55555555555554,396.0,872.6,753.0,13.0,133.5,95.04666666666667,9.0,857.0,627.0,1242.0,773.0,472.0,301.0,89.476,6.0,174.0,216.0,174.33333333333334,216.0,173.5,173.5,82.365,5.0,-351.5,-280.0,286.5,286.5,-989.5,-989.5,76.88,4.0,504.5,504.5,64.0,64.0,945.0,945.0,82.45,2.0,24.5,24.5,9.0,9.0,40.0,40.0,75.0,2.0
234.0,107.0,107_234,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.53333333333333,171.5,7.4,118.0,423.6666666666667,267.0,91.72583333333333,30.0,383.4,142.0,190.0,57.5,588.1764705882352,267.0,100.0,35.0,79.16666666666667,102.5,72.33333333333333,130.0,86.0,75.0,100.0,6.0,338.9230769230769,-26.0,504.85714285714283,-135.0,145.33333333333334,-13.0,79.642,13.0,1580.4285714285713,1346.0,762.6666666666666,537.0,2193.75,2014.0,58.0975,7.0,490.55555555555554,396.0,13.0,133.5,872.6,753.0,32.02333333333333,9.0,857.0,627.0,472.0,301.0,1242.0,773.0,43.972,6.0,174.0,216.0,173.5,173.5,174.33333333333334,216.0,61.95,5.0,-351.5,-280.0,-989.5,-989.5,286.5,286.5,61.0,4.0,504.5,504.5,945.0,945.0,64.0,64.0,69.89,2.0,24.5,24.5,40.0,40.0,9.0,9.0,71.68,2.0
