subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,connection_120,num_turns_120
203,101,203_101,0.0,490.98125,336.5,76.374,160.0,479.0731707317073,310.5,78.391,82.0,550.88,328.0,79.147,50.0,634.0,510.0,78.406,37.0,625.4444444444445,467.5,76.65916666666666,36.0,652.5,529.0,74.937,34.0,644.8947368421053,510.0,71.58166666666666,19.0,792.0714285714286,665.0,71.918,14.0,700.6363636363636,640.0,74.4075,11.0,771.8571428571429,580.0,75.38666666666667,7.0,573.0,502.5,75.544,6.0,602.6,580.0,74.415,5.0,1123.0,1123.0,72.93333333333334,2.0,1123.0,1123.0,70.9,2.0,580.0,580.0,64.8,1.0
101,203,203_101,0.0,490.98125,336.5,75.18783333333333,160.0,479.0731707317073,310.5,79.592,82.0,550.88,328.0,76.764,50.0,634.0,510.0,74.27933333333333,37.0,625.4444444444445,467.5,72.48833333333333,36.0,652.5,529.0,68.186,34.0,644.8947368421053,510.0,66.015,19.0,792.0714285714286,665.0,65.486,14.0,700.6363636363636,640.0,67.395,11.0,771.8571428571429,580.0,62.57333333333333,7.0,573.0,502.5,59.092,6.0,602.6,580.0,58.78,5.0,1123.0,1123.0,60.04,2.0,1123.0,1123.0,60.19,2.0,580.0,580.0,52.38,1.0
203,101,203_101,1.0,,,,,503.5,380.0,74.357,78.0,395.25757575757575,329.5,74.633,66.0,351.68888888888887,233.0,78.376,45.0,339.46153846153845,236.5,81.74166666666666,26.0,334.9375,227.5,83.357,16.0,603.7058823529412,405.0,81.73666666666666,17.0,554.8,352.5,77.956,20.0,563.6470588235294,364.0,72.945,17.0,570.8333333333334,437.0,67.77666666666667,12.0,956.375,878.5,68.292,8.0,782.3333333333334,690.0,74.4,6.0,631.4,425.0,77.84,5.0,255.66666666666666,260.0,77.93,3.0,1666.0,1666.0,77.0,1.0
101,203,203_101,1.0,,,,,503.5,380.0,70.78366666666666,78.0,395.25757575757575,329.5,79.1475,66.0,351.68888888888887,233.0,84.90466666666667,45.0,339.46153846153845,236.5,83.17416666666666,26.0,334.9375,227.5,85.342,16.0,603.7058823529412,405.0,78.96166666666667,17.0,554.8,352.5,70.886,20.0,563.6470588235294,364.0,68.1375,17.0,570.8333333333334,437.0,69.45666666666666,12.0,956.375,878.5,71.88,8.0,782.3333333333334,690.0,76.01,6.0,631.4,425.0,65.10666666666667,5.0,255.66666666666666,260.0,57.37,3.0,1666.0,1666.0,68.0,1.0
203,101,203_101,2.0,,,,,,,,,566.5,410.5,75.342,44.0,430.82608695652175,329.5,72.76066666666667,46.0,458.13513513513516,368.0,73.44666666666667,37.0,366.875,292.0,76.879,32.0,343.7,230.5,83.25,10.0,424.3333333333333,315.0,85.344,3.0,653.375,431.5,82.625,8.0,695.3636363636364,627.0,79.64,11.0,488.3,352.5,75.916,10.0,568.25,352.5,65.93,8.0,771.0,740.0,69.6,5.0,1195.0,1195.0,77.33,2.0,,,77.0,0.0
101,203,203_101,2.0,,,,,,,,,566.5,410.5,69.652,44.0,430.82608695652175,329.5,73.43133333333333,46.0,458.13513513513516,368.0,79.1375,37.0,366.875,292.0,85.248,32.0,343.7,230.5,82.96166666666667,10.0,424.3333333333333,315.0,86.466,3.0,653.375,431.5,81.9325,8.0,695.3636363636364,627.0,70.62,11.0,488.3,352.5,72.28,10.0,568.25,352.5,63.255,8.0,771.0,740.0,73.78,5.0,1195.0,1195.0,70.16,2.0,,,59.74,0.0
203,101,203_101,3.0,,,,,,,,,,,,,607.96875,450.0,75.95333333333333,32.0,375.3225806451613,308.0,73.9725,31.0,421.97058823529414,350.0,72.387,34.0,336.8125,265.5,80.23333333333333,16.0,314.3076923076923,225.0,81.37,13.0,345.6666666666667,230.5,85.51,6.0,435.6666666666667,287.5,83.83333333333333,6.0,621.3,411.0,79.996,10.0,559.5555555555555,405.0,79.96,9.0,427.85714285714283,341.0,65.95333333333333,7.0,576.0,690.0,71.47,4.0,255.66666666666666,260.0,78.86,3.0
101,203,203_101,3.0,,,,,,,,,,,,,607.96875,450.0,68.136,32.0,375.3225806451613,308.0,67.90833333333333,31.0,421.97058823529414,350.0,73.047,34.0,336.8125,265.5,83.38666666666667,16.0,314.3076923076923,225.0,84.218,13.0,345.6666666666667,230.5,82.0775,6.0,435.6666666666667,287.5,87.30333333333333,6.0,621.3,411.0,69.492,10.0,559.5555555555555,405.0,73.02,9.0,427.85714285714283,341.0,65.13333333333334,7.0,576.0,690.0,81.86,4.0,255.66666666666666,260.0,55.0,3.0
203,101,203_101,4.0,,,,,,,,,,,,,,,,,620.9666666666667,450.0,76.05,30.0,496.75,368.5,74.624,16.0,397.1,269.5,75.15333333333334,20.0,309.2142857142857,324.5,78.784,14.0,369.25,193.5,80.2475,8.0,942.0,942.0,85.39333333333333,1.0,165.5,165.5,85.016,2.0,816.0,786.0,79.98,6.0,743.8,653.0,79.92666666666666,5.0,1127.3333333333333,1321.0,61.96,3.0,425.0,425.0,80.06,1.0
101,203,203_101,4.0,,,,,,,,,,,,,,,,,620.9666666666667,450.0,73.23083333333334,30.0,496.75,368.5,60.227,16.0,397.1,269.5,86.635,20.0,309.2142857142857,324.5,86.456,14.0,369.25,193.5,84.2775,8.0,942.0,942.0,81.44333333333333,1.0,165.5,165.5,91.896,2.0,816.0,786.0,69.865,6.0,743.8,653.0,74.69333333333333,5.0,1127.3333333333333,1321.0,57.85,3.0,425.0,425.0,60.34,1.0
