subID,partnerID,dyad,bin_num,gap_length_mean_1,gap_length_median_1,gap_length_mean_speaker_1,gap_length_median_speaker_1,gap_length_mean_partner_1,gap_length_median_partner_1,connection_1,num_turns_1,gap_length_mean_2,gap_length_median_2,gap_length_mean_speaker_2,gap_length_median_speaker_2,gap_length_mean_partner_2,gap_length_median_partner_2,connection_2,num_turns_2,gap_length_mean_3,gap_length_median_3,gap_length_mean_speaker_3,gap_length_median_speaker_3,gap_length_mean_partner_3,gap_length_median_partner_3,connection_3,num_turns_3,gap_length_mean_4,gap_length_median_4,gap_length_mean_speaker_4,gap_length_median_speaker_4,gap_length_mean_partner_4,gap_length_median_partner_4,connection_4,num_turns_4,gap_length_mean_5,gap_length_median_5,gap_length_mean_speaker_5,gap_length_median_speaker_5,gap_length_mean_partner_5,gap_length_median_partner_5,connection_5,num_turns_5,gap_length_mean_6,gap_length_median_6,gap_length_mean_speaker_6,gap_length_median_speaker_6,gap_length_mean_partner_6,gap_length_median_partner_6,connection_6,num_turns_6,gap_length_mean_10,gap_length_median_10,gap_length_mean_speaker_10,gap_length_median_speaker_10,gap_length_mean_partner_10,gap_length_median_partner_10,connection_10,num_turns_10,gap_length_mean_12,gap_length_median_12,gap_length_mean_speaker_12,gap_length_median_speaker_12,gap_length_mean_partner_12,gap_length_median_partner_12,connection_12,num_turns_12,gap_length_mean_15,gap_length_median_15,gap_length_mean_speaker_15,gap_length_median_speaker_15,gap_length_mean_partner_15,gap_length_median_partner_15,connection_15,num_turns_15,gap_length_mean_20,gap_length_median_20,gap_length_mean_speaker_20,gap_length_median_speaker_20,gap_length_mean_partner_20,gap_length_median_partner_20,connection_20,num_turns_20,gap_length_mean_24,gap_length_median_24,gap_length_mean_speaker_24,gap_length_median_speaker_24,gap_length_mean_partner_24,gap_length_median_partner_24,connection_24,num_turns_24,gap_length_mean_30,gap_length_median_30,gap_length_mean_speaker_30,gap_length_median_speaker_30,gap_length_mean_partner_30,gap_length_median_partner_30,connection_30,num_turns_30,gap_length_mean_40,gap_length_median_40,gap_length_mean_speaker_40,gap_length_median_speaker_40,gap_length_mean_partner_40,gap_length_median_partner_40,connection_40,num_turns_40,gap_length_mean_60,gap_length_median_60,gap_length_mean_speaker_60,gap_length_median_speaker_60,gap_length_mean_partner_60,gap_length_median_partner_60,connection_60,num_turns_60,gap_length_mean_120,gap_length_median_120,gap_length_mean_speaker_120,gap_length_median_speaker_120,gap_length_mean_partner_120,gap_length_median_partner_120,connection_120,num_turns_120
247.0,66.0,66_247,0.0,603.1304347826087,392.0,536.6304347826087,367.0,669.6304347826087,449.5,83.79716666666667,184.0,472.9166666666667,258.0,379.27777777777777,220.0,566.5555555555555,389.0,75.31433333333334,72.0,389.2173913043478,227.5,283.0869565217391,128.0,495.3478260869565,411.0,72.197,46.0,416.925,227.5,328.5,137.5,505.35,348.0,76.70466666666667,40.0,452.875,227.5,349.9375,137.5,555.8125,518.0,80.88083333333333,32.0,619.72,525.0,450.9230769230769,147.0,802.5833333333334,751.0,84.414,25.0,574.1428571428571,425.0,473.8181818181818,147.0,684.5,751.0,81.24166666666666,21.0,549.9473684210526,425.0,506.5,181.5,598.2222222222222,623.0,79.89,19.0,821.1428571428571,707.5,856.0,583.0,786.2857142857143,879.0,77.73,14.0,1028.875,879.0,1261.5,855.5,796.25,957.5,75.98,8.0,1025.857142857143,879.0,1261.5,855.5,711.6666666666666,879.0,74.644,7.0,1094.0,879.0,1404.6666666666667,879.0,628.0,628.0,73.05,5.0,1147.75,628.0,1667.5,1667.5,628.0,628.0,73.0,4.0,1147.75,628.0,1667.5,1667.5,628.0,628.0,73.0,4.0,115.0,115.0,10.0,10.0,220.0,220.0,73.0,2.0
66.0,247.0,66_247,0.0,603.1304347826087,392.0,669.6304347826087,449.5,536.6304347826087,367.0,69.14816666666667,184.0,472.9166666666667,258.0,566.5555555555555,389.0,379.27777777777777,220.0,58.283,72.0,389.2173913043478,227.5,495.3478260869565,411.0,283.0869565217391,128.0,57.589,46.0,416.925,227.5,505.35,348.0,328.5,137.5,54.785333333333334,40.0,452.875,227.5,555.8125,518.0,349.9375,137.5,51.98166666666667,32.0,619.72,525.0,802.5833333333334,751.0,450.9230769230769,147.0,49.554,25.0,574.1428571428571,425.0,684.5,751.0,473.8181818181818,147.0,40.748333333333335,21.0,549.9473684210526,425.0,598.2222222222222,623.0,506.5,181.5,37.744,19.0,821.1428571428571,707.5,786.2857142857143,879.0,856.0,583.0,35.68,14.0,1028.875,879.0,796.25,957.5,1261.5,855.5,31.976666666666667,8.0,1025.857142857143,879.0,711.6666666666666,879.0,1261.5,855.5,28.972,7.0,1094.0,879.0,628.0,628.0,1404.6666666666667,879.0,24.465,5.0,1147.75,628.0,628.0,628.0,1667.5,1667.5,16.953333333333333,4.0,1147.75,628.0,628.0,628.0,1667.5,1667.5,3.7,4.0,115.0,115.0,220.0,220.0,10.0,10.0,0.0,2.0
247.0,66.0,66_247,1.0,,,,,,,,,686.8392857142857,474.0,637.7857142857143,436.0,735.8928571428571,496.0,92.28,112.0,532.0307692307692,366.0,479.2121212121212,399.0,586.5,285.5,86.5865,65.0,542.90625,383.0,442.75,322.0,643.0625,389.0,73.924,32.0,390.10526315789474,271.0,240.9,225.0,555.8888888888889,411.0,64.13916666666667,19.0,114.80952380952381,111.0,64.9,101.5,160.1818181818182,111.0,59.98,21.0,221.36363636363637,116.0,77.4,125.0,341.3333333333333,96.0,80.52,11.0,840.6666666666666,568.0,265.6666666666667,147.0,1415.6666666666667,1461.0,88.938,6.0,363.3636363636364,147.0,-21.666666666666668,125.5,825.4,623.0,89.47,11.0,294.3076923076923,147.0,23.714285714285715,128.0,610.0,524.0,86.50333333333333,13.0,272.3333333333333,181.5,3.1666666666666665,127.0,541.5,524.0,85.136,12.0,669.5555555555555,583.0,444.5,409.0,849.6,879.0,82.41,9.0,910.0,879.0,855.5,855.5,964.5,964.5,78.96,4.0,879.0,879.0,879.0,879.0,,,73.1,1.0,2180.5,2180.5,3325.0,3325.0,1036.0,1036.0,73.0,2.0
66.0,247.0,66_247,1.0,,,,,,,,,686.8392857142857,474.0,735.8928571428571,496.0,637.7857142857143,436.0,80.01333333333334,112.0,532.0307692307692,366.0,586.5,285.5,479.2121212121212,399.0,65.37,65.0,542.90625,383.0,643.0625,389.0,442.75,322.0,61.78066666666667,32.0,390.10526315789474,271.0,555.8888888888889,411.0,240.9,225.0,62.410833333333336,19.0,114.80952380952381,111.0,160.1818181818182,111.0,64.9,101.5,65.624,21.0,221.36363636363637,116.0,341.3333333333333,96.0,77.4,125.0,63.215,11.0,840.6666666666666,568.0,1415.6666666666667,1461.0,265.6666666666667,147.0,61.364,6.0,363.3636363636364,147.0,825.4,623.0,-21.666666666666668,125.5,56.9125,11.0,294.3076923076923,147.0,610.0,524.0,23.714285714285715,128.0,49.52,13.0,272.3333333333333,181.5,541.5,524.0,3.1666666666666665,127.0,46.516,12.0,669.5555555555555,583.0,849.6,879.0,444.5,409.0,46.895,9.0,910.0,879.0,964.5,964.5,855.5,855.5,47.0,4.0,879.0,879.0,,,879.0,879.0,45.23,1.0,2180.5,2180.5,1036.0,1036.0,3325.0,3325.0,7.4,2.0
247.0,66.0,66_247,2.0,,,,,,,,,,,,,,,,,801.2328767123288,578.0,751.25,559.5,849.8648648648649,579.0,92.608,73.0,433.39344262295083,295.0,390.741935483871,313.0,477.46666666666664,274.0,91.742,61.0,612.78,383.0,594.36,538.0,631.2,295.0,88.8925,50.0,621.0,417.0,549.4615384615385,435.0,692.5384615384615,367.0,81.549,26.0,176.75,116.5,111.16666666666667,101.5,242.33333333333334,191.0,59.37166666666667,12.0,78.93333333333334,111.0,101.14285714285714,122.0,59.5,93.5,61.286,15.0,-143.0,-45.0,-87.66666666666667,-45.0,-184.5,-86.5,75.4425,7.0,859.0,568.0,325.0,325.0,1393.0,1393.0,91.64666666666666,4.0,840.6666666666666,568.0,265.6666666666667,147.0,1415.6666666666667,1461.0,89.084,6.0,80.14285714285714,126.0,-195.0,-82.0,447.0,623.0,88.265,7.0,425.0,235.0,164.0,181.5,773.0,425.0,84.98666666666666,7.0,920.3333333333334,879.0,832.0,832.0,964.5,964.5,81.84,3.0,,,,,,,73.0,0.0
66.0,247.0,66_247,2.0,,,,,,,,,,,,,,,,,801.2328767123288,578.0,849.8648648648649,579.0,751.25,559.5,84.4855,73.0,433.39344262295083,295.0,477.46666666666664,274.0,390.741935483871,313.0,75.326,61.0,612.78,383.0,631.2,295.0,594.36,538.0,65.53916666666667,50.0,621.0,417.0,692.5384615384615,367.0,549.4615384615385,435.0,59.671,26.0,176.75,116.5,242.33333333333334,191.0,111.16666666666667,101.5,66.0,12.0,78.93333333333334,111.0,59.5,93.5,101.14285714285714,122.0,65.248,15.0,-143.0,-45.0,-184.5,-86.5,-87.66666666666667,-45.0,63.3525,7.0,859.0,568.0,1393.0,1393.0,325.0,325.0,63.016666666666666,4.0,840.6666666666666,568.0,1415.6666666666667,1461.0,265.6666666666667,147.0,59.66,6.0,80.14285714285714,126.0,447.0,623.0,-195.0,-82.0,50.885,7.0,425.0,235.0,773.0,425.0,164.0,181.5,46.526666666666664,7.0,920.3333333333334,879.0,964.5,964.5,832.0,832.0,47.0,3.0,,,,,,,43.46,0.0
247.0,66.0,66_247,3.0,,,,,,,,,,,,,,,,,,,,,,,,,989.9803921568628,625.0,944.12,601.0,1034.076923076923,664.0,92.818,51.0,412.02127659574467,298.0,272.8695652173913,298.0,545.375,354.0,89.3125,47.0,472.71794871794873,295.0,433.55,340.0,513.9473684210526,276.0,91.624,39.0,755.8571428571429,857.0,435.5,340.0,1183.0,1102.0,68.90666666666667,7.0,204.5,163.0,-19.666666666666668,81.0,428.6666666666667,411.0,58.674,6.0,176.75,116.5,111.16666666666667,101.5,242.33333333333334,191.0,60.0,12.0,-143.0,-45.0,-87.66666666666667,-45.0,-184.5,-86.5,69.39333333333333,7.0,,,,,,,88.792,0.0,859.0,568.0,325.0,325.0,1393.0,1393.0,90.675,4.0,141.83333333333334,136.5,-163.33333333333334,126.0,447.0,623.0,88.02,6.0,544.1666666666666,330.0,315.3333333333333,235.0,773.0,425.0,82.98,6.0,879.0,879.0,879.0,879.0,,,73.2,1.0
66.0,247.0,66_247,3.0,,,,,,,,,,,,,,,,,,,,,,,,,989.9803921568628,625.0,1034.076923076923,664.0,944.12,601.0,84.70066666666666,51.0,412.02127659574467,298.0,545.375,354.0,272.8695652173913,298.0,84.57083333333334,47.0,472.71794871794873,295.0,513.9473684210526,276.0,433.55,340.0,71.069,39.0,755.8571428571429,857.0,1183.0,1102.0,435.5,340.0,58.821666666666665,7.0,204.5,163.0,428.6666666666667,411.0,-19.666666666666668,81.0,66.0,6.0,176.75,116.5,242.33333333333334,191.0,111.16666666666667,101.5,66.0,12.0,-143.0,-45.0,-184.5,-86.5,-87.66666666666667,-45.0,63.413333333333334,7.0,,,,,,,63.068,0.0,859.0,568.0,1393.0,1393.0,325.0,325.0,62.94,4.0,141.83333333333334,136.5,447.0,623.0,-163.33333333333334,126.0,52.513333333333335,6.0,544.1666666666666,330.0,773.0,425.0,315.3333333333333,235.0,46.79,6.0,879.0,879.0,,,879.0,879.0,47.0,1.0
247.0,66.0,66_247,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.2222222222222,690.0,1123.7222222222222,716.5,1046.7222222222222,664.0,95.76083333333334,36.0,541.0952380952381,410.5,446.8095238095238,374.0,635.3809523809524,485.0,89.353,42.0,578.3809523809524,367.0,564.6,468.5,590.9090909090909,152.0,86.53166666666667,21.0,833.5714285714286,857.0,848.5,646.0,813.6666666666666,1102.0,75.26,7.0,645.5,645.5,245.0,245.0,1046.0,1046.0,58.3425,2.0,273.125,196.5,242.75,244.5,303.5,191.0,60.0,8.0,-109.875,15.5,-35.25,38.5,-184.5,-86.5,62.572,8.0,,,,,,,87.67,0.0,859.0,568.0,325.0,325.0,1393.0,1393.0,89.80666666666667,4.0,-209.4,-290.0,-309.0,-290.0,-60.0,-60.0,88.53,5.0,855.5,855.5,832.0,832.0,879.0,879.0,81.02,2.0
66.0,247.0,66_247,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.2222222222222,690.0,1046.7222222222222,664.0,1123.7222222222222,716.5,81.23833333333333,36.0,541.0952380952381,410.5,635.3809523809524,485.0,446.8095238095238,374.0,88.944,42.0,578.3809523809524,367.0,590.9090909090909,152.0,564.6,468.5,62.63,21.0,833.5714285714286,857.0,813.6666666666666,1102.0,848.5,646.0,56.34,7.0,645.5,645.5,1046.0,1046.0,245.0,245.0,66.0,2.0,273.125,196.5,303.5,191.0,242.75,244.5,66.0,8.0,-109.875,15.5,-184.5,-86.5,-35.25,38.5,64.496,8.0,,,,,,,62.585,0.0,859.0,568.0,1393.0,1393.0,325.0,325.0,62.25333333333333,4.0,-209.4,-290.0,-60.0,-60.0,-309.0,-290.0,46.0,5.0,855.5,855.5,879.0,879.0,832.0,832.0,47.0,2.0
