condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments,enjoy_centered,connected_centered
long,E,275,62,72,32.903,38.991,40.567,2,,-12.333333333333329,-4.0
long,E,280,18,8,1.754,34.093,34.894,4,,-31.833333333333336,-29.166666666666664
long,E,283,88,75,29.978,33.725,34.926,7,,25.833333333333336,23.0
long,E,287,77,100,4.54,7.291,278.29,3,great audio,8.0,9.833333333333329
long,E,289,72,81,2.805,3.924,4.949,2,,-10.666666666666671,-6.833333333333329
long,E,290,35,14,147.172,155.964,157.352,5,,-21.666666666666664,-18.666666666666664
long,E,291,59,80,35.029,37.913000000000004,38.693000000000005,3,,-0.8333333333333357,34.166666666666664
long,E,292,39,72,44.881,50.685,52.256,2,,-13.166666666666664,5.666666666666671
long,E,300,40,36,33.869,37.008,38.508,2,,-8.0,-11.333333333333336
long,E,301,58,57,24.133000000000003,25.38,27.143,2,,-9.333333333333329,-9.166666666666671
long,E,303,25,32,9.677,29.055,29.826,6,,-34.333333333333336,-28.666666666666664
long,E,306,0,15,2.261,3.165,32.764,3,,-9.166666666666666,12.5
long,E,312,51,20,31.296999999999997,34.056,34.926,3,,3.0,-12.666666666666664
long,E,315,20,7,28.454,36.446,37.972,7,none,-33.666666666666664,-29.333333333333336
long,E,322,83,92,8.461,10.249,33.236999999999995,2,,3.8333333333333286,4.0
long,E,323,57,46,17.073,30.239,31.886,6,,-19.0,-22.33333333333333
long,E,328,80,86,5.809,8.841000000000001,9.692,4,,2.1666666666666714,13.666666666666671
long,E,329,21,10,29.209,34.143,35.722,3,,-12.166666666666664,-14.666666666666668
long,E,330,77,63,21.029,23.999000000000002,29.455,2,,2.0,-4.666666666666671
long,E,332,62,89,30.459,32.347,42.261,2,,18.333333333333336,41.0
long,E,334,61,65,27.115,29.448,30.349,5,,3.5,10.666666666666664
long,E,342,25,23,25.098000000000003,27.578000000000003,29.906999999999996,2,,-19.666666666666664,-22.5
long,E,347,18,9,8.537,10.805,27.993000000000002,2,,-38.5,-40.166666666666664
long,E,351,64,75,91.185,91.902,93.648,2,,-3.5,3.0
long,E,355,71,62,2.673,4.073,30.581,2,,-6.0,-2.1666666666666714
long,E,356,85,71,13.795,76.298,76.921,6,great,9.5,-14.0
long,E,357,72,78,30.816999999999997,41.67,42.806000000000004,5,,-15.833333333333329,-1.5
long,E,358,100,75,114.574,118.01,121.804,4,,12.833333333333329,-12.0
long,E,359,71,68,10.43,22.374000000000002,23.176,2,,-2.5,4.333333333333336
long,E,362,54,55,50.218,52.458999999999996,53.281000000000006,4,,-11.666666666666671,-13.0
long,E,366,15,9,10.677999999999999,12.03,31.246,2,,-33.833333333333336,-23.666666666666664
long,E,370,76,73,15.47,22.748,28.465999999999998,6,,0.3333333333333286,1.3333333333333286
long,E,374,32,32,35.501999999999995,42.468999999999994,43.101000000000006,4,,-38.5,-40.16666666666667
long,E,376,60,56,19.814,24.035,29.927,2,,1.5,1.6666666666666643
long,E,381,58,40,7.792999999999999,40.931,41.903999999999996,7,,0.5,-12.666666666666664
long,E,384,60,68,28.425,30.329,31.296,2,,-2.0,9.833333333333336
long,E,386,100,100,33.715,40.065,41.698,2,,11.333333333333329,6.666666666666671
long,E,387,72,47,20.756999999999998,24.654,38.593,3,,-5.5,-13.833333333333336
long,E,391,59,79,8.716000000000001,14.262,18.682000000000002,2,,2.0,11.833333333333329
long,E,393,32,42,9.985,22.377,25.741,7,,-6.166666666666664,-5.666666666666664
long,E,396,44,34,36.599000000000004,48.156000000000006,48.836999999999996,4,,-16.5,-8.833333333333336
long,E,399,86,73,10.062999999999999,26.75,66.64,3,The audio is very interesting.,2.5,-12.666666666666671
long,E,402,41,26,28.241999999999997,30.01,31.273000000000003,2,,-2.0,-5.5
long,E,405,89,91,34.431999999999995,37.865,38.868,4,,17.16666666666667,18.5
long,E,408,56,60,28.250999999999998,30.295,31.6,2,,-14.333333333333329,-10.166666666666671
long,E,412,81,72,18.267,24.791,30.025,2,,0.3333333333333286,-8.0
long,E,413,86,75,9.335,11.58,56.04,3,,0.5,-9.0
long,E,418,51,56,24.462,32.939,36.695,6,,-6.666666666666664,-6.5
long,E,421,51,10,15.901,19.533,50.613,4,,-22.66666666666667,-43.166666666666664
long,E,424,34,29,11.418,16.715,27.965999999999998,2,,-15.833333333333336,-14.5
long,E,426,78,40,69.043,72.435,73.566,4,,-0.5,-25.0
long,E,430,29,39,225.257,227.07299999999998,227.96200000000002,3,,-28.5,-4.666666666666664
long,E,435,44,57,13.089,18.697,29.689,2,,-9.5,-4.333333333333336
long,E,436,57,59,9.533,26.169,45.792,10,,-5.0,-8.0
long,E,437,8,0,35.465,36.553000000000004,37.163000000000004,2,,-42.0,-44.0
long,E,441,40,38,12.305,14.669,23.024,3,,-2.6666666666666643,-3.3333333333333357
long,E,445,85,84,29.708000000000002,31.180999999999997,32.096,3,,5.166666666666671,5.0
long,E,447,56,52,20.491999999999997,26.348000000000003,28.13,2,,-10.333333333333329,-10.5
long,F,4,36,73,8.113,25.3,30.665,5,,-23.333333333333336,5.666666666666671
long,F,6,24,3,24.268,34.658,36.305,3,,-25.833333333333336,-20.166666666666668
long,F,7,64,34,5.968999999999999,7.704,38.174,2,,6.0,-18.833333333333336
long,F,12,16,28,7.872000000000001,35.427,39.681999999999995,6,"Could barely hear the audio, sounded monotone for the most part.",-22.5,-17.333333333333336
long,F,13,100,99,14.003,16.884,19.301,2,,0.1666666666666714,-0.6666666666666714
long,F,16,35,45,17.37,28.491,38.218,3,,-11.666666666666664,0.0
long,F,19,26,9,73.308,90.62,91.84200000000001,5,,-27.5,-21.666666666666668
long,F,21,83,86,4.018,7.361000000000001,37.893,3,,-2.8333333333333286,-4.0
long,F,24,73,66,25.969,34.344,36.796,4,,2.5,-5.833333333333329
long,F,30,72,95,19.122,20.807,22.305999999999997,2,,-5.5,2.1666666666666714
long,F,31,74,74,9.651,15.308,33.199,5,They talking about thier age,8.166666666666671,-0.6666666666666714
long,F,33,27,28,8.914,22.272,37.277,3,,-17.5,-13.0
long,F,38,70,64,36.891999999999996,39.299,41.077,2,,-3.0,-8.333333333333329
long,F,42,30,21,32.611,34.194,37.692,2,,-22.333333333333336,-19.333333333333336
long,F,44,9,10,10.821,21.465999999999998,38.65,3,akward,-44.833333333333336,-39.833333333333336
long,F,45,33,38,6.308,81.941,85.51,11,,-19.833333333333336,-10.0
long,F,47,12,14,9.097999999999999,37.03,38.283,3,,-11.666666666666668,-3.0
long,F,52,28,40,5.67,36.558,36.994,8,,-37.5,-26.0
long,F,54,58,56,19.017,40.565,43.229,4,no,-15.666666666666671,-23.83333333333333
long,F,59,25,51,6.072,41.666000000000004,42.397,9,,-12.0,5.0
long,F,66,45,30,18.855999999999998,25.904,47.348,5,,-29.16666666666667,-27.833333333333336
long,F,68,20,3,35.945,41.335,43.898999999999994,4,none,-26.0,-30.166666666666664
long,F,72,89,97,25.41,34.965,36.896,3,VERY WELL,-6.333333333333329,1.1666666666666714
long,F,73,15,9,62.772,69.12899999999999,79.1,3,they sounded very awkward,-17.333333333333336,-4.333333333333334
long,F,77,21,33,28.107,36.452,37.223,7,,-36.0,-13.166666666666664
long,F,80,90,98,3.682,7.466,42.873999999999995,4,,1.8333333333333286,3.0
long,F,84,8,0,37.385999999999996,39.202,40.601,2,,-35.5,-35.833333333333336
long,F,85,44,54,40.172,45.188,49.083999999999996,2,,-15.5,1.5
long,F,86,80,85,4.115,7.789,54.466,3,nice think,0.0,0.6666666666666714
long,F,87,80,87,9.41,43.857,46.43600000000001,5,no,-1.8333333333333286,2.1666666666666714
long,F,89,72,67,19.668,48.14,50.44,3,,15.0,7.333333333333336
long,F,90,7,9,9.996,27.629,32.34,2,,-48.0,-46.5
long,F,91,38,46,8.176,10.936,13.725,4,,-20.333333333333336,-17.166666666666664
long,F,95,42,74,42.73,45.547,49.288000000000004,3,,-26.16666666666667,16.833333333333336
long,F,97,17,5,41.925,43.566,44.303000000000004,5,,-41.666666666666664,-37.166666666666664
long,F,103,45,56,16.683,43.148999999999994,60.498999999999995,8,"They seem stiff and awkward, yet seem to have a lot in common",-15.333333333333336,0.6666666666666643
long,F,106,49,82,26.625999999999998,28.426,36.008,2,,-7.0,14.5
long,F,111,87,87,18.467,22.331,76.312,3,good,-1.3333333333333286,5.833333333333329
long,F,118,69,85,9.025,41.513000000000005,42.773,8,,12.166666666666664,29.833333333333336
long,F,122,81,87,39.185,42.193000000000005,43.068999999999996,3,,8.333333333333329,12.166666666666671
long,F,123,95,86,5.997999999999999,38.243,47.986000000000004,3,clear reply,0.1666666666666714,-1.0
long,F,126,17,5,17.023,39.463,47.013999999999996,4,both sound bored,-30.666666666666664,-40.166666666666664
long,F,129,51,8,5.295,7.687,593.251,3,,-22.16666666666667,-27.666666666666664
long,F,131,77,73,18.999000000000002,55.655,64.917,4,clear audio,-1.1666666666666714,-3.8333333333333286
long,F,138,71,61,30.679000000000002,38.867,44.11600000000001,3,,2.0,-0.5
long,F,139,100,100,53.895,58.239,84.929,4,GOOD,0.3333333333333286,0.5
long,F,142,51,26,42.986000000000004,48.074,49.373999999999995,3,,-19.33333333333333,-24.5
long,F,143,81,83,5.162999999999999,12.21,20.75,3,GOOD,-4.333333333333329,-3.5
long,F,144,34,17,16.291,19.544,24.357,2,,-16.333333333333336,-22.833333333333336
long,F,146,81,76,3.886,60.06,64.42699999999999,3,good study,4.166666666666671,-0.1666666666666714
long,F,148,40,48,37.004,40.668,42.0,2,,-16.5,-9.333333333333336
long,F,152,96,100,36.652,38.984,40.179,3,,-1.6666666666666714,3.3333333333333286
long,F,155,69,94,2.616,4.172,38.717,2,,-3.6666666666666714,5.5
long,F,158,30,30,39.574,53.886,62.041000000000004,3,Feels like forced small talk.,-18.166666666666664,-15.666666666666664
long,F,159,100,100,50.141000000000005,57.233000000000004,66.069,3,very nice,0.1666666666666714,0.5
long,F,162,44,38,27.605999999999998,42.13399999999999,43.549,3,,-1.6666666666666643,5.333333333333336
long,F,169,54,59,46.853,49.001000000000005,50.614,4,,-22.83333333333333,-22.5
long,F,175,72,54,72.665,77.706,79.12100000000001,3,,10.5,0.3333333333333357
long,F,178,40,35,33.739000000000004,35.552,38.521,2,,-20.833333333333336,-22.0
long,F,183,70,63,70.736,79.73100000000001,87.676,3,,-1.8333333333333286,-2.3333333333333286
long,F,184,16,0,16.061,36.01,38.103,4,that was awkward,-31.333333333333336,-37.0
long,F,186,66,84,3.0010000000000003,44.086000000000006,44.953,5,,11.5,30.666666666666664
long,F,189,86,91,2.2030000000000003,4.745,5.928,4,,4.5,1.3333333333333286
long,F,192,42,10,517.794,519.569,524.368,2,,-8.833333333333336,-20.333333333333332
long,F,193,81,67,3.6,14.639000000000001,46.881,2,,2.5,-2.6666666666666714
long,F,198,57,67,43.173,44.133,45.089,4,,-13.0,-9.833333333333329
long,F,207,65,100,9.776,10.982999999999999,12.307,2,,-12.666666666666671,15.666666666666671
long,F,208,32,8,39.605,43.50899999999999,45.50899999999999,2,,-9.166666666666664,-15.333333333333332
long,F,209,56,64,60.555,63.007,63.673,2,,-9.833333333333329,1.3333333333333357
long,F,210,47,32,59.03,81.192,82.62899999999999,8,,-20.66666666666667,-32.0
long,F,211,91,91,7.647,10.402000000000001,11.200999999999999,7,,3.6666666666666714,-1.5
long,F,216,85,78,64.881,67.096,74.411,3,clear audio,0.8333333333333286,-0.6666666666666714
long,F,218,65,75,22.506,36.42,38.567,6,,3.8333333333333357,16.333333333333336
long,F,219,46,24,26.885,34.879,36.759,3,,-11.833333333333336,-21.833333333333336
long,F,220,42,38,14.102,39.968,41.45399999999999,9,,-16.333333333333336,-14.666666666666664
long,F,223,75,76,37.908,42.725,54.541000000000004,4,Good,-6.0,0.0
long,F,230,51,40,8.71,35.546,38.039,5,,-2.8333333333333357,-9.0
long,F,234,32,18,34.214,36.84,39.569,2,,-30.166666666666664,-36.833333333333336
long,F,235,30,23,41.997,54.813,59.358999999999995,5,,-35.0,-35.5
long,F,239,37,17,35.922,41.738,45.905,2,,-24.666666666666664,-38.0
long,F,240,62,66,43.816,46.183,47.581,2,,-4.166666666666671,-6.0
long,F,244,59,58,37.246,39.724000000000004,41.824,2,,-7.5,3.8333333333333357
long,F,246,43,56,17.785999999999998,25.561999999999998,37.092,3,,-24.5,-7.166666666666664
long,F,249,77,79,4.508,41.636,49.108999999999995,6,best of thoughts,-10.166666666666671,-9.0
long,F,252,61,60,26.305999999999997,35.497,44.363,4,,-4.333333333333329,-5.833333333333329
long,F,254,100,98,34.647,78.855,81.082,6,interest,1.3333333333333286,0.1666666666666714
long,F,256,55,61,16.487000000000002,37.17,41.794,7,Okay ,-19.16666666666667,-27.5
long,F,259,68,58,411.733,415.81699999999995,450.81,3,,6.333333333333336,-5.333333333333336
long,F,263,92,93,3.517,10.514000000000001,16.23,4,Good.,0.5,-2.0
long,F,267,56,41,11.729000000000001,45.217,46.202,6,,-7.333333333333336,12.0
long,F,269,84,86,40.661,44.513000000000005,47.661,2,,7.833333333333329,24.666666666666664
long,F,271,98,100,2.419,5.024,6.226,2,,3.6666666666666714,4.333333333333329
long,F,276,25,34,10.981,13.287,40.09,2,,-31.333333333333336,-24.5
long,F,279,86,82,51.233999999999995,59.191,69.33800000000001,3,Not at all,16.66666666666667,9.0
long,F,282,100,71,43.091,45.891000000000005,47.232,2,,0.0,-18.33333333333333
long,F,288,19,9,36.556,39.125,40.785,4,,-33.5,-40.666666666666664
long,F,289,88,93,4.752,27.035,29.659000000000002,7,nice,5.333333333333329,5.166666666666671
long,F,290,34,28,479.884,482.267,497.904,2,,-22.666666666666664,-4.666666666666664
long,F,292,33,5,24.394000000000002,31.377,33.193000000000005,3,,-19.166666666666664,-61.33333333333333
long,F,296,82,84,221.075,224.84099999999998,225.81400000000002,6,,18.666666666666664,55.66666666666667
long,F,300,33,40,41.4,44.396,46.464,2,,-15.0,-7.333333333333336
long,F,303,20,20,17.576,35.53,36.68,5,,-39.333333333333336,-40.666666666666664
long,F,306,29,0,3.465,54.552,55.29600000000001,3,,19.833333333333336,-2.5
long,F,310,20,19,34.107,42.315,42.989,7,,-13.5,-3.333333333333332
long,F,313,26,17,12.187999999999999,33.751999999999995,37.056999999999995,8,,-19.166666666666664,-19.833333333333336
long,F,317,33,23,18.976,19.958,36.205999999999996,2,,-20.0,-22.0
long,F,319,69,36,29.15,30.671,38.952,2,,-8.166666666666671,-23.166666666666664
long,F,325,68,71,59.004,60.745,63.493,2,,4.0,-2.8333333333333286
long,F,327,55,41,54.285,57.978,59.39,3,,-2.5,-10.0
long,F,329,8,5,23.961,66.765,68.281,6,,-25.166666666666664,-19.666666666666668
long,F,332,27,20,55.699,57.082,71.373,2,,-16.666666666666664,-28.0
long,F,333,53,59,16.442,40.333,46.043,13,Started slow but started gaining momentum by the end,-6.666666666666664,-1.8333333333333357
long,F,339,72,61,41.476000000000006,46.763000000000005,47.946000000000005,5,,-1.8333333333333286,-1.5
long,F,340,50,50,12.927,63.492,64.461,7,they seemed slightly uncomfortable initially but were able to chat about something they have in common,-17.33333333333333,-22.33333333333333
long,F,341,62,60,25.831,46.35,46.721000000000004,5,too quiet,12.0,18.166666666666664
long,F,343,75,77,4.689,7.087999999999999,7.627000000000001,5,,1.6666666666666714,34.5
long,F,346,47,43,9.059,12.501,79.83800000000001,7,,-12.666666666666664,-13.666666666666664
long,F,348,29,32,13.335999999999999,19.725,39.251999999999995,7,,-28.833333333333336,-25.0
long,F,350,33,33,37.001,41.235,43.503,2,,-15.666666666666664,-18.0
long,F,355,59,43,38.058,39.383,41.13399999999999,3,,-18.0,-21.16666666666667
long,F,363,45,46,19.11,37.47,38.757,4,,-8.5,-8.333333333333336
long,F,368,46,48,41.162,42.192,42.979,2,,-15.833333333333336,-6.5
long,F,369,48,34,97.12100000000001,110.39399999999999,123.354,5,,-19.83333333333333,-34.66666666666667
long,F,374,67,71,23.322,44.937,46.386,4,,-3.5,-1.1666666666666714
long,F,378,45,84,3.7489999999999997,7.5489999999999995,10.054,4,,-12.333333333333336,10.333333333333329
long,F,380,26,16,19.584,36.979,38.726,6,,-18.666666666666664,-14.666666666666668
long,F,383,36,24,46.207,93.259,94.48100000000001,5,I feel like they were off to a good start,-8.666666666666664,-12.5
long,F,386,71,72,42.675,49.168,50.641999999999996,3,,-17.66666666666667,-21.33333333333333
long,F,388,41,42,4.6530000000000005,22.877,48.052,6,,-8.833333333333336,-11.833333333333336
long,F,391,38,42,18.393,26.575,35.911,3,,-19.0,-25.16666666666667
long,F,393,16,28,7.082999999999999,17.262999999999998,35.064,5,,-22.166666666666664,-19.666666666666664
long,F,395,36,16,7.303999999999999,21.486,38.953,4,,-27.0,-29.333333333333336
long,F,403,94,90,92.52600000000001,98.90899999999999,112.304,3,Shocked,3.3333333333333286,2.3333333333333286
long,F,405,17,10,126.986,133.158,134.428,7,,-54.83333333333333,-62.5
long,F,407,70,93,58.598,60.208999999999996,62.0,2,,-7.0,18.0
long,F,409,57,45,27.67,29.061999999999998,37.649,2,,7.0,7.333333333333336
long,F,413,78,88,77.589,78.92699999999999,80.027,2,,-7.5,4.0
long,F,417,88,81,65.166,70.253,73.748,4,Good,-1.3333333333333286,-7.0
long,F,419,17,32,23.386999999999997,33.527,37.510999999999996,3,,-27.833333333333336,-9.166666666666664
long,F,422,37,36,4.743,34.645,36.241,43,,-15.666666666666664,-19.166666666666664
long,F,425,53,48,13.663,39.99,41.248000000000005,3,,6.5,12.5
long,F,427,18,35,14.866,38.391,39.523,3,,-33.0,-24.333333333333336
long,F,431,86,91,232.016,234.238,235.18200000000002,2,,-6.833333333333329,12.166666666666671
long,F,434,39,56,19.628,38.923,51.86,6,Much quieter than the test audio,-13.333333333333336,13.5
long,F,436,45,54,6.9670000000000005,11.397,126.36200000000001,2,,-17.0,-13.0
long,F,439,51,51,27.31,59.07899999999999,60.898999999999994,6,"Rather stiff and awkward, but warming up.",-7.166666666666664,-8.333333333333336
long,F,443,37,45,33.125,42.277,43.25899999999999,4,,-11.333333333333336,-1.1666666666666643
long,F,444,37,51,34.301,40.052,43.416000000000004,3,,-16.666666666666664,-7.666666666666664
long,F,447,79,82,13.302999999999999,18.936,22.514,4,,12.666666666666671,19.5
long,F,448,72,59,8.58,170.515,170.928,6,no,-2.3333333333333286,-7.166666666666671
long,F,449,74,88,10.315,12.106,13.315,2,,7.5,7.833333333333329
short,A,2,68,67,7.593999999999999,16.919,17.895,4,,9.5,11.833333333333336
short,A,4,65,40,4.827,10.503,13.206,5,,5.666666666666664,-27.33333333333333
short,A,6,52,11,10.458,15.77,16.511,3,,2.1666666666666643,-12.166666666666668
short,A,9,50,39,16.314,17.701,18.893,3,,6.333333333333336,11.166666666666668
short,A,13,100,100,3.263,5.858,8.19,3,,0.1666666666666714,0.3333333333333286
short,A,14,53,65,9.802,11.079,14.385,2,,0.8333333333333357,5.5
short,A,24,71,83,17.869,21.831,23.283,4,,0.5,11.166666666666671
short,A,25,23,73,5.252999999999999,9.79,15.4,3,,-24.333333333333336,10.333333333333336
short,A,29,76,92,114.619,117.44,119.26899999999999,2,,22.5,55.5
short,A,30,79,100,33.564,35.422,36.588,2,,1.5,7.166666666666671
short,A,31,74,68,5.843999999999999,28.445,30.885,4,They are trying to know and meet each other,8.166666666666671,-6.666666666666671
short,A,33,37,42,10.942,16.980999999999998,17.967,2,,-7.5,1.0
short,A,37,53,53,24.229,26.029,27.174,2,,-0.8333333333333357,3.0
short,A,40,84,74,8.488999999999999,12.110999999999999,22.968000000000004,3,,26.5,10.666666666666664
short,A,41,79,86,7.2989999999999995,15.607000000000001,16.909000000000002,2,,-0.8333333333333286,2.8333333333333286
short,A,47,21,6,18.826,21.918000000000003,23.647,3,,-2.666666666666668,-11.0
short,A,49,96,91,11.06,13.628,17.642,3,NICE VOICE,4.166666666666671,-2.0
short,A,52,74,56,1.0490000000000002,5.872999999999999,13.155999999999999,5,,8.5,-10.0
short,A,55,65,66,18.601,23.2,26.775,2,,10.833333333333336,7.0
short,A,58,86,86,7.23,10.697000000000001,12.735999999999999,4,,0.1666666666666714,-8.5
short,A,60,94,80,28.299,31.997,37.677,3,good,4.166666666666671,-3.5
short,A,62,78,76,1.624,2.8539999999999996,24.085,3,,1.1666666666666714,4.0
short,A,65,69,66,17.787,20.480999999999998,25.057,4,enjoyed,-9.0,-7.666666666666671
short,A,66,85,39,15.632,19.863,21.372,3,,10.833333333333329,-18.833333333333336
short,A,70,55,46,10.21,14.651,16.173,2,,-1.3333333333333357,-2.3333333333333357
short,A,77,26,32,18.623,21.979,22.796,6,,-31.0,-14.166666666666664
short,A,78,51,34,7.042000000000001,19.677,23.255,6,,0.0,-2.5
short,A,83,95,95,17.445,31.897,35.589,10,GOOD,0.0,0.6666666666666714
short,A,86,77,83,17.781,21.252,24.448,4,nice,-3.0,-1.3333333333333286
short,A,88,70,66,8.184,35.53,42.97,4,nice voice,-0.5,-4.0
short,A,90,78,85,11.370999999999999,13.582,14.965,2,,23.0,29.5
short,A,94,39,46,6.4910000000000005,14.082,18.09,5,i like the audio output,-26.5,-22.16666666666667
short,A,103,67,56,9.851,15.882,17.862000000000002,3,,6.666666666666664,0.6666666666666643
short,A,104,67,75,14.23,18.898,20.48,4,,15.666666666666664,20.333333333333336
short,A,107,63,58,5.702000000000001,9.107000000000001,16.208,3,,0.3333333333333357,-0.8333333333333357
short,A,108,80,89,10.088,15.248,20.374000000000002,4,,4.5,6.666666666666671
short,A,109,76,64,6.837999999999999,11.587,15.859000000000002,4,,12.333333333333336,7.166666666666664
short,A,116,73,30,134.164,139.137,140.553,4,,18.833333333333336,-21.833333333333336
short,A,120,80,82,16.27,74.068,74.858,5,nice think,-0.3333333333333286,1.0
short,A,121,74,79,23.519000000000002,25.436999999999998,26.899,3,,-4.5,-2.0
short,A,123,92,89,70.464,72.584,76.738,4,good,-2.8333333333333286,2.0
short,A,129,74,24,1.933,14.219000000000001,15.14,29,,0.8333333333333286,-11.666666666666664
short,A,132,70,60,17.349,19.199,19.889,2,,0.6666666666666714,-7.666666666666671
short,A,133,40,41,8.312999999999999,13.380999999999998,21.289,3,GOOD,-19.333333333333336,-21.833333333333336
short,A,134,97,83,17.877,23.783,24.88,3,,5.333333333333329,-3.3333333333333286
short,A,139,99,100,130.553,133.588,137.71,3,GOOD,-0.6666666666666714,0.5
short,A,140,33,4,17.182000000000002,23.604,26.35,3,,-13.666666666666664,-7.166666666666666
short,A,141,59,60,16.023,25.029,28.24,3,none,-12.333333333333329,-4.333333333333329
short,A,150,22,22,4.666,7.474,14.468,2,,-27.333333333333336,-30.333333333333336
short,A,155,71,94,10.247,12.599,14.198,4,,-1.6666666666666714,5.5
short,A,156,61,57,11.815999999999999,17.146,20.262,2,,0.0,-3.0
short,A,158,54,47,22.429000000000002,25.035999999999998,28.57,2,,5.833333333333336,1.3333333333333357
short,A,161,100,100,28.416,31.529,32.37,4,,0.1666666666666714,0.3333333333333286
short,A,163,81,91,18.839000000000002,20.31,21.156,5,,11.0,23.16666666666667
short,A,164,36,28,5.871,9.123,13.453,3,,-29.16666666666667,-31.833333333333336
short,A,166,85,61,14.125,114.30799999999999,115.154,5,,15.833333333333329,-10.5
short,A,171,55,43,15.002,16.066,17.482,2,,-8.5,-16.333333333333336
short,A,173,78,68,14.865,16.734,17.697,3,,6.166666666666671,2.5
short,A,174,31,51,20.566999999999997,25.365,26.386,3,,-9.5,7.833333333333336
short,A,177,59,57,11.55,14.841,16.297,3,,-5.666666666666671,-5.833333333333336
short,A,178,69,69,14.594000000000001,17.185,18.667,2,,8.166666666666664,12.0
short,A,183,81,83,20.508000000000003,22.756,25.305999999999997,3,,9.166666666666671,17.66666666666667
short,A,184,62,42,14.629000000000001,16.641,17.328,3,,14.666666666666664,5.0
short,A,186,45,37,1.6780000000000002,12.843,15.055,4,,-9.5,-16.333333333333336
short,A,188,77,76,15.713,18.945999999999998,20.482,2,,-1.6666666666666714,-1.3333333333333286
short,A,189,78,87,2.171,4.283,5.831,6,,-3.5,-2.6666666666666714
short,A,191,100,100,48.598,50.846000000000004,52.483000000000004,2,,17.0,18.83333333333333
short,A,197,88,80,2.872,16.945,19.367,14,good voice,2.1666666666666714,9.166666666666671
short,A,203,60,53,21.449,23.340999999999998,25.599,2,,6.5,10.0
short,A,211,88,92,9.666,11.175,12.135,4,,0.6666666666666714,-0.5
short,A,217,43,34,31.563000000000002,32.913000000000004,34.224000000000004,2,,-3.0,2.166666666666668
short,A,220,61,36,20.998,25.022,28.845,4,,2.6666666666666643,-16.666666666666664
short,A,223,80,73,16.000999999999998,34.779,41.725,5,Fair,-1.0,-3.0
short,A,226,52,31,15.91,22.004,23.267,4,,-10.0,-16.333333333333336
short,A,231,75,93,71.256,74.689,92.431,5,very excitement to talk,-4.333333333333329,8.0
short,A,232,84,78,2.1109999999999998,32.830999999999996,39.364000000000004,3,good,2.8333333333333286,0.0
short,A,236,55,51,7.612,9.557,16.148,2,,-5.666666666666664,-5.0
short,A,238,72,73,6.145,18.723,19.584,4,,6.333333333333329,2.5
short,A,242,69,70,8.987,15.18,16.570999999999998,3,,2.6666666666666714,3.5
short,A,246,66,78,17.192,22.115,22.818,3,,-1.5,14.833333333333336
short,A,249,81,90,87.564,109.85799999999999,119.79700000000001,4,very good movement,-6.166666666666671,2.0
short,A,253,36,24,8.115,10.905,16.047,2,,-3.1666666666666643,-11.666666666666664
short,A,258,99,93,16.369,19.328,34.169000000000004,3,they both had an happiest conversation with smile.,31.83333333333333,27.83333333333333
short,A,259,81,63,3.548,5.372999999999999,18.82,2,,19.333333333333336,-0.3333333333333357
short,A,261,75,91,13.949000000000002,45.762,46.876999999999995,7,they sounded so intimate and happy,25.833333333333336,53.833333333333336
short,A,263,88,93,2.748,9.462,11.186,6,,-3.5,-2.0
short,A,264,100,99,23.357,310.997,316.128,4,good,3.8333333333333286,6.5
short,A,265,73,56,2.926,4.808,82.565,2,,3.0,-7.5
short,A,275,100,93,15.974,18.535999999999998,20.227999999999998,2,,25.66666666666667,17.0
short,A,278,70,69,25.908,52.602,54.068000000000005,5,,11.5,11.0
short,A,280,60,43,6.566,24.439,25.502,5,,10.166666666666664,5.833333333333336
short,A,283,84,94,31.982,34.226,34.457,4,,21.833333333333336,42.0
short,A,285,52,52,13.168,14.094000000000001,15.091,3,,-7.666666666666664,-0.3333333333333357
short,A,286,68,70,12.96,22.455,32.981,5,clear,3.0,1.3333333333333286
short,A,288,67,70,4.775,7.7829999999999995,13.732999999999999,4,,14.5,20.333333333333336
short,A,293,59,53,13.977,21.008000000000003,22.500999999999998,2,,8.0,12.333333333333336
short,A,294,69,77,25.378,47.019,61.518,5,they sound like they are laying the foundation of friendship,10.0,17.333333333333336
short,A,297,91,88,8.754,16.53,17.712,2,,12.0,15.666666666666671
short,A,298,56,60,0.9009999999999999,21.168000000000003,21.554000000000002,14,,-5.166666666666664,-5.333333333333329
short,A,299,84,88,109.68299999999999,114.96799999999999,117.79899999999999,2,,13.166666666666671,24.166666666666664
short,A,307,61,61,7.018,16.775,17.105,7,,-10.5,-11.666666666666671
short,A,310,35,18,14.055,16.798,17.855,2,,1.5,-4.333333333333332
short,A,312,23,19,14.83,16.237000000000002,17.325,2,,-25.0,-13.666666666666664
short,A,313,19,14,5.968999999999999,12.009,13.808,4,,-26.166666666666664,-22.833333333333336
short,A,317,62,61,8.256,11.734000000000002,14.665999999999999,3,,9.0,16.0
short,A,321,84,76,6.167000000000001,12.620999999999999,16.812,8,,27.5,24.0
short,A,322,84,93,35.997,37.201,38.338,2,,4.833333333333329,5.0
short,A,323,73,82,10.43,16.87,19.597,2,,-3.0,13.666666666666671
short,A,327,52,51,17.265,18.695999999999998,19.930999999999997,2,,-5.5,0.0
