condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments,enjoy_centered,connected_centered
long,B,221,58,58,38.693000000000005,41.848,48.585,3,good,-1.0,-6.166666666666671
long,B,223,78,76,49.167,56.175,62.958999999999996,3,Good,-3.0,0.0
long,B,225,100,100,50.753,53.35,71.509,3,The voices are low even with the volume turned up...different from the test sample,15.333333333333329,12.333333333333329
long,B,228,35,38,17.322,20.018,29.175,2,,-15.166666666666664,-13.333333333333336
long,B,235,84,82,44.301,57.673,61.44,3,,19.0,23.5
long,B,237,57,43,27.89,30.276999999999997,30.842,2,,7.166666666666664,0.0
long,B,238,58,65,20.714000000000002,28.871,29.388,3,,-7.666666666666671,-5.5
long,B,241,53,45,27.781,29.570999999999998,30.573,2,,-1.5,-4.833333333333336
long,B,245,75,73,32.222,38.484,47.177,4,I think it was a good conversation. ,-8.0,-10.666666666666671
long,B,247,30,35,16.68,23.309,25.671,2,,7.666666666666668,2.0
long,B,249,93,91,12.395,20.257,36.501,5,good to movement on audio,5.833333333333329,3.0
long,B,254,99,96,8.275,14.546,34.006,4,good,0.3333333333333286,-1.8333333333333286
long,B,255,56,56,25.486,34.071,35.927,4,,0.3333333333333357,1.5
long,B,258,75,88,19.442,28.531,46.472,4,they both connected each other .,7.833333333333329,22.83333333333333
long,B,262,89,96,17.505,19.736,33.117,4,,2.1666666666666714,2.0
long,B,263,88,95,3.945,8.199,34.292,3,Good.,-3.5,0.0
long,B,264,94,90,20.434,321.526,333.64099999999996,9,good,-2.1666666666666714,-2.5
long,B,267,87,36,33.945,40.008,42.452,2,,23.666666666666664,7.0
long,B,271,100,95,9.372,12.142000000000001,14.064,2,,5.666666666666671,-0.6666666666666714
long,B,277,90,70,39.383,74.038,77.145,6,,5.666666666666671,-1.1666666666666714
long,B,280,69,64,1.196,31.698,32.77,6,,19.166666666666664,26.833333333333336
long,B,281,67,63,33.141999999999996,34.904,36.179,2,,5.0,12.833333333333336
long,B,282,100,100,10.093,13.35,29.566,2,,0.0,10.666666666666671
