num_bins,bin_size,betas,p-val
2.0,300.0,0.009395436632115667,0.882692396869088
2.0,300.0,-0.03331593168663501,0.6010452452680863
2.0,300.0,-0.06008606263398359,0.3440164825670331
2.0,300.0,-0.12509652087619771,0.0478536588020428
2.0,300.0,-0.007050049041716956,0.9117350270065137
2.0,300.0,0.02720646572874738,0.6691453757152308
2.0,300.0,-0.1433511159840851,0.022939678091342734
2.0,300.0,-0.08098837313525312,0.2027828095160782
2.0,300.0,-0.06989306599325316,0.2707150436179292
2.0,300.0,-0.1066420639723398,0.09303529628115409
2.0,300.0,-0.06847864794963719,0.2800996736545967
2.0,300.0,-0.14804752936013052,0.018785377366292808
2.0,300.0,-0.1090376312108238,0.08522798049775773
2.0,300.0,-0.121357469223345,0.055975468537782784
2.0,300.0,-0.125242712940862,0.047389841123540104
2.0,300.0,0.013364632109831904,0.8336437795276901
2.0,300.0,-0.0431608233053736,0.49788499250996143
2.0,300.0,-0.07458007849534909,0.23955176128062888
2.0,300.0,-0.06969229765275525,0.2716236861950074
2.0,300.0,-0.048340110019762704,0.44876916626142527
2.0,300.0,-0.10030006484074214,0.11340157625279641
2.0,300.0,-0.015606126844678669,0.8061302575433775
2.0,300.0,-0.17523367836651949,0.005283733065743756
2.0,300.0,-0.06550847229654469,0.3037509736608324
2.0,300.0,-0.04700610060131323,0.459214726745908
2.0,300.0,-0.0123853200934464,0.8455469160607536
2.0,300.0,-0.06096760691516573,0.3365028441456789
2.0,300.0,-0.11543992585727997,0.06766822507464032
2.0,300.0,-0.14821065322035112,0.019120618505600376
2.0,300.0,-0.0018932275380781544,0.9762660572613648
2.0,300.0,-0.09494952986338107,0.13412311155469878
2.0,300.0,-0.052978158989692575,0.4043713877423314
2.0,300.0,-0.11713336894633729,0.06372527903983594
2.0,300.0,0.02643291434897191,0.6781440959790279
2.0,300.0,-0.13185028349889397,0.03681628446988907
2.0,300.0,-0.10606895321476213,0.09417839335737105
2.0,300.0,-0.0009161799252652931,0.9885414086163545
2.0,300.0,0.012741198712250186,0.8414910369604887
2.0,300.0,-0.17154852482892544,0.006383672364003252
2.0,300.0,-0.11502328568062384,0.06885865991755284
2.0,300.0,-0.08443390223824,0.1825934641893537
2.0,300.0,-0.14322626373306468,0.023966041157237567
2.0,300.0,-0.0585837952590726,0.35808976557074357
2.0,300.0,-0.02559214184950174,0.6871607638474289
2.0,300.0,-0.10444538597585513,0.09927388886429064
2.0,300.0,-0.01735786490033408,0.7858673641413714
2.0,300.0,-0.022194489907661194,0.7269890921692779
2.0,300.0,-0.11296147064435098,0.07385513924054003
2.0,300.0,-0.04659032693571341,0.46328495733721886
2.0,300.0,-0.12730992799850754,0.04367515012886727
2.0,300.0,-0.0735448787530824,0.24601529073543066
2.0,300.0,-0.10527492395650176,0.09808219517017985
2.0,300.0,-0.0688842132231033,0.2777711696760074
2.0,300.0,-0.12939237464722797,0.04069349734052747
2.0,300.0,-0.044189360896946,0.49059818656545373
2.0,300.0,-0.10974043182883036,0.08504065076344135
2.0,300.0,-0.002356774407362182,0.970589926527659
2.0,300.0,-0.06026236423864443,0.345665473706112
2.0,300.0,0.008559805270288967,0.8931325082851492
2.0,300.0,-0.06987577174774331,0.2732947985632984
2.0,300.0,-0.09885579625543633,0.11899908223660158
2.0,300.0,-0.1401615454945196,0.02619914740139504
2.0,300.0,-0.03344618769406934,0.6024679140198863
2.0,300.0,-0.11569138409358982,0.06833089004209553
2.0,300.0,-0.031044234595495004,0.6251565991101349
2.0,300.0,-0.021653015224717024,0.7334930933776858
2.0,300.0,0.04191733726021823,0.5106450219312222
2.0,300.0,-0.08470722683328398,0.18176183873394228
2.0,300.0,-0.11398725322691353,0.07133341943941783
2.0,300.0,-0.002330498190112141,0.9707732077660074
2.0,300.0,-0.05841315420841506,0.3572540782359912
2.0,300.0,-0.07901085801816365,0.21237044401034855
2.0,300.0,-0.10171946279714093,0.10831181719186024
2.0,300.0,-0.060001818260696234,0.34419941252104
2.0,300.0,-0.08870596002779177,0.16133062068100415
2.0,300.0,-0.12467538075677477,0.048280596763005335
2.0,300.0,-0.047474683043556266,0.4552825103421493
2.0,300.0,-0.04588399523770209,0.4698175655244802
2.0,300.0,-0.05361498937740744,0.3987414393474823
2.0,300.0,-0.05161879195773797,0.42193000880327003
2.0,300.0,-0.12158405068667408,0.05560939507295452
2.0,300.0,0.021236963880694053,0.7386015349143122
2.0,300.0,-0.1875727286218733,0.002850782594115096
2.0,300.0,-0.09956896800175957,0.11567050818339689
2.0,300.0,-0.09915167628067707,0.1170456569635135
2.0,300.0,-0.00743136878464503,0.9070538151076072
2.0,300.0,-0.08005233059310177,0.20700773053153873
2.0,300.0,-0.05254504505000271,0.4086080714157575
2.0,300.0,-0.04831607430055044,0.4468105079376179
2.0,300.0,-0.04194024087674137,0.5089371268791862
2.0,300.0,-0.03858649416119649,0.5443037036240348
2.0,300.0,-0.06579958142066056,0.2994176609571313
2.0,300.0,-0.14684250155125358,0.020439449399849922
2.0,300.0,-0.17417808663837983,0.005586980045543041
2.0,300.0,-0.01361036888053719,0.8309743371990792
2.0,300.0,-0.06751813093069536,0.28709908994289574
2.0,300.0,-0.08495143526670236,0.1798467818995792
2.0,300.0,0.006530192111657312,0.9188509601061108
2.0,300.0,-0.12802750609988292,0.042753374833890266
2.0,300.0,-0.15592682560534663,0.013363185252329542
3.0,200.0,-0.08209114197954617,0.08977431587598256
3.0,200.0,-0.01789062262448124,0.712137386021132
3.0,200.0,0.01236119403281948,0.798859921257109
3.0,200.0,-0.03894963824056015,0.42325790138246777
3.0,200.0,-0.06785672842004939,0.1610065045680906
3.0,200.0,-0.04761178558699596,0.3257560987626503
3.0,200.0,-0.08095155134158273,0.09458611581419471
3.0,200.0,-0.037020452281503136,0.44536923206643175
3.0,200.0,-0.025596273546984082,0.5992929960853319
3.0,200.0,-0.05221211506910386,0.281805366506563
3.0,200.0,-0.1233469107618204,0.010807742902644865
3.0,200.0,-0.005043201511868913,0.9172105958379707
3.0,200.0,0.04274268075747502,0.379245795353064
3.0,200.0,-0.03333495332082623,0.4934799590979544
3.0,200.0,-0.07685789130790215,0.11215458204339478
3.0,200.0,-0.023147277435765327,0.6331126959906356
3.0,200.0,-0.1044143139997368,0.030922971867117753
3.0,200.0,-0.04028571359854178,0.4057828175171906
3.0,200.0,-0.09474262690459588,0.0501239374558702
3.0,200.0,-0.015583206783968235,0.7481594134990603
3.0,200.0,0.037403720969835574,0.44040337760850545
3.0,200.0,-9.003960667993151e-05,0.9985216942892685
3.0,200.0,-0.025330484128995533,0.6021046491788643
3.0,200.0,-0.055780882050936856,0.2495383667386522
3.0,200.0,-0.004404883672828821,0.9279148029800339
3.0,200.0,0.0147170814797499,0.7615598776635768
3.0,200.0,-0.022491797557550514,0.6433928330638454
3.0,200.0,-0.02631223264234804,0.5873055322465064
3.0,200.0,-0.05507738166148591,0.2558821050714603
3.0,200.0,-0.05991394077055576,0.21626402961947677
3.0,200.0,-0.05476731685306833,0.25918940969363297
3.0,200.0,-0.06991930566901933,0.14862195173482948
3.0,200.0,-0.030602449437101446,0.5285843674219235
3.0,200.0,0.0031780613063971696,0.9486487948203961
3.0,200.0,-0.03585008643205815,0.45955206831605233
3.0,200.0,-0.05172466010676995,0.2856500506093007
3.0,200.0,-0.07957472389311726,0.09998528304099757
3.0,200.0,-0.06383474073145959,0.18767136071523985
3.0,200.0,-0.02756688342929095,0.5696521856322756
3.0,200.0,0.03332003130096,0.49230449827771494
3.0,200.0,-0.11526287969225928,0.016895088552982867
3.0,200.0,-0.08280266476579998,0.08684528430736244
3.0,200.0,-0.0036075805830569473,0.9411556379267667
3.0,200.0,-0.010466827679536904,0.8296101336299749
3.0,200.0,-0.05653473468807195,0.24489631896846875
3.0,200.0,-0.08204322524474722,0.08988928653164616
3.0,200.0,-0.010976436258593718,0.8209492824122604
3.0,200.0,0.02012434800658387,0.678558963849138
3.0,200.0,-0.0014946485371792391,0.9754190342727318
3.0,200.0,0.02119684579831155,0.6620316302165856
3.0,200.0,-0.08359712578431029,0.08481387436789217
3.0,200.0,-0.07951181559427414,0.10045436308782484
3.0,200.0,-0.04446427789210195,0.3587707407173534
3.0,200.0,-0.020845526318159908,0.6673715863876073
3.0,200.0,-0.018210840764500625,0.7072255764509481
3.0,200.0,-0.10492323369284652,0.029782912791256007
3.0,200.0,-0.0972083752366917,0.04424135004186267
3.0,200.0,-0.08033366023387678,0.09677627493765419
3.0,200.0,-0.025803057160318815,0.5983954658764157
3.0,200.0,-0.06203168083760444,0.20047355551221774
3.0,200.0,0.012118329445611874,0.802679972342005
3.0,200.0,-0.08254998173969738,0.09071646772750853
3.0,200.0,-0.08921409328056026,0.06549457163511951
3.0,200.0,0.029570154179747902,0.5437605495399034
3.0,200.0,-0.08082984366703842,0.09466701435245381
3.0,200.0,-0.05665184847902153,0.24211300488245538
3.0,200.0,-0.03276504312340357,0.4990486448020187
3.0,200.0,-0.006003449769890311,0.901485575048737
3.0,200.0,-0.0435090446290192,0.3693412841278241
3.0,200.0,-0.05562037422391305,0.2512962232248993
3.0,200.0,0.01648132430108348,0.7343417363010141
3.0,200.0,-0.007923651396716516,0.8702035394172489
3.0,200.0,-0.025046713616519604,0.605520745173501
3.0,200.0,-0.025507865807379914,0.5987933484653698
3.0,200.0,-0.06815663963893635,0.1611413915284853
3.0,200.0,-0.09544802747020703,0.04852685656072094
3.0,200.0,-0.06051334893441413,0.21239846317536992
3.0,200.0,-0.10729316078085156,0.026283034539761916
3.0,200.0,-0.05048307158905144,0.2986273313160548
3.0,200.0,-0.1309212934170098,0.006592697562472284
3.0,200.0,0.01270251206699896,0.793465187838949
3.0,200.0,-0.09286542140345451,0.054670849812823524
3.0,200.0,-0.017435811874008233,0.7210034883506842
3.0,200.0,-0.05405822008115763,0.26435533020456947
3.0,200.0,0.0015764136328223447,0.974070575127453
3.0,200.0,-0.06745055881389497,0.16357890749019854
3.0,200.0,-0.05378458729901727,0.2667862566011388
3.0,200.0,-0.056278609690208856,0.24519993041171217
3.0,200.0,-0.06355314623572819,0.19011648173285026
3.0,200.0,-0.024215523908497648,0.6176234327784254
3.0,200.0,-0.06096954206540832,0.2085168914979837
3.0,200.0,-0.04016672938898161,0.4071661419268727
3.0,200.0,-0.03289964544612009,0.4981554990892102
3.0,200.0,0.017750085958073206,0.7165900072020392
3.0,200.0,-0.023411121768391746,0.6313103671170015
3.0,200.0,-0.02488164324396009,0.6080286308158569
3.0,200.0,-0.038271833282838896,0.4301575602005442
3.0,200.0,-0.025667151359122488,0.5966491874381368
3.0,200.0,-0.011597679241808746,0.8109835350215384
3.0,200.0,-0.006890877682953151,0.887070819326378
4.0,150.0,-0.06230087620136367,0.11817070894569986
4.0,150.0,0.0320813984486957,0.4216047298716923
4.0,150.0,-0.0409504365586611,0.30493583116344997
