subID,partnerID,avg_connection
110,108,12.133666666666667
110,109,75.9365
11,1,78.3055
11,10,86.7365
11,2,70.05583333333334
11,3,69.40616666666666
11,4,79.714
11,5,81.39166666666667
11,6,71.772
11,7,66.991
11,8,89.93683333333334
11,9,84.95883333333333
1,10,47.23266666666667
1,11,57.08983333333333
1,2,52.57033333333333
1,3,65.87116666666667
1,4,67.98033333333333
1,5,70.38683333333333
1,6,66.35166666666667
1,7,54.291666666666664
1,8,70.07916666666667
1,9,45.907833333333336
20,21,54.70333333333333
20,22,67.32883333333334
20,24,66.71183333333333
20,25,80.818
20,26,54.546166666666664
20,28,67.34983333333334
20,29,66.52816666666666
20,30,81.81316666666666
21,20,75.69183333333334
21,22,57.45916666666667
21,23,76.99283333333334
21,24,15.58
21,25,72.86266666666667
21,26,19.598666666666666
21,27,39.61983333333333
21,28,66.339
21,29,65.401
21,30,65.73583333333333
22,20,83.52433333333333
22,21,58.583333333333336
22,23,82.47683333333333
22,24,58.73133333333333
22,25,93.88816666666666
22,26,56.77466666666667
22,27,26.654333333333334
22,28,83.90783333333333
22,29,55.087
22,30,95.67733333333334
23,21,48.785
23,22,58.272333333333336
23,24,8.539666666666667
23,25,71.322
23,26,38.673833333333334
23,27,36.474333333333334
23,28,25.52466666666667
23,29,54.093666666666664
23,30,51.48233333333334
24,20,83.0485
24,21,75.53283333333333
24,22,82.37866666666666
24,23,43.198
24,25,74.13466666666666
24,26,75.0265
24,27,72.919
24,28,83.548
24,29,88.15766666666667
24,30,56.18083333333333
25,20,56.07716666666666
25,21,50.01083333333333
25,22,48.9125
25,23,31.695666666666668
25,24,12.222166666666666
25,26,45.7415
25,27,17.881166666666665
25,28,75.26433333333334
25,29,18.863833333333332
25,30,68.95266666666667
26,20,72.23766666666667
26,21,63.21383333333333
26,22,60.433
26,23,87.9325
26,24,76.24583333333334
26,25,66.07583333333334
26,27,73.20916666666666
26,28,67.5375
26,29,68.055
26,30,71.18066666666667
27,21,54.9455
27,22,69.69483333333334
27,23,64.12433333333334
27,24,67.31766666666667
27,25,53.507666666666665
27,26,68.18733333333333
27,28,64.62283333333333
27,29,59.67933333333333
27,30,67.22866666666667
28,20,78.06366666666666
28,21,74.7195
28,22,90.98933333333333
28,23,25.859333333333332
28,24,79.801
28,25,73.60383333333333
28,26,44.705
28,27,86.31516666666667
28,29,66.92416666666666
28,30,72.552
29,20,85.5115
29,21,86.6395
29,22,70.322
29,23,72.35166666666667
29,24,73.19666666666667
29,25,79.821
29,26,54.53933333333333
29,27,73.28933333333333
29,28,71.193
29,30,83.6815
2,1,67.385
2,10,24.996166666666667
2,11,48.014
2,3,12.81
2,4,75.46383333333333
2,5,61.64933333333333
2,6,56.444
2,7,38.318
2,8,36.4125
2,9,66.44666666666667
30,20,75.706
30,21,73.98283333333333
30,22,64.4705
30,23,56.18
30,24,50.088
30,25,65.84083333333334
30,26,62.19566666666667
30,27,54.249833333333335
30,28,56.6605
30,29,50.593833333333336
3,1,58.282333333333334
3,10,57.3925
3,11,49.169666666666664
3,2,59.47866666666667
3,4,65.90816666666667
3,5,51.178333333333335
3,6,60.1075
3,7,57.17333333333333
3,8,68.01233333333333
3,9,52.340833333333336
40,41,43.078833333333336
40,42,33.14533333333333
40,43,59.97366666666667
40,44,45.062666666666665
40,45,55.08316666666666
40,46,11.793333333333333
40,47,12.799166666666666
40,48,31.093666666666667
40,49,45.439166666666665
40,50,39.39483333333333
41,40,29.550666666666668
41,42,33.94116666666667
41,43,36.14833333333333
41,44,47.30316666666667
41,45,46.311166666666665
41,46,19.3135
41,47,32.17766666666667
41,48,21.985666666666667
41,49,43.79533333333333
41,50,17.754666666666665
42,40,54.768
42,41,49.92616666666667
42,43,57.81216666666667
42,44,51.27166666666667
42,45,46.951166666666666
42,46,34.04333333333334
42,47,49.2535
42,48,57.6495
42,49,58.75866666666667
42,50,57.894666666666666
43,40,74.197
43,41,39.92766666666667
43,42,48.4835
43,44,50.1505
43,45,97.1245
43,46,12.948166666666667
43,47,17.445833333333333
43,48,56.60166666666667
43,49,57.7735
43,50,55.406
44,40,47.334666666666664
44,41,71.6395
44,42,61.272666666666666
44,43,65.8345
44,45,64.5055
44,46,39.63
44,47,45.397666666666666
44,48,68.10783333333333
44,49,59.66266666666667
44,50,67.27416666666667
45,40,85.66533333333334
45,41,78.72016666666667
45,42,73.766
45,43,79.3015
45,44,70.646
45,46,42.52433333333333
45,47,81.80666666666667
45,48,70.31333333333333
45,49,76.17516666666667
45,50,80.00416666666666
46,40,37.11933333333333
46,41,40.595666666666666
46,42,36.96383333333333
46,43,38.6245
46,44,36.67616666666667
46,45,44.367
46,47,43.1505
46,48,42.95783333333333
46,49,52.090833333333336
46,50,49.796
47,40,28.703166666666668
47,41,71.06033333333333
47,42,27.5935
47,43,31.593333333333334
47,44,47.304833333333335
47,45,60.447
47,46,31.9575
47,48,11.43
47,49,47.2085
47,50,60.062666666666665
48,40,26.841666666666665
48,41,36.711666666666666
48,42,37.221
48,43,66.898
48,44,67.01233333333333
48,45,66.324
48,46,22.954666666666668
48,47,59.263333333333335
48,49,76.56516666666667
48,50,79.7585
49,40,86.51466666666667
49,41,76.60883333333334
49,42,94.15066666666667
49,43,86.109
49,44,82.73466666666667
49,45,75.72083333333333
49,46,80.144
49,47,75.43
49,48,88.202
49,50,80.281
4,1,91.26183333333333
4,10,60.98283333333333
4,11,61.54866666666667
4,2,93.22233333333334
4,3,57.43233333333333
4,5,70.1015
4,6,82.18533333333333
4,7,82.39966666666666
4,8,89.41516666666666
4,9,86.46433333333333
50,40,78.78733333333334
50,41,53.865833333333335
50,42,76.823
50,43,94.01116666666667
50,44,88.0975
50,45,99.41266666666667
50,46,33.55583333333333
50,47,39.54966666666667
50,48,82.83966666666667
50,49,74.89766666666667
5,1,98.50383333333333
5,10,76.2425
5,11,70.9095
5,2,55.36116666666667
5,3,57.370333333333335
5,4,73.81
5,6,77.3765
5,7,86.29333333333334
5,8,75.50133333333333
5,9,90.759
60,61,79.58033333333333
60,62,57.4035
60,63,79.80683333333333
60,64,64.21616666666667
60,65,77.134
60,66,53.591166666666666
60,68,70.37416666666667
60,69,77.348
60,70,84.83716666666666
61,60,68.12683333333334
61,62,46.049
61,63,48.71
61,64,73.36766666666666
61,65,49.9025
61,66,26.868166666666667
61,67,94.75733333333334
61,68,64.0985
61,69,50.195166666666665
61,70,58.48416666666667
62,60,49.537333333333336
62,61,59.08283333333333
62,63,57.4135
62,64,45.13583333333333
62,65,53.61333333333334
62,66,55.73
62,68,51.203833333333336
62,69,42.74483333333333
62,70,48.557833333333335
63,60,69.10716666666667
63,61,27.724666666666668
63,62,43.740833333333335
63,64,7.980666666666667
63,65,53.71933333333333
63,66,62.736333333333334
63,68,43.3165
63,69,48.36933333333333
63,70,61.9095
64,60,62.095333333333336
64,61,74.09983333333334
64,62,64.50016666666667
64,63,31.617166666666666
64,65,55.12466666666667
64,66,65.2765
64,67,62.559666666666665
64,68,43.80416666666667
64,69,51.3705
64,70,63.235
65,60,40.074666666666666
65,61,28.7915
65,62,32.769
65,63,40.51166666666666
65,64,48.40716666666667
65,66,8.895166666666666
65,67,61.906166666666664
65,68,30.247666666666667
65,69,46.638333333333335
65,70,38.55833333333333
66,60,38.7675
66,61,8.297166666666667
66,62,43.93983333333333
66,63,48.5955
66,64,78.47883333333333
66,65,60.462833333333336
66,67,78.8095
66,68,43.5525
66,69,62.97233333333333
66,70,60.4845
67,61,87.60933333333334
67,64,54.4955
67,65,66.02216666666666
67,66,57.8335
67,70,52.851333333333336
68,60,51.82716666666666
68,61,55.632
68,62,53.226166666666664
68,63,49.523666666666664
68,64,46.04216666666667
68,65,51.91683333333334
68,66,54.087833333333336
68,69,60.32033333333333
68,70,51.93716666666667
69,60,79.969
69,61,79.86466666666666
69,62,68.49866666666667
69,63,85.06033333333333
69,64,69.6
69,65,73.17716666666666
69,66,76.421
69,68,84.29816666666666
69,70,77.315
6,1,74.406
6,10,27.150666666666666
6,11,59.21816666666667
6,2,95.5345
6,3,48.80316666666667
6,4,52.51566666666667
6,5,90.36766666666666
6,7,24.367833333333333
6,8,75.34783333333333
6,9,63.1535
70,60,91.88233333333334
70,61,75.41216666666666
70,62,79.3115
70,63,75.64583333333333
70,64,56.652
70,65,94.07533333333333
70,66,74.36883333333333
70,67,95.8785
70,68,65.08533333333334
70,69,76.87533333333333
7,1,72.482
7,10,71.03766666666667
7,11,44.772333333333336
7,2,65.2575
7,3,76.85166666666667
7,4,50.3795
7,5,70.96466666666667
7,6,47.66283333333333
7,8,70.0425
7,9,60.20816666666666
80,81,79.4435
80,82,72.2785
80,83,79.81233333333333
80,84,69.83016666666667
80,85,81.22316666666667
80,86,81.53666666666666
80,87,84.8415
80,88,82.5315
80,89,52.39816666666667
80,90,81.82616666666667
81,80,59.49
81,82,42.9405
81,83,88.62
81,84,61.16133333333333
81,85,95.043
81,86,79.23966666666666
81,87,80.87216666666667
81,88,59.263
81,89,48.526666666666664
81,90,55.1845
82,80,69.348
82,81,49.88883333333333
82,83,71.35383333333333
82,84,47.327666666666666
82,85,61.546
82,86,59.144
82,87,77.03183333333334
82,88,64.62233333333333
82,89,54.301
82,90,67.03766666666667
83,80,73.0615
83,81,99.92216666666667
83,82,72.88966666666667
83,84,43.25066666666667
83,85,89.06683333333334
83,86,64.55216666666666
83,87,74.652
83,88,66.89616666666667
83,89,57.23683333333334
83,90,74.93666666666667
84,80,14.566833333333333
84,81,11.853666666666667
84,82,13.272166666666667
84,83,5.295166666666667
84,85,17.205833333333334
84,86,14.530666666666667
84,87,22.425666666666668
84,88,30.2705
84,89,50.093833333333336
84,90,9.493
85,80,55.70816666666666
85,81,73.181
85,82,63.53366666666667
85,83,74.16266666666667
85,84,40.08883333333333
85,86,52.65416666666667
85,87,72.79583333333333
85,88,56.29866666666667
85,89,71.3195
85,90,74.53183333333334
86,80,63.8325
86,81,82.76183333333333
86,82,53.4195
86,83,34.0385
86,84,42.2
86,85,59.37133333333333
86,87,76.31283333333333
86,88,77.98183333333333
86,89,59.721
86,90,79.074
87,80,77.855
87,81,99.37016666666666
87,82,98.05616666666667
87,83,49.7635
87,84,60.82366666666667
87,85,48.8355
87,86,70.06533333333333
87,88,85.10883333333334
87,89,67.33416666666666
87,90,80.08483333333334
88,80,79.82266666666666
88,81,77.12516666666667
88,82,24.065666666666665
88,83,83.86533333333334
88,84,56.758
88,85,63.6285
88,86,72.3875
88,87,87.13083333333333
88,89,46.82666666666667
88,90,75.70516666666667
89,80,50.5435
89,81,54.93266666666667
89,82,65.52033333333334
89,83,55.064
89,84,66.4075
89,85,67.06766666666667
89,86,65.72033333333333
89,87,61.588166666666666
89,88,62.07416666666666
89,90,60.13483333333333
8,1,75.14633333333333
8,10,84.4905
8,11,67.60383333333333
8,2,41.86333333333334
8,3,56.569833333333335
8,4,51.601166666666664
8,5,62.51733333333333
8,6,32.327666666666666
8,7,69.64666666666666
8,9,67.9345
90,80,53.2315
90,81,45.589
90,82,44.53933333333333
90,83,41.519333333333336
90,84,27.286666666666665
90,85,29.6255
90,86,44.205
90,87,31.043166666666668
90,88,33.345333333333336
90,89,46.062666666666665
9,1,72.14133333333334
9,10,51.98
9,11,49.05
9,2,26.87
9,3,31.647
9,4,33.94616666666667
9,5,45.438833333333335
9,6,31.7245
9,7,45.5015
9,8,69.1295
