num_bins,bin_size,betas,p-val
2.0,300.0,-0.14757306925234542,0.0001735410445514818
2.0,300.0,-0.17396086240219635,5.663727219439256e-06
2.0,300.0,-0.17179550165642737,8.921266763234349e-06
2.0,300.0,-0.1693055731626551,4.16574191860465e-05
2.0,300.0,-0.19012525288941606,7.139104851289205e-07
2.0,300.0,-0.17157136634911146,5.349485239445578e-06
2.0,300.0,-0.1670860576632046,1.8212560818067612e-05
2.0,300.0,-0.19199273159360447,7.657934168551115e-07
2.0,300.0,-0.18862101047769053,3.726740308358536e-06
2.0,300.0,-0.16949398985933942,5.319471846709389e-06
2.0,300.0,-0.17422281129883202,9.778018877811066e-06
2.0,300.0,-0.14441057772674465,0.00018009685763910213
2.0,300.0,-0.15759704850187703,4.12389606016199e-05
2.0,300.0,-0.2018463907923474,3.5005798136320215e-07
2.0,300.0,-0.1729292255402622,4.848477389811385e-05
2.0,300.0,-0.18348650054285265,1.7897478267641983e-06
2.0,300.0,-0.17619326775140676,1.6061175830501313e-06
2.0,300.0,-0.14848015699503186,0.00012726696417785
2.0,300.0,-0.1751309623688775,3.334660234007956e-05
2.0,300.0,-0.16904901783871057,4.040929345798627e-06
2.0,300.0,-0.16681165743422524,8.20967657553403e-06
2.0,300.0,-0.15275836357175337,0.0001431259169036714
2.0,300.0,-0.1574092522874742,7.523591531516492e-05
2.0,300.0,-0.14178880607596495,9.425173571109758e-05
2.0,300.0,-0.1594596255810907,3.231782070865982e-05
2.0,300.0,-0.12716696127222632,0.0006513027218588378
2.0,300.0,-0.14684587902579055,4.521076090750026e-05
2.0,300.0,-0.1860882046557304,8.879716125757024e-07
2.0,300.0,-0.19250348112635732,2.5041014058466355e-06
2.0,300.0,-0.1715498139457913,1.0951556758436762e-05
2.0,300.0,-0.1815042429554647,3.7124458761768454e-06
2.0,300.0,-0.18364127975414896,3.7415320020363326e-06
2.0,300.0,-0.16700379353012168,3.60962437780421e-05
2.0,300.0,-0.18311720086266636,7.956894969766655e-07
2.0,300.0,-0.1925818040485634,1.137857415851238e-06
2.0,300.0,-0.14264925119141114,0.00013078202747872364
2.0,300.0,-0.16186728049745958,1.1047398816055492e-05
2.0,300.0,-0.1622982621832774,1.683053735603278e-05
2.0,300.0,-0.18850865633280864,2.3569940168256203e-06
2.0,300.0,-0.1623418323364841,2.7395162494621624e-05
2.0,300.0,-0.16838561270492797,1.0188263672647385e-05
