subID,partnerID,num_turns_convo,num_turns_speaker,mean_gap_convo,median_gap_convo,mean_gap_speaker,median_gap_speaker,mean_gap_partner,median_gap_partner
40,43,164.0,82.0,328.1951219512195,303.5,327.3658536585366,323.0,329.0243902439024,301.0
43,40,164.0,82.0,328.1951219512195,303.5,329.0243902439024,301.0,327.3658536585366,323.0
30,24,159.0,80.0,136.23270440251574,151.0,56.3125,83.5,217.16455696202533,290.0
24,30,159.0,79.0,136.23270440251574,151.0,217.16455696202533,290.0,56.3125,83.5
4,7,183.0,92.0,98.09836065573771,184.0,214.7391304347826,221.0,-19.824175824175825,44.0
7,4,183.0,91.0,98.09836065573771,184.0,-19.824175824175825,44.0,214.7391304347826,221.0
6,7,167.0,85.0,483.88023952095807,379.0,570.5529411764705,379.0,394.0365853658537,380.5
7,6,167.0,82.0,483.88023952095807,379.0,394.0365853658537,380.5,570.5529411764705,379.0
4,5,119.0,60.0,158.6386554621849,172.0,182.93333333333334,187.5,133.9322033898305,126.0
5,4,119.0,59.0,158.6386554621849,172.0,133.9322033898305,126.0,182.93333333333334,187.5
107,102,137.0,69.0,114.43795620437956,140.0,51.26086956521739,99.0,178.5441176470588,251.0
102,107,137.0,68.0,114.43795620437956,140.0,178.5441176470588,251.0,51.26086956521739,99.0
62,60,148.0,74.0,330.56081081081084,266.0,272.97297297297297,230.0,388.14864864864865,276.0
60,62,148.0,74.0,330.56081081081084,266.0,388.14864864864865,276.0,272.97297297297297,230.0
23,26,117.0,59.0,239.82905982905982,244.0,209.71186440677965,223.0,270.4655172413793,262.5
26,23,117.0,58.0,239.82905982905982,244.0,270.4655172413793,262.5,209.71186440677965,223.0
28,26,90.0,46.0,304.76666666666665,313.0,201.08695652173913,222.0,413.15909090909093,359.5
26,28,90.0,44.0,304.76666666666665,313.0,413.15909090909093,359.5,201.08695652173913,222.0
67,70,174.0,88.0,115.5632183908046,191.5,155.92045454545453,185.5,74.26744186046511,196.5
70,67,174.0,86.0,115.5632183908046,191.5,74.26744186046511,196.5,155.92045454545453,185.5
88,86,156.0,79.0,326.7692307692308,238.5,289.11392405063293,248.0,365.4025974025974,214.0
86,88,156.0,77.0,326.7692307692308,238.5,365.4025974025974,214.0,289.11392405063293,248.0
87,88,128.0,64.0,257.625,192.5,298.15625,197.0,217.09375,185.5
88,87,128.0,64.0,257.625,192.5,217.09375,185.5,298.15625,197.0
66,70,133.0,66.0,285.593984962406,277.0,266.93939393939394,274.0,303.97014925373134,287.0
70,66,133.0,67.0,285.593984962406,277.0,303.97014925373134,287.0,266.93939393939394,274.0
41,46,138.0,69.0,471.3768115942029,383.5,462.536231884058,426.0,480.2173913043478,353.0
46,41,138.0,69.0,471.3768115942029,383.5,480.2173913043478,353.0,462.536231884058,426.0
60,63,109.0,55.0,206.45871559633028,207.0,289.9818181818182,221.0,121.38888888888889,161.0
63,60,109.0,54.0,206.45871559633028,207.0,121.38888888888889,161.0,289.9818181818182,221.0
102,106,184.0,92.0,553.9836956521739,374.0,524.304347826087,359.0,583.6630434782609,426.5
106,102,184.0,92.0,553.9836956521739,374.0,583.6630434782609,426.5,524.304347826087,359.0
66,62,109.0,55.0,167.77064220183487,280.0,377.58181818181816,365.0,-45.925925925925924,182.5
62,66,109.0,54.0,167.77064220183487,280.0,-45.925925925925924,182.5,377.58181818181816,365.0
8,9,158.0,79.0,81.15189873417721,135.5,34.08860759493671,107.0,128.21518987341773,185.0
9,8,158.0,79.0,81.15189873417721,135.5,128.21518987341773,185.0,34.08860759493671,107.0
107,103,135.0,68.0,116.99259259259259,142.0,166.47058823529412,152.5,66.77611940298507,115.0
103,107,135.0,67.0,116.99259259259259,142.0,66.77611940298507,115.0,166.47058823529412,152.5
6,2,161.0,81.0,148.2173913043478,211.0,233.62962962962962,220.0,61.7375,187.5
2,6,161.0,80.0,148.2173913043478,211.0,61.7375,187.5,233.62962962962962,220.0
83,84,132.0,66.0,252.9318181818182,226.5,251.25757575757575,299.5,254.6060606060606,225.5
84,83,132.0,66.0,252.9318181818182,226.5,254.6060606060606,225.5,251.25757575757575,299.5
24,23,112.0,56.0,323.01785714285717,277.5,401.5892857142857,438.0,244.44642857142858,222.0
23,24,112.0,56.0,323.01785714285717,277.5,244.44642857142858,222.0,401.5892857142857,438.0
88,83,84.0,42.0,178.91666666666666,214.5,64.97619047619048,150.5,292.85714285714283,264.5
83,88,84.0,42.0,178.91666666666666,214.5,292.85714285714283,264.5,64.97619047619048,150.5
70,62,115.0,58.0,271.4869565217391,248.0,167.68965517241378,167.5,377.10526315789474,297.0
62,70,115.0,57.0,271.4869565217391,248.0,377.10526315789474,297.0,167.68965517241378,167.5
70,63,106.0,53.0,402.9622641509434,429.0,326.0566037735849,270.0,479.8679245283019,439.0
63,70,106.0,53.0,402.9622641509434,429.0,479.8679245283019,439.0,326.0566037735849,270.0
87,86,152.0,74.0,184.82894736842104,167.5,208.86486486486487,199.5,162.02564102564102,125.0
86,87,152.0,78.0,184.82894736842104,167.5,162.02564102564102,125.0,208.86486486486487,199.5
41,43,239.0,120.0,365.2008368200837,317.0,373.0833333333333,319.5,357.25210084033614,317.0
43,41,239.0,119.0,365.2008368200837,317.0,357.25210084033614,317.0,373.0833333333333,319.5
27,26,160.0,80.0,451.05625,358.5,358.45,297.5,543.6625,514.0
26,27,160.0,80.0,451.05625,358.5,543.6625,514.0,358.45,297.5
60,66,125.0,63.0,262.928,283.0,246.06349206349208,281.0,280.06451612903226,291.0
66,60,125.0,62.0,262.928,283.0,280.06451612903226,291.0,246.06349206349208,281.0
28,22,127.0,64.0,222.79527559055117,277.0,328.515625,279.5,115.39682539682539,267.0
22,28,127.0,63.0,222.79527559055117,277.0,115.39682539682539,267.0,328.515625,279.5
43,46,131.0,66.0,458.5267175572519,434.0,531.1060606060606,525.5,384.83076923076925,328.0
46,43,131.0,65.0,458.5267175572519,434.0,384.83076923076925,328.0,531.1060606060606,525.5
22,24,124.0,62.0,181.49193548387098,234.0,161.5483870967742,266.5,201.43548387096774,223.5
24,22,124.0,62.0,181.49193548387098,234.0,201.43548387096774,223.5,161.5483870967742,266.5
102,103,178.0,89.0,386.30898876404495,290.5,336.92134831460675,290.0,435.69662921348316,294.0
103,102,178.0,89.0,386.30898876404495,290.5,435.69662921348316,294.0,336.92134831460675,290.0
6,3,126.0,63.0,384.1507936507937,342.5,338.87301587301585,346.0,429.42857142857144,338.0
3,6,126.0,63.0,384.1507936507937,342.5,429.42857142857144,338.0,338.87301587301585,346.0
82,84,153.0,77.0,224.01960784313727,249.0,95.97402597402598,147.0,353.75,392.0
84,82,153.0,76.0,224.01960784313727,249.0,353.75,392.0,95.97402597402598,147.0
