subID,partnerID,convo_flow,convo_enjoy,friends,speak,knew_before,know_now,common,similar,attractive,attracted_to,extraverted,fun,disclosed,comfortable_self,convo_order,round_robin_num,dyad,factor_1,factor_2,factor_3,factor_4
4,6,95,86,47,46,7,45,73,30,75,6,70,58,77,95,8,1,57,0.32415434624392825,0.11663334420113058,-0.7871419183303922,1.1048897756070573
4,7,98,95,83,56,0,53,90,86,92,4,39,87,72,89,9,1,64,1.1272200611624423,0.3131088091156977,0.21329533935340936,-0.5146338784182588
4,9,93,96,72,46,0,54,76,65,77,5,70,62,38,87,10,1,85,0.7582963172811362,0.3738427623176865,-0.34940143075784474,-0.26437086269844434
5,11,83,84,84,50,0,51,79,79,73,0,26,81,27,100,1,1,104,0.7835172995405486,0.28916123397659366,-0.056745757517339915,-0.9050750785056586
5,4,72,68,59,51,0,33,66,41,42,0,18,66,28,69,2,1,41,-0.03739129357525342,-0.2806271333611041,-0.7502679314382752,-0.34323183730954127
5,1,99,98,100,51,93,95,100,90,91,0,100,100,53,100,3,1,42,0.9252503004500627,2.181309343196243,1.2898486896692856,-0.012413623123546087
5,10,98,97,97,85,0,50,72,72,72,0,23,74,19,79,4,1,96,1.13294326513375,0.17963476546738008,-0.5267216082251268,-1.485944030863946
5,6,100,100,100,34,78,71,85,71,94,0,31,68,82,98,5,1,55,0.9090419591774294,1.4722003871190714,-0.13347976610657222,-0.5762775401159683
5,8,89,85,69,34,0,33,32,45,77,0,23,69,27,81,6,1,78,0.5013750817026874,-0.7441645313252756,-0.5964748007993196,0.3794598457574808
5,2,80,76,79,51,90,90,72,67,89,0,52,63,66,88,7,1,46,-0.255448685183473,2.368887195287844,0.49971760018601874,-0.36070740712971816
5,3,60,60,63,62,0,24,50,51,95,0,28,68,25,63,8,1,47,-0.36716485099483476,-0.9472684506714537,0.8587822526858614,-0.6138987060460203
5,9,76,86,83,51,15,50,77,77,67,0,38,73,66,97,9,1,88,0.6594467975550973,0.43954733977038934,-0.15758174456750657,-0.7951360594366169
5,7,81,90,89,51,0,56,66,59,49,0,35,70,51,83,10,1,68,0.5993838918035058,0.6671778137693785,-0.724319405790308,-0.5172748426509295
6,3,66,63,56,58,0,28,29,60,59,36,71,72,51,100,1,1,50,-0.10586148827287986,-0.7256793984520733,0.4107141561386402,0.471557731526658
6,2,100,80,80,65,71,51,65,78,70,51,76,100,75,100,2,1,51,0.7275396771017577,0.3556719283146799,0.989775627630369,0.5408150197888787
6,9,53,60,50,50,0,26,30,43,27,0,51,51,35,76,3,1,83,-0.48504927496381456,-0.5844945620752307,-0.7460896251741364,-0.1174305429601544
6,10,50,50,22,50,1,24,28,37,7,0,52,52,46,100,4,1,95,-0.686950726456378,-0.596124635222225,-1.3729870589732285,0.6417534039752243
6,1,87,68,80,49,52,63,52,61,46,7,81,69,50,100,5,1,54,0.04122354093462378,1.069421099474424,0.08136480786706372,0.18730312508555508
6,5,67,100,92,49,51,62,48,56,42,0,75,75,58,100,6,1,55,0.6501411800517198,0.8406503003386858,-0.48886491940555904,0.14716051454422488
6,8,68,56,50,67,0,72,34,67,18,0,76,45,47,100,7,1,77,-0.6354152520606217,1.5809396286898003,-0.9685491471247455,-0.20411696179082994
6,4,31,18,6,35,0,12,17,35,0,0,47,17,32,100,8,1,57,-1.7847105959421685,-0.6997023133692916,-1.3077580954440673,-0.122346154306528
6,7,15,7,19,51,0,26,27,6,9,0,51,27,39,45,9,1,69,-2.735316315574427,-0.0001215098010773057,-0.08309521561334877,0.10411036980245178
6,11,100,78,72,60,0,41,38,68,49,0,81,70,32,49,10,1,109,0.42030830680691367,-0.3316755598813831,-0.07516603383828938,-0.04037683725410449
7,8,100,100,100,71,6,24,63,65,62,0,74,76,54,100,1,1,71,1.5204328923031818,-0.9955724014367351,-0.36247397215216925,-0.5514821695367603
7,2,100,100,84,50,0,12,61,36,77,0,100,78,52,100,2,1,61,1.3425086893406308,-1.737140646143505,-0.0687769655209118,0.8341784740598023
7,11,61,52,11,51,0,15,29,0,17,0,64,58,0,79,3,1,107,-0.7817582713142252,-1.3146930538271264,-1.2508351849936015,1.568855089314395
7,10,100,100,100,51,0,45,69,100,75,0,84,100,5,100,4,1,98,1.6420813538982433,-0.46903198038001015,0.652670661165835,-0.5970146025422299
7,4,100,82,58,37,0,33,54,39,43,0,75,71,48,100,5,1,64,0.6721589411299658,-0.5716561396339902,-0.9758000535842574,1.1421185004132852
7,1,100,100,100,51,0,52,100,100,69,0,100,100,29,100,6,1,65,1.6214853812704053,0.07410442527912238,0.7556624049008028,-0.6275708380327402
7,9,100,85,51,51,0,26,24,34,0,0,54,71,27,100,7,1,87,0.8521627169828173,-0.9388938680381732,-2.2882877398471684,1.1553302641988183
7,3,100,100,100,51,0,47,66,70,52,0,76,76,34,100,8,1,67,1.3356962323720192,0.017325567181492526,-0.4925832250521611,-0.40285116289002176
7,5,100,100,100,51,5,36,100,100,53,0,82,94,39,100,9,1,68,1.8023446154256413,-0.4528826962476615,0.17538257119220638,-1.0226182287309438
7,6,82,60,21,45,0,19,27,27,68,0,58,27,32,78,10,1,69,-0.5490166132871219,-1.037280061030836,-1.0603554469754686,0.5250709005129455
8,2,90,89,58,32,0,19,31,24,76,0,86,100,5,100,1,1,70,0.8286103673173287,-1.8814372170951557,0.14112678562178957,2.23091773063704
8,7,90,88,87,58,0,57,87,78,28,0,41,89,56,95,2,1,71,1.022143271727393,0.7370219315293575,-0.7635889182160772,-0.5554785908053826
8,9,99,97,94,50,0,54,38,59,58,0,78,90,43,96,3,1,80,1.0672091371854102,0.05817497272764283,-0.21613720948789317,0.7786344001636248
8,10,96,96,75,55,0,60,78,66,54,0,62,88,42,89,4,1,91,0.9905090216091524,0.5392027360570558,-0.49744161329457987,0.22560484857799593
8,11,87,74,31,61,23,52,29,21,25,0,73,71,29,62,5,1,102,-0.24702950277461588,0.17349693705027971,-1.1987263695619728,1.7292348278455763
8,3,88,89,68,52,0,23,37,26,69,0,34,62,15,71,6,1,75,0.5201624097359008,-1.1565859996524654,-0.8774329817645465,0.2514124192473876
8,4,72,42,9,55,0,32,18,15,21,0,25,38,24,44,7,1,76,-1.3100123577237248,-0.2885201274650178,-1.572348906360113,0.7701483058997896
8,6,81,71,4,52,0,38,24,22,21,0,68,62,55,65,8,1,77,-0.36241810050059703,-0.41294056437135956,-1.724244596197983,2.109156379290819
8,5,28,31,18,95,0,23,20,20,17,0,33,38,33,25,9,1,78,-1.9394008106643394,-0.48902169160470965,-0.5628570847019035,-0.43792038865864014
8,1,100,100,90,69,0,31,32,77,59,0,97,100,12,97,10,1,79,1.5619837338342246,-1.2665148260012649,0.15456684438287135,0.335184955153462
9,8,93,90,84,64,0,59,38,60,58,4,75,77,61,84,1,1,80,0.6150853125148786,0.47791212401570066,-0.2719357830377804,0.46049191400905615
9,11,84,78,67,66,0,59,71,36,61,1,57,66,33,64,2,1,101,-0.04100463690560742,0.7174999381827945,-0.29786698267415107,0.08977557963021365
9,10,85,77,80,69,0,62,71,38,66,0,74,68,39,74,3,1,92,0.01276594038046413,0.8537181579644382,0.1013475943701842,0.08086254564179862
9,6,43,55,44,54,0,39,57,40,69,0,43,37,39,64,4,1,83,-1.074895477407144,0.14679234931709992,0.01120539820363497,-0.6999808459465356
9,2,53,46,59,55,67,40,57,39,62,2,59,60,28,34,5,1,84,-1.2038054481688787,0.175414433170652,1.1186494102114592,-0.4195308662409461
9,4,77,65,60,60,1,57,62,38,59,0,62,69,57,67,6,1,85,-0.4126458102923778,0.6959825681524379,0.05085308441941765,0.5252859718190782
9,1,85,79,78,65,10,64,57,63,71,1,61,69,70,77,7,1,86,0.14835250178529338,0.9477919829693436,0.08594008512907976,-0.08265594731943167
9,7,58,56,57,67,1,65,56,38,57,0,41,61,40,59,8,1,87,-0.983252984427773,1.168207575178189,0.09044447550930354,-0.0823072092975945
9,5,73,78,65,71,29,63,72,57,61,0,61,68,57,73,9,1,88,-0.03808056431796153,1.0072503855960868,-0.048237654199116214,-0.2557780788040857
9,3,65,40,40,68,1,44,39,29,57,0,26,61,33,78,10,1,89,-1.091500639921764,0.1931342217572275,-0.14858217586668518,0.3785360526115968
10,11,75,76,52,58,0,51,71,67,35,0,61,64,57,81,1,1,100,0.17076172578061627,0.5113572761726718,-0.7688710186248402,-0.24059957615489497
10,8,95,97,98,51,0,51,73,73,62,0,67,100,50,100,2,1,91,1.3050558545248152,0.06774599821201945,0.13607484206477863,0.1458473698241157
10,9,36,61,53,20,0,35,28,22,49,0,34,55,56,55,3,1,92,-1.0418230699646034,-0.19265121747417402,-0.17847437662569446,0.6588000864361087
10,2,93,92,84,36,0,49,53,37,90,0,60,79,51,97,4,1,93,0.6525905907227632,-0.043822619701145094,0.021069475526691483,0.997399012421432
10,4,56,75,79,39,23,56,42,39,78,0,38,61,69,60,5,1,94,-0.516886305598409,0.6926205387482245,0.3141351428481331,0.10750259031955935
10,6,49,52,44,28,43,49,36,37,72,0,55,49,46,20,6,1,95,-1.4902716524686566,0.4351480605352442,0.7917167571851206,0.2934297166623839
10,5,59,72,72,51,0,59,61,48,60,0,76,74,56,58,7,1,96,-0.4008026169181337,0.7176521344409289,0.6133818070899004,0.2741761747150293
10,1,53,47,24,49,0,44,21,0,49,0,60,37,20,21,8,1,97,-1.7924630407622213,0.12735406135194166,-0.30783689684309784,0.9913336189216447
10,7,100,100,100,51,0,69,59,76,78,0,58,100,76,100,9,1,98,1.1840576019412585,0.8054685831437126,0.16795552908646574,0.5295989505353933
10,3,68,68,55,31,0,35,21,26,86,0,74,75,73,60,10,1,99,-0.5046950641218254,-0.6730961691054371,0.7269138395957238,1.8259424053011222
11,10,100,100,72,44,0,25,86,78,58,49,60,61,74,100,1,1,100,1.3301276625962846,-0.5869961411496998,-0.7177778011397797,-0.5798264938843521
11,9,100,83,83,46,0,17,77,56,71,52,74,100,72,100,2,1,101,1.0710325284298756,-1.2483785942660064,0.8015647694913115,0.8642350541852649
11,8,100,99,77,51,7,24,55,47,70,50,63,100,58,100,3,1,102,1.2739354843100559,-1.1880340957105031,0.07457748982534539,1.2656906232774463
11,4,82,88,86,52,0,62,74,80,75,51,57,84,16,100,4,1,103,0.630905258269688,0.741524014911994,0.6210947460984865,-0.48623066670688714
11,5,87,89,74,57,0,18,70,61,77,51,71,79,67,84,5,1,104,0.8451048560838873,-1.1565263337452416,0.5206252207571351,0.10109280513349835
11,3,84,90,86,59,0,4,42,60,72,50,63,92,32,93,6,1,105,1.1285280758683596,-2.069748294499591,0.6131091780092061,0.1501135824903164
11,2,91,93,93,46,0,9,65,62,76,50,78,95,23,100,7,1,106,1.3311563629146281,-1.822006775806532,0.8707804509030214,0.13911022218776123
11,7,92,99,95,51,0,8,60,65,71,52,66,100,7,100,8,1,107,1.5688086088282462,-1.971953281513229,0.6140474147934224,-0.024562942844908935
11,1,100,100,100,50,0,35,71,82,72,50,80,100,36,96,9,1,108,1.490092420210076,-0.6641814547634564,0.8026532919386422,-0.03222410008480507
11,6,100,99,84,40,0,36,64,51,69,51,80,95,39,100,10,1,109,1.1785134730625806,-0.6281233011621514,0.2926821149117278,1.0576196076383373
20,21,60,61,62,55,52,56,45,52,72,0,56,58,54,54,1,2,121,-0.8097691711474142,0.7555204513748863,0.6202495798344686,-0.20261297998929345
20,25,100,100,100,51,0,64,100,76,66,0,80,100,83,71,2,2,157,1.1748811870047662,0.8124919822818112,0.49779852555385257,0.10553233305290664
20,26,53,53,51,52,0,45,46,47,70,45,38,42,55,54,3,2,172,-1.1756827905500653,0.4960253932464348,0.4440887021039021,-0.44130161196954115
20,28,79,67,57,37,0,64,67,53,39,0,75,76,52,85,4,2,190,-0.1626270842857258,0.9913273997719472,-0.1875991198947781,0.8208862352384141
20,22,85,78,74,53,0,68,58,62,67,0,80,78,57,67,5,2,133,0.0618793158190148,0.9612674458293551,0.42006694816940665,0.44422642244398086
20,29,66,67,58,32,0,70,43,57,36,0,63,64,53,68,6,2,205,-0.5354711422117553,1.2888092190972922,-0.33100537282550196,0.5129569244537935
20,30,100,80,66,31,0,70,70,67,52,0,81,73,35,72,7,2,212,0.3053361502291103,1.0884234161780657,-0.18537231490250483,0.47060358958366966
20,24,53,54,47,36,0,65,35,44,35,0,56,53,47,59,8,2,156,-1.1575274735755374,1.1872669314784192,-0.2875067477896883,0.4458717486037395
21,27,92,57,25,43,9,29,55,27,26,0,54,70,54,85,1,2,177,-0.17141702530049438,-0.5343047008037035,-1.1608199687887346,1.5213427955516465
21,22,89,83,76,68,0,41,34,67,73,1,45,61,9,86,2,2,130,0.5541407453843055,-0.34787919212776286,-0.39699092714531475,-0.7401212979813044
21,28,95,87,65,64,1,39,35,59,54,0,62,63,66,87,3,2,188,0.6626465858668301,-0.3153301103663313,-0.9373506309282088,0.260908259236146
21,20,90,91,95,42,38,54,46,67,90,11,84,87,52,95,4,2,121,0.7323592003755268,0.17089318241962353,0.9091797402856236,0.5167314723610574
21,23,89,96,96,50,33,45,66,66,60,2,58,64,53,83,5,2,138,0.9042736873105539,0.18206694149843652,-0.3862176282035441,-0.7846227731027651
21,25,86,99,97,49,20,37,65,69,71,9,64,75,32,91,6,2,160,1.123347184692981,-0.4108856565942756,0.05500152783770461,-0.6594677448711876
21,26,26,26,23,55,0,10,19,53,69,1,62,10,0,39,7,2,171,-1.9785901598924218,-1.1374859112766287,0.6868421412912932,-1.5372446928236614
21,24,73,60,20,43,31,42,8,5,3,0,38,46,4,44,8,2,152,-0.9639202886955455,0.005031453041704728,-1.968049556439915,1.294395026950321
21,29,100,97,99,52,0,49,59,19,52,2,19,75,58,91,9,2,200,0.8742927611176333,0.29315822200944497,-1.3160219934487674,0.4994164125797864
21,30,83,64,61,45,1,41,56,61,79,2,84,77,87,68,10,2,209,-0.12247191967563201,-0.16067334439829456,0.9273801293752204,0.7783225904823725
22,29,76,68,52,49,0,18,55,56,75,13,52,69,45,69,1,2,196,0.07464464281915677,-1.1915084951295931,0.33204351380565633,0.043975689860457204
22,26,63,62,62,50,0,50,63,64,76,4,78,79,57,67,2,2,167,-0.4023222069221425,0.25041750955690006,1.1849086478917286,0.23923116701654798
22,21,69,68,66,51,0,51,64,64,82,6,93,76,60,73,3,2,130,-0.20995527283156978,0.2547922033376633,1.203998420270025,0.31309030182107506
22,28,100,100,75,42,0,65,29,61,63,0,95,96,54,95,4,2,189,0.9496784146053623,0.3365818660670499,-0.16148557574111297,1.7452317634516739
22,24,74,63,38,46,0,50,26,27,48,0,50,52,48,82,5,2,155,-0.6222988264096493,0.3270933933609091,-0.9817394019515374,1.0998193524434963
22,20,100,96,95,51,0,67,83,88,75,3,95,97,66,96,6,2,133,1.1605539694332323,0.7930290298137167,0.6918964317197371,0.17606497228656914
22,23,96,97,98,42,0,66,89,91,72,0,90,91,80,91,7,2,142,1.1332341611792849,0.8947320890828565,0.5878948582218266,-0.08769998296436832
22,25,98,84,87,50,0,57,91,90,66,0,74,77,61,96,8,2,164,0.90030588262179,0.6725554792141829,0.21086148222125436,-0.6803994873157699
22,30,100,98,99,50,51,79,95,95,81,0,87,97,72,97,9,2,211,1.1345230867945562,1.4940327963715585,0.8422121916057833,-0.1762430736318425
22,27,26,24,21,63,0,35,27,22,48,0,28,30,41,21,10,2,184,-2.3940221109028945,0.12507985784979592,0.16747854143157956,-0.35242842518878426
23,21,92,69,61,51,13,30,59,59,66,0,83,65,38,92,1,2,138,0.3309916124713472,-0.637752326240733,0.10738796248785003,0.11488058891727679
23,24,20,14,13,70,0,7,9,9,16,0,15,13,23,0,2,2,151,-2.643722849422141,-0.9343134679675905,-0.5662238248907511,-0.8773122056267968
23,25,80,71,71,51,0,51,67,68,71,0,72,78,24,82,3,2,158,0.16679633215290277,0.20197919664932446,0.6097798867297091,-0.14430494823491272
23,29,87,80,69,50,0,51,67,65,61,0,56,63,27,84,4,2,199,0.3864890906049939,0.3351660281926993,-0.37921178108188514,-0.4598877385527082
23,22,89,84,69,51,0,51,72,75,89,0,88,77,19,75,5,2,142,0.5152930007674857,0.0030356679470005046,0.7656724314459676,-0.15295626087248285
23,27,63,65,51,51,0,51,53,48,49,0,42,57,33,57,6,2,180,-0.5596248358482413,0.4719692222553337,-0.3593650559561506,-0.19342326663855144
23,30,85,70,61,48,0,52,59,59,59,0,87,67,70,65,7,2,214,-0.08860943421612771,0.4092378476707057,0.22493564169524474,0.4780273253161222
23,28,56,47,37,74,0,29,36,37,51,0,41,50,37,36,8,2,194,-1.1140635445996068,-0.46383757163978967,-0.03808122825162446,-0.2765709640228352
23,26,59,51,57,60,0,33,46,55,85,0,64,60,32,54,9,2,176,-0.7893913315124194,-0.46923667308084055,1.1542611048556535,-0.4016554243339365
24,29,100,100,86,60,23,35,66,35,76,58,35,91,78,91,1,2,197,1.0333662857915598,-0.392321796490735,-0.12602162273114442,0.8724247163954747
24,30,84,68,56,70,0,23,55,27,60,52,39,65,16,91,2,2,206,0.030139939878676667,-0.8077410678318033,-0.3043133624219963,0.22833285525562141
24,28,99,99,99,51,0,33,66,31,59,51,99,98,86,92,3,2,187,1.0950139359177866,-0.5792036157556223,0.44693622291010693,1.5624236153280482
24,27,66,58,43,59,0,60,37,38,60,53,36,61,35,59,4,2,179,-1.0179242975538736,0.8816840266992226,0.10892552921711045,0.5530597230246078
24,23,70,68,53,55,0,58,58,29,55,56,62,59,53,56,5,2,151,-0.7558312511962268,0.9158873042559882,0.12018220396745977,0.6788442267791269
24,21,68,72,59,54,25,71,39,37,59,62,69,69,55,55,6,2,152,-0.783236332923026,1.3434421550116968,0.5152474466358877,1.0333224648311394
24,25,72,72,64,40,0,62,69,68,58,58,41,59,45,60,7,2,161,-0.3611932142389066,1.1631527802868935,0.21184842510542326,-0.4956198434163404
24,26,75,76,65,61,0,40,62,56,57,58,61,60,63,56,8,2,173,-0.10951044693946278,0.12113685438195335,0.23124069267171668,-0.2557397190735792
24,22,65,69,71,57,0,57,67,71,55,55,61,64,59,58,9,2,155,-0.3892661571890146,0.9454818692328358,0.6703900552196045,-0.6025671982779636
24,20,82,81,70,63,0,32,69,40,64,62,80,80,16,60,10,2,156,0.222321170815331,-0.584905409520543,0.7427187471350769,0.3181005091200284
25,20,88,99,95,63,0,35,76,65,70,62,82,91,76,80,1,2,157,1.0503549606272333,-0.40271312877407583,0.7918339396861317,0.1260206324207272
25,23,89,74,88,63,0,25,18,66,30,5,74,83,27,90,2,2,158,0.7245999239071408,-1.0560741921573493,-0.18804110440380575,0.07028640591421514
25,26,13,22,65,41,36,40,18,35,71,65,70,85,39,27,3,2,170,-2.3555429626967306,0.07172368568553547,3.2756050405661785,0.7533109127995451
25,21,85,82,67,70,0,27,77,80,39,9,69,82,16,89,4,2,160,0.9625649884990742,-0.8199127912020231,-0.2450435312659564,-0.7857693431193903
25,24,5,7,0,72,0,8,3,0,0,0,19,15,4,5,5,2,161,-3.000290291819601,-0.9076506682556594,-0.6937715539677309,-0.5835747519665286
25,28,87,100,100,64,0,66,100,79,62,62,83,97,31,79,6,2,192,0.9688965345846727,0.9707583661706444,0.9311482187721941,-0.47872491366907494
25,29,26,9,3,82,0,18,19,5,8,4,16,27,9,22,7,2,204,-2.620690604019025,-0.5096413965702293,-0.6944209913281192,-0.37137695156284156
25,22,74,87,89,41,0,23,66,70,87,73,76,87,24,71,8,2,164,0.6114215810406545,-1.0618084340657876,1.623968550687351,-0.2446641289706871
25,27,34,34,17,69,0,16,24,19,12,0,35,17,37,30,9,2,183,-1.8421397130144093,-0.5994991751281087,-1.1332767947256106,-0.6412144388101657
25,30,80,85,81,31,0,68,33,50,65,42,94,91,94,83,10,2,213,0.08137350236390241,0.9085569817717551,0.7537368427025952,1.9471451952618801
26,22,94,97,97,49,0,11,86,90,92,0,100,100,33,67,1,2,167,1.5745151878412973,-1.914492447589939,1.529420207943673,-0.6138291057675316
26,29,100,100,100,50,0,45,75,62,78,3,23,85,77,99,2,2,198,1.309395114035999,0.029580665622130027,-0.4454761107025865,-0.19570808684696944
26,27,100,100,94,50,0,59,100,75,69,2,63,97,94,100,3,2,178,1.334315795444286,0.6659766949822054,0.035512004957851825,0.17482454327565458
26,25,100,100,100,42,92,98,100,95,92,4,95,100,100,100,4,2,170,0.9369801796884254,2.449156935667683,1.2149601153858312,0.30043282896389956
26,21,62,89,84,44,0,59,58,77,87,23,41,80,44,97,5,2,171,0.39643643754415486,0.5655783416397929,0.5658756820320195,-0.4017807482003576
26,20,100,100,100,28,0,79,92,95,92,5,100,100,44,97,6,2,172,1.168657885903833,1.2062799878969694,1.1915129049917506,0.1967220034590178
26,24,100,100,94,34,0,75,79,32,52,1,57,98,68,100,7,2,173,0.9069460004474704,1.279721897862234,-0.6120637584846293,1.492391038325355
26,28,99,99,93,11,0,85,9,45,64,2,95,99,94,97,8,2,193,0.58809308440851,1.298771107257364,0.010075052243636787,2.8957361571102918
26,30,86,90,88,44,0,76,71,76,76,2,100,91,14,91,9,2,215,0.6115188966906295,1.057357044575523,0.8695181610491916,0.24414961387065204
26,23,98,100,98,43,0,81,87,95,88,1,100,100,30,96,10,2,176,1.1466866709026595,1.229126936557515,1.06487494698627,0.005258931572264385
27,21,78,79,75,65,11,32,74,70,57,23,64,65,57,62,1,2,177,0.36705850532875317,-0.29920030681554094,0.22614516392131476,-0.9152264880631592
27,26,82,86,82,63,18,68,90,84,72,22,67,75,56,67,2,2,178,0.37930235265639806,1.2240280667998162,0.6152039917785251,-0.8725447809742369
27,24,62,69,61,61,9,69,64,70,56,6,60,87,64,76,3,2,179,-0.2561967036365307,1.1477078846201505,0.5075950616263336,0.2498927141011463
27,23,75,73,74,72,10,68,65,76,65,35,63,66,64,71,4,2,180,-0.16014979357166872,1.3208242612683812,0.5057042864065798,-0.6208095310665671
27,30,65,66,58,66,23,60,66,62,42,42,59,70,55,62,5,2,210,-0.47352348417121265,1.0555270245380812,0.2848417030125055,-0.18801665846488827
