condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments
long,D,219,57,38,28,29.4,30.493,4,
long,D,221,59,59,54.731,57.551,61.112,3,good
long,D,227,72,70,31.11,32.049,32.803,2,
long,D,232,83,76,6.93,13.6,24.876,3,none
long,D,235,39,23,35.725,143.207,145.571,4,
long,D,236,61,56,7.068,16.608,25.182,4,
long,D,237,19,11,20.372,24.422,25.598,2,
long,D,238,72,83,9.904,20.558,26.435,6,
long,D,246,34,28,19.944,26.648,28.759,3,
long,D,248,43,26,16.833,19.31,31.497,3,
long,D,250,51,51,10.943,14.349,16.615,3,
long,D,252,46,47,25.099,32.261,33.838,5,
long,D,254,98,98,7.386,10.662,34.247,3,very interest
long,D,258,19,35,16.69,23.153,35.708,4,they both had a serious discussion.
long,D,259,61,79,2.033,4.224,40.441,2,
long,D,262,82,96,5.444,6.324,8.022,2,
long,D,266,46,38,14.537,17.685,28.152,4,
long,D,269,60,15,73.584,100.853,103.119,5,
long,D,274,60,25,2.03,18.27,26.625,4,
long,D,280,31,5,1.095,33.015,34.134,7,
long,D,287,21,68,115.606,119.247,205.365,4,like very much
long,D,288,70,86,8.079,9.912,25.645,3,
long,D,289,84,95,2.955,4.506,662.73,3,
long,D,292,84,67,35.961,51.312,65.476,5,finding about new people is enjoyed
long,D,293,61,37,471.095,482.401,486.812,2,
long,D,297,81,65,12.658,31.315,33.001,6,
long,D,299,70,61,52.557,75.674,77.614,5,
long,D,300,38,34,30.752,33.752,35.564,2,
long,D,301,68,65,33.944,37.022,37.277,5,
long,D,302,77,78,4.078,11.637,13.703,14,
long,D,310,36,14,22.137,30.313,31.555,4,
long,D,311,16,10,8.393,23.108,25.739,7,
long,D,319,63,27,22.196,31.708,36.07,2,
long,D,321,22,15,17.751,18.982,28.286,2,
long,D,325,69,78,1.619,4.424,8.058,2,
long,D,326,52,2,24.469,26.134,27.476,2,
long,D,327,53,51,29.844,33.719,34.938,2,
long,D,333,45,43,3.924,36.108,37.36,16,"Very stifled, but both made efforts"
long,D,334,55,32,9.527,22.119,26.178,3,
long,D,337,88,77,27.669,49.156,58.794,4,
long,D,341,35,27,7.249,9.865,43.79,2,
long,D,342,43,43,9.011,27.995,29.219,4,
long,D,346,68,74,6.866,8.322,33.552,3,
long,D,350,17,18,25.946,28.786,29.91,3,
long,D,356,66,89,33.809,36.166,61.953,3,great
long,D,358,68,84,26.889,29.599,31.424,4,
long,D,360,37,31,4.096,5.479,94.724,2,
long,D,363,41,44,16.038,20.622,25.262,2,
long,D,365,79,82,7.234,12.336,35.907,4,nice
long,D,367,36,29,70.473,76.832,81.209,2,
long,D,374,72,80,8.521,15.926,36.017,6,
long,D,376,45,37,21.58,27.805,29.488,2,
long,D,382,55,46,29.177,36.729,37.414,4,No comment
long,D,383,17,9,33.894,46.276,70.008,4,Seemed like they really wasn't interested in talking to one another
long,D,385,61,21,7.077,14.306,27.345,2,
long,D,389,43,26,26.13,33.305,34.364,3,
long,D,392,48,58,90.396,101.027,102.509,4,
long,D,393,27,49,9.94,25.321,29.392,9,
long,D,396,41,12,34.791,36.706,38.087,2,
long,D,398,70,65,67.389,72.65,73.873,3,
long,D,400,48,21,11.135,29.117,31.013,3,
long,D,402,34,18,12.967,28.295,28.948,7,
long,D,409,29,8,25.212,26.515,27.993,3,
long,D,410,22,9,40.51,42.746,43.376,4,
long,D,413,90,84,9.943,12.667,37.822,2,
long,D,418,36,37,14.918,20.406,27.928,3,
long,D,420,30,18,71.156,93.663,100.467,8,
long,D,422,57,56,3.901,24.519,25.417,22,
long,D,425,24,18,16.981,32.028,32.467,13,
long,D,427,39,42,26.073,27.48,28.714,2,
long,D,433,45,31,143.876,168.874,170.125,7,
long,D,434,46,29,7.757,22.719,25.382,4,
long,D,437,29,11,49.25,50.777,51.699,4,
long,D,441,49,48,11.635,13.584,17.219,2,
long,D,447,41,44,30.502,38.478,42.336,3,
long,D,448,78,69,183.483,194.451,198.926,5,clear
long,D,449,64,84,34.965,38.934,39.92,3,
long,E,4,69,67,7.219,23.806,27.9,9,It was a bit hard to hear the first speaker
long,E,5,60,75,2.774,4.385,5.584,2,
long,E,9,43,14,27.097,28.925,30.4,4,
long,E,11,75,59,30.913,32.972,33.825,3,
long,E,14,44,51,22.75,23.845,29.318,2,
long,E,16,50,47,21.304,23.353,28.766,2,
long,E,17,45,64,4.583,22.215,25.407,5,
long,E,19,56,33,18.31,19.597,29.712,2,
long,E,21,84,90,1.862,4.452,5.226,3,
long,E,22,24,45,17.035,21.166,30.245,2,
long,E,23,92,92,17.147,19.668,33.751,5,
long,E,33,36,32,31.982,33.725,35.256,3,
long,E,37,29,0,36.851,39.81,40.737,2,
long,E,39,100,100,10.885,12.31,28.007,2,
long,E,44,30,56,32.961,37.848,41.372,2,
long,E,53,43,25,31.4,34.334,35.508,2,
long,E,56,72,68,20.065,23.218,29.324,3,
long,E,59,14,20,5.403,27.751,30.828,8,
long,E,61,77,76,33.184,39.863,58.391,4,Content is Good
long,E,62,74,78,30.345,30.889,31.482,2,
long,E,63,90,75,32.146,33.62,34.453,3,
long,E,67,94,91,26.219,28.21,43.982,2,
long,E,69,81,72,19.454,20.757,22.429,4,
long,E,72,96,99,61.577,66.445,69.772,7,NICE
long,E,74,89,86,5.544,25.733,35.101,7,GOOD CONVERSATION
long,E,82,56,68,13.686,21.921,29.59,3,
long,E,91,42,48,6.351,16.239,23.347,5,
long,E,92,74,67,10.795,13.569,18.96,2,
long,E,93,64,49,31.582,32.601,33.601,2,
long,E,99,73,28,12.454,34.444,36.35,3,
long,E,100,65,41,48.33,51.244,52.826,3,
long,E,104,32,35,31.464,38.33,41.271,2,
long,E,107,58,56,22.068,33.906,35.207,3,
long,E,108,70,72,5.406,38.739,40.805,7,
long,E,115,74,78,26.434,38.109,42.592,4,GOOD
long,E,116,35,70,84.568,87.099,88.049,3,
long,E,117,60,76,21.477,27.77,60.047,2,
long,E,119,24,22,61.031,82.864,84.815,5,kind of hard to understand
long,E,127,68,79,6.404,38.973,41.718,3,
long,E,131,72,82,5.186,32.207,57.319,4,Clear audio 
long,E,132,83,73,31.263,33.75,36.432,2,
long,E,133,66,69,5.949,11.973,37.312,3,GOOD
long,E,134,74,83,33.274,38.196,40.151,2,
long,E,135,42,37,32.304,35.087,38.401,2,
long,E,136,15,13,29.546,32.427,33.406,3,
long,E,142,24,17,38.794,51.981,61.129,4,
long,E,144,40,39,11.845,21.469,29.206,4,
long,E,146,74,76,13.412,214.683,218.659,6,feel good to study
long,E,149,42,33,37.963,42.539,44.548,2,
long,E,154,92,91,85.193,187.982,188.707,8,no comment
long,E,160,33,40,10.481,12.497,31.113,2,
long,E,164,70,61,20.191,28.6,29.277,3,
long,E,165,57,22,439.861,519.052,521.06,4,"They're a bit hard to understand even with the audio turned up. I could make it out, but it's a bit slurred sounding."
long,E,171,44,28,98.154,100.274,101.457,2,
long,E,174,41,24,30.134,37.25,38.5,3,
long,E,176,83,91,30.591,33.761,39.172,3,good
long,E,179,99,100,6.645,10.178,14.313,3,nice
long,E,183,55,47,43.054,47.047,49.795,2,
long,E,185,27,22,29.959,33.566,44.298,3,second speaker was very difficult to hear
long,E,187,48,26,30.487,49.828,54.085,7,
long,E,188,75,76,32.001,38.429,39.699,6,
long,E,192,47,19,636.628,637.9,639.099,2,
long,E,193,88,82,4.901,8.354,43.957,3,
long,E,195,17,6,25.354,28.946,30.829,2,
long,E,196,64,64,24.296,31.651,32.497,4,
long,E,200,98,96,4.665,9.881,36.34,5,nice
long,E,204,75,91,30.965,55.927,67.671,7,nice feelings to shared
long,E,205,51,32,13.682,27.894,29.449,3,
long,E,209,73,84,40.286,42.834,43.675,3,
long,E,214,59,59,30.898,35.247,42.603,3,no comments
long,E,219,57,40,28.772,29.628,30.757,2,
long,E,222,37,21,33.67,37.2,39.327,3,
long,E,224,44,27,7.818,23.985,26.871,5,
long,E,229,81,77,48.385,51.458,58.79,3,Fair
long,E,231,74,89,262.66,266.789,275.083,5,good working communications.
long,E,234,45,35,26.9,29.238,30.913,2,
long,E,235,68,62,52.91,80.851,84.351,4,
long,E,240,60,63,31.807,32.993,34.06,2,
long,E,241,34,29,30.911,35.845,36.099,3,
long,E,243,54,30,16.045,25.869,29.179,3,
long,E,245,73,88,26.05,29.977,43.022,3,They sounded nice together. 
long,E,250,37,40,6.671,13.648,15.1,8,
long,E,253,36,32,71.767,73.063,73.748,2,
long,E,255,33,25,34.663,38.074,39.83,3,
long,E,257,56,51,40.033,43.142,43.577,5,
long,E,260,75,67,35.436,40.299,43.213,3,
long,E,263,93,100,2.718,6.64,22.139,3,Very interested.
long,E,264,98,96,7.049,70.961,83.416,3,nice
long,E,272,57,59,47.606,51.933,56.001,3,nice
long,E,273,59,77,34.107,37.201,40.794,4,not bad
long,E,275,62,72,32.903,38.991,40.567,2,
long,E,280,18,8,1.754,34.093,34.894,4,
long,E,283,88,75,29.978,33.725,34.926,7,
long,E,287,77,100,4.54,7.291,278.29,3,great audio
long,E,289,72,81,2.805,3.924,4.949,2,
long,E,290,35,14,147.172,155.964,157.352,5,
long,E,291,59,80,35.029,37.913,38.693,3,
long,E,292,39,72,44.881,50.685,52.256,2,
long,E,300,40,36,33.869,37.008,38.508,2,
long,E,301,58,57,24.133,25.38,27.143,2,
long,E,303,25,32,9.677,29.055,29.826,6,
long,E,306,0,15,2.261,3.165,32.764,3,
long,E,312,51,20,31.297,34.056,34.926,3,
long,E,315,20,7,28.454,36.446,37.972,7,none
long,E,322,83,92,8.461,10.249,33.237,2,
long,E,323,57,46,17.073,30.239,31.886,6,
long,E,328,80,86,5.809,8.841,9.692,4,
long,E,329,21,10,29.209,34.143,35.722,3,
long,E,330,77,63,21.029,23.999,29.455,2,
long,E,332,62,89,30.459,32.347,42.261,2,
long,E,334,61,65,27.115,29.448,30.349,5,
long,E,342,25,23,25.098,27.578,29.907,2,
long,E,347,18,9,8.537,10.805,27.993,2,
long,E,351,64,75,91.185,91.902,93.648,2,
long,E,355,71,62,2.673,4.073,30.581,2,
long,E,356,85,71,13.795,76.298,76.921,6,great
long,E,357,72,78,30.817,41.67,42.806,5,
long,E,358,100,75,114.574,118.01,121.804,4,
long,E,359,71,68,10.43,22.374,23.176,2,
long,E,362,54,55,50.218,52.459,53.281,4,
long,E,366,15,9,10.678,12.03,31.246,2,
long,E,370,76,73,15.47,22.748,28.466,6,
long,E,374,32,32,35.502,42.469,43.101,4,
long,E,376,60,56,19.814,24.035,29.927,2,
long,E,381,58,40,7.793,40.931,41.904,7,
long,E,384,60,68,28.425,30.329,31.296,2,
long,E,386,100,100,33.715,40.065,41.698,2,
long,E,387,72,47,20.757,24.654,38.593,3,
long,E,391,59,79,8.716,14.262,18.682,2,
long,E,393,32,42,9.985,22.377,25.741,7,
long,E,396,44,34,36.599,48.156,48.837,4,
long,E,399,86,73,10.063,26.75,66.64,3,The audio is very interesting.
long,E,402,41,26,28.242,30.01,31.273,2,
long,E,405,89,91,34.432,37.865,38.868,4,
long,E,408,56,60,28.251,30.295,31.6,2,
long,E,412,81,72,18.267,24.791,30.025,2,
long,E,413,86,75,9.335,11.58,56.04,3,
long,E,418,51,56,24.462,32.939,36.695,6,
long,E,421,51,10,15.901,19.533,50.613,4,
long,E,424,34,29,11.418,16.715,27.966,2,
long,E,426,78,40,69.043,72.435,73.566,4,
long,E,430,29,39,225.257,227.073,227.962,3,
long,E,435,44,57,13.089,18.697,29.689,2,
long,E,436,57,59,9.533,26.169,45.792,10,
long,E,437,8,0,35.465,36.553,37.163,2,
long,E,441,40,38,12.305,14.669,23.024,3,
long,E,445,85,84,29.708,31.181,32.096,3,
long,E,447,56,52,20.492,26.348,28.13,2,
long,F,4,36,73,8.113,25.3,30.665,5,
long,F,6,24,3,24.268,34.658,36.305,3,
long,F,7,64,34,5.969,7.704,38.174,2,
long,F,12,16,28,7.872,35.427,39.682,6,"Could barely hear the audio, sounded monotone for the most part."
long,F,13,100,99,14.003,16.884,19.301,2,
long,F,16,35,45,17.37,28.491,38.218,3,
long,F,19,26,9,73.308,90.62,91.842,5,
long,F,21,83,86,4.018,7.361,37.893,3,
long,F,24,73,66,25.969,34.344,36.796,4,
long,F,30,72,95,19.122,20.807,22.306,2,
long,F,31,74,74,9.651,15.308,33.199,5,They talking about thier age
long,F,33,27,28,8.914,22.272,37.277,3,
long,F,38,70,64,36.892,39.299,41.077,2,
long,F,42,30,21,32.611,34.194,37.692,2,
long,F,44,9,10,10.821,21.466,38.65,3,akward
long,F,45,33,38,6.308,81.941,85.51,11,
long,F,47,12,14,9.098,37.03,38.283,3,
long,F,52,28,40,5.67,36.558,36.994,8,
long,F,54,58,56,19.017,40.565,43.229,4,no
long,F,59,25,51,6.072,41.666,42.397,9,
long,F,66,45,30,18.856,25.904,47.348,5,
long,F,68,20,3,35.945,41.335,43.899,4,none
long,F,72,89,97,25.41,34.965,36.896,3,VERY WELL
long,F,73,15,9,62.772,69.129,79.1,3,they sounded very awkward
long,F,77,21,33,28.107,36.452,37.223,7,
long,F,80,90,98,3.682,7.466,42.874,4,
long,F,84,8,0,37.386,39.202,40.601,2,
long,F,85,44,54,40.172,45.188,49.084,2,
long,F,86,80,85,4.115,7.789,54.466,3,nice think
long,F,87,80,87,9.41,43.857,46.436,5,no
long,F,89,72,67,19.668,48.14,50.44,3,
long,F,90,7,9,9.996,27.629,32.34,2,
long,F,91,38,46,8.176,10.936,13.725,4,
long,F,95,42,74,42.73,45.547,49.288,3,
long,F,97,17,5,41.925,43.566,44.303,5,
long,F,103,45,56,16.683,43.149,60.499,8,"They seem stiff and awkward, yet seem to have a lot in common"
long,F,106,49,82,26.626,28.426,36.008,2,
long,F,111,87,87,18.467,22.331,76.312,3,good
long,F,118,69,85,9.025,41.513,42.773,8,
long,F,122,81,87,39.185,42.193,43.069,3,
long,F,123,95,86,5.998,38.243,47.986,3,clear reply
long,F,126,17,5,17.023,39.463,47.014,4,both sound bored
long,F,129,51,8,5.295,7.687,593.251,3,
long,F,131,77,73,18.999,55.655,64.917,4,clear audio
long,F,138,71,61,30.679,38.867,44.116,3,
long,F,139,100,100,53.895,58.239,84.929,4,GOOD
long,F,142,51,26,42.986,48.074,49.374,3,
long,F,143,81,83,5.163,12.21,20.75,3,GOOD
long,F,144,34,17,16.291,19.544,24.357,2,
long,F,146,81,76,3.886,60.06,64.427,3,good study
long,F,148,40,48,37.004,40.668,42,2,
long,F,152,96,100,36.652,38.984,40.179,3,
long,F,155,69,94,2.616,4.172,38.717,2,
long,F,158,30,30,39.574,53.886,62.041,3,Feels like forced small talk.
long,F,159,100,100,50.141,57.233,66.069,3,very nice
long,F,162,44,38,27.606,42.134,43.549,3,
long,F,169,54,59,46.853,49.001,50.614,4,
long,F,175,72,54,72.665,77.706,79.121,3,
long,F,178,40,35,33.739,35.552,38.521,2,
long,F,183,70,63,70.736,79.731,87.676,3,
long,F,184,16,0,16.061,36.01,38.103,4,that was awkward
long,F,186,66,84,3.001,44.086,44.953,5,
long,F,189,86,91,2.203,4.745,5.928,4,
long,F,192,42,10,517.794,519.569,524.368,2,
long,F,193,81,67,3.6,14.639,46.881,2,
long,F,198,57,67,43.173,44.133,45.089,4,
long,F,207,65,100,9.776,10.983,12.307,2,
long,F,208,32,8,39.605,43.509,45.509,2,
long,F,209,56,64,60.555,63.007,63.673,2,
long,F,210,47,32,59.03,81.192,82.629,8,
long,F,211,91,91,7.647,10.402,11.201,7,
long,F,216,85,78,64.881,67.096,74.411,3,clear audio
long,F,218,65,75,22.506,36.42,38.567,6,
long,F,219,46,24,26.885,34.879,36.759,3,
long,F,220,42,38,14.102,39.968,41.454,9,
long,F,223,75,76,37.908,42.725,54.541,4,Good
long,F,230,51,40,8.71,35.546,38.039,5,
long,F,234,32,18,34.214,36.84,39.569,2,
long,F,235,30,23,41.997,54.813,59.359,5,
long,F,239,37,17,35.922,41.738,45.905,2,
long,F,240,62,66,43.816,46.183,47.581,2,
long,F,244,59,58,37.246,39.724,41.824,2,
long,F,246,43,56,17.786,25.562,37.092,3,
long,F,249,77,79,4.508,41.636,49.109,6,best of thoughts
long,F,252,61,60,26.306,35.497,44.363,4,
long,F,254,100,98,34.647,78.855,81.082,6,interest
long,F,256,55,61,16.487,37.17,41.794,7,Okay 
long,F,259,68,58,411.733,415.817,450.81,3,
long,F,263,92,93,3.517,10.514,16.23,4,Good.
long,F,267,56,41,11.729,45.217,46.202,6,
long,F,269,84,86,40.661,44.513,47.661,2,
long,F,271,98,100,2.419,5.024,6.226,2,
long,F,276,25,34,10.981,13.287,40.09,2,
long,F,279,86,82,51.234,59.191,69.338,3,Not at all
long,F,282,100,71,43.091,45.891,47.232,2,
long,F,288,19,9,36.556,39.125,40.785,4,
long,F,289,88,93,4.752,27.035,29.659,7,nice
long,F,290,34,28,479.884,482.267,497.904,2,
long,F,292,33,5,24.394,31.377,33.193,3,
long,F,296,82,84,221.075,224.841,225.814,6,
long,F,300,33,40,41.4,44.396,46.464,2,
long,F,303,20,20,17.576,35.53,36.68,5,
long,F,306,29,0,3.465,54.552,55.296,3,
long,F,310,20,19,34.107,42.315,42.989,7,
long,F,313,26,17,12.188,33.752,37.057,8,
long,F,317,33,23,18.976,19.958,36.206,2,
long,F,319,69,36,29.15,30.671,38.952,2,
long,F,325,68,71,59.004,60.745,63.493,2,
long,F,327,55,41,54.285,57.978,59.39,3,
long,F,329,8,5,23.961,66.765,68.281,6,
long,F,332,27,20,55.699,57.082,71.373,2,
long,F,333,53,59,16.442,40.333,46.043,13,Started slow but started gaining momentum by the end
long,F,339,72,61,41.476,46.763,47.946,5,
long,F,340,50,50,12.927,63.492,64.461,7,they seemed slightly uncomfortable initially but were able to chat about something they have in common
long,F,341,62,60,25.831,46.35,46.721,5,too quiet
long,F,343,75,77,4.689,7.088,7.627,5,
long,F,346,47,43,9.059,12.501,79.838,7,
long,F,348,29,32,13.336,19.725,39.252,7,
long,F,350,33,33,37.001,41.235,43.503,2,
long,F,355,59,43,38.058,39.383,41.134,3,
long,F,363,45,46,19.11,37.47,38.757,4,
long,F,368,46,48,41.162,42.192,42.979,2,
long,F,369,48,34,97.121,110.394,123.354,5,
long,F,374,67,71,23.322,44.937,46.386,4,
long,F,378,45,84,3.749,7.549,10.054,4,
long,F,380,26,16,19.584,36.979,38.726,6,
long,F,383,36,24,46.207,93.259,94.481,5,I feel like they were off to a good start
long,F,386,71,72,42.675,49.168,50.642,3,
long,F,388,41,42,4.653,22.877,48.052,6,
long,F,391,38,42,18.393,26.575,35.911,3,
long,F,393,16,28,7.083,17.263,35.064,5,
long,F,395,36,16,7.304,21.486,38.953,4,
long,F,403,94,90,92.526,98.909,112.304,3,Shocked
long,F,405,17,10,126.986,133.158,134.428,7,
long,F,407,70,93,58.598,60.209,62,2,
long,F,409,57,45,27.67,29.062,37.649,2,
long,F,413,78,88,77.589,78.927,80.027,2,
long,F,417,88,81,65.166,70.253,73.748,4,Good
long,F,419,17,32,23.387,33.527,37.511,3,
long,F,422,37,36,4.743,34.645,36.241,43,
long,F,425,53,48,13.663,39.99,41.248,3,
long,F,427,18,35,14.866,38.391,39.523,3,
long,F,431,86,91,232.016,234.238,235.182,2,
long,F,434,39,56,19.628,38.923,51.86,6,Much quieter than the test audio
long,F,436,45,54,6.967,11.397,126.362,2,
long,F,439,51,51,27.31,59.079,60.899,6,"Rather stiff and awkward, but warming up."
long,F,443,37,45,33.125,42.277,43.259,4,
long,F,444,37,51,34.301,40.052,43.416,3,
long,F,447,79,82,13.303,18.936,22.514,4,
long,F,448,72,59,8.58,170.515,170.928,6,no
long,F,449,74,88,10.315,12.106,13.315,2,
short,A,2,68,67,7.594,16.919,17.895,4,
short,A,4,65,40,4.827,10.503,13.206,5,
short,A,6,52,11,10.458,15.77,16.511,3,
short,A,9,50,39,16.314,17.701,18.893,3,
short,A,13,100,100,3.263,5.858,8.19,3,
short,A,14,53,65,9.802,11.079,14.385,2,
short,A,24,71,83,17.869,21.831,23.283,4,
short,A,25,23,73,5.253,9.79,15.4,3,
short,A,29,76,92,114.619,117.44,119.269,2,
short,A,30,79,100,33.564,35.422,36.588,2,
short,A,31,74,68,5.844,28.445,30.885,4,They are trying to know and meet each other
short,A,33,37,42,10.942,16.981,17.967,2,
short,A,37,53,53,24.229,26.029,27.174,2,
short,A,40,84,74,8.489,12.111,22.968,3,
short,A,41,79,86,7.299,15.607,16.909,2,
short,A,47,21,6,18.826,21.918,23.647,3,
short,A,49,96,91,11.06,13.628,17.642,3,NICE VOICE
short,A,52,74,56,1.049,5.873,13.156,5,
short,A,55,65,66,18.601,23.2,26.775,2,
short,A,58,86,86,7.23,10.697,12.736,4,
short,A,60,94,80,28.299,31.997,37.677,3,good
short,A,62,78,76,1.624,2.854,24.085,3,
short,A,65,69,66,17.787,20.481,25.057,4,enjoyed
short,A,66,85,39,15.632,19.863,21.372,3,
short,A,70,55,46,10.21,14.651,16.173,2,
short,A,77,26,32,18.623,21.979,22.796,6,
short,A,78,51,34,7.042,19.677,23.255,6,
short,A,83,95,95,17.445,31.897,35.589,10,GOOD
short,A,86,77,83,17.781,21.252,24.448,4,nice
short,A,88,70,66,8.184,35.53,42.97,4,nice voice
short,A,90,78,85,11.371,13.582,14.965,2,
short,A,94,39,46,6.491,14.082,18.09,5,i like the audio output
short,A,103,67,56,9.851,15.882,17.862,3,
short,A,104,67,75,14.23,18.898,20.48,4,
short,A,107,63,58,5.702,9.107,16.208,3,
short,A,108,80,89,10.088,15.248,20.374,4,
short,A,109,76,64,6.838,11.587,15.859,4,
short,A,116,73,30,134.164,139.137,140.553,4,
short,A,120,80,82,16.27,74.068,74.858,5,nice think
short,A,121,74,79,23.519,25.437,26.899,3,
short,A,123,92,89,70.464,72.584,76.738,4,good
short,A,129,74,24,1.933,14.219,15.14,29,
short,A,132,70,60,17.349,19.199,19.889,2,
short,A,133,40,41,8.313,13.381,21.289,3,GOOD
short,A,134,97,83,17.877,23.783,24.88,3,
short,A,139,99,100,130.553,133.588,137.71,3,GOOD
short,A,140,33,4,17.182,23.604,26.35,3,
short,A,141,59,60,16.023,25.029,28.24,3,none
short,A,150,22,22,4.666,7.474,14.468,2,
short,A,155,71,94,10.247,12.599,14.198,4,
short,A,156,61,57,11.816,17.146,20.262,2,
short,A,158,54,47,22.429,25.036,28.57,2,
short,A,161,100,100,28.416,31.529,32.37,4,
short,A,163,81,91,18.839,20.31,21.156,5,
short,A,164,36,28,5.871,9.123,13.453,3,
short,A,166,85,61,14.125,114.308,115.154,5,
short,A,171,55,43,15.002,16.066,17.482,2,
short,A,173,78,68,14.865,16.734,17.697,3,
short,A,174,31,51,20.567,25.365,26.386,3,
short,A,177,59,57,11.55,14.841,16.297,3,
short,A,178,69,69,14.594,17.185,18.667,2,
short,A,183,81,83,20.508,22.756,25.306,3,
short,A,184,62,42,14.629,16.641,17.328,3,
short,A,186,45,37,1.678,12.843,15.055,4,
short,A,188,77,76,15.713,18.946,20.482,2,
short,A,189,78,87,2.171,4.283,5.831,6,
short,A,191,100,100,48.598,50.846,52.483,2,
short,A,197,88,80,2.872,16.945,19.367,14,good voice
short,A,203,60,53,21.449,23.341,25.599,2,
short,A,211,88,92,9.666,11.175,12.135,4,
short,A,217,43,34,31.563,32.913,34.224,2,
short,A,220,61,36,20.998,25.022,28.845,4,
short,A,223,80,73,16.001,34.779,41.725,5,Fair
short,A,226,52,31,15.91,22.004,23.267,4,
short,A,231,75,93,71.256,74.689,92.431,5,very excitement to talk
short,A,232,84,78,2.111,32.831,39.364,3,good
short,A,236,55,51,7.612,9.557,16.148,2,
short,A,238,72,73,6.145,18.723,19.584,4,
short,A,242,69,70,8.987,15.18,16.571,3,
short,A,246,66,78,17.192,22.115,22.818,3,
short,A,249,81,90,87.564,109.858,119.797,4,very good movement
short,A,253,36,24,8.115,10.905,16.047,2,
short,A,258,99,93,16.369,19.328,34.169,3,they both had an happiest conversation with smile.
short,A,259,81,63,3.548,5.373,18.82,2,
short,A,261,75,91,13.949,45.762,46.877,7,they sounded so intimate and happy
short,A,263,88,93,2.748,9.462,11.186,6,
short,A,264,100,99,23.357,310.997,316.128,4,good
short,A,265,73,56,2.926,4.808,82.565,2,
short,A,275,100,93,15.974,18.536,20.228,2,
short,A,278,70,69,25.908,52.602,54.068,5,
short,A,280,60,43,6.566,24.439,25.502,5,
short,A,283,84,94,31.982,34.226,34.457,4,
short,A,285,52,52,13.168,14.094,15.091,3,
short,A,286,68,70,12.96,22.455,32.981,5,clear
short,A,288,67,70,4.775,7.783,13.733,4,
short,A,293,59,53,13.977,21.008,22.501,2,
short,A,294,69,77,25.378,47.019,61.518,5,they sound like they are laying the foundation of friendship
short,A,297,91,88,8.754,16.53,17.712,2,
short,A,298,56,60,0.901,21.168,21.554,14,
short,A,299,84,88,109.683,114.968,117.799,2,
short,A,307,61,61,7.018,16.775,17.105,7,
short,A,310,35,18,14.055,16.798,17.855,2,
short,A,312,23,19,14.83,16.237,17.325,2,
short,A,313,19,14,5.969,12.009,13.808,4,
short,A,317,62,61,8.256,11.734,14.666,3,
short,A,321,84,76,6.167,12.621,16.812,8,
short,A,322,84,93,35.997,37.201,38.338,2,
short,A,323,73,82,10.43,16.87,19.597,2,
short,A,327,52,51,17.265,18.696,19.931,2,
short,A,335,63,44,18.872,24.452,27.007,2,
short,A,339,59,39,45.843,50.922,52.331,5,
short,A,342,43,38,19.038,20.757,23.294,2,
short,A,343,72,61,4.721,6.188,7.031,2,
short,A,344,84,63,16.12,18.096,19.092,2,
short,A,346,82,79,3.286,10.869,14.258,8,
short,A,347,65,57,4.966,11.488,13.239,3,
short,A,352,19,12,0.792,13.366,14.243,5,
short,A,355,100,55,14.524,15.914,16.672,3,
short,A,357,92,82,16.183,24.936,29.083,5,
short,A,360,67,60,6.032,7.263,8.491,2,
short,A,364,44,44,16.536,25.416,27.717,4,
short,A,368,54,57,17.644,18.566,19.294,2,
short,A,373,63,66,11.989,14.517,15.644,3,
short,A,374,87,88,4.691,13.276,14.365,6,
short,A,377,74,59,13.259,14.031,14.675,2,
short,A,378,82,41,4.865,7.727,9.951,3,
short,A,379,37,29,56.284,62.469,65.24,2,
short,A,385,67,39,4.453,24.133,24.952,3,
short,A,386,89,96,54.465,63.227,67.456,3,
short,A,390,7,6,6.314,15.392,17.026,3,
short,A,394,68,56,13.691,17.74,21.362,2,
short,A,397,69,67,9.336,14.154,15.803,3,
short,A,398,36,33,48.196,72.62,74.007,8,
short,A,405,80,72,5.083,40.953,41.551,6,
short,A,406,88,79,30.184,34.064,37.681,4,nice
short,A,410,14,22,3.119,4.44,17.219,2,
short,A,411,74,83,4.482,8.745,13.073,3,
short,A,416,97,73,4.82,9.476,25.779,4,very clear this audio
short,A,418,65,82,9.716,16.782,17.393,4,
short,A,421,67,51,15.287,18.583,20.178,4,
short,A,423,83,92,9.012,10.121,62.325,2,
short,A,428,61,41,33.41,40.198,43.581,5,
short,A,433,57,54,2.805,14.557,15.919,4,
short,A,435,60,64,9.522,13.962,15.501,4,
short,A,438,20,25,42.566,73.559,74.816,12,
short,A,439,57,51,12.1,18.163,30.031,3,Light and amicable
short,A,441,51,51,9.973,13.328,17.225,3,
short,A,449,69,78,28.786,30.865,32.106,2,
short,B,1,52,52,10.813,14.728,16.562,3,
short,B,6,72,59,18.794,20.285,23.628,2,
short,B,8,44,45,6.896,27.818,28.607,15,
short,B,9,54,13,15.749,21.326,23.022,5,
short,B,11,14,42,29.116,33.088,33.825,4,
short,B,15,83,81,17.968,23.206,24.458,3,
short,B,20,38,29,24.584,27.905,29.048,4,
short,B,22,63,60,16.961,24.102,26.067,2,
short,B,23,85,72,4.839,23.712,24.457,8,
