condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments
short,E,256,66,94,5.315,10.842,23.692,3,Nice 
short,E,265,75,64,8.682,41.307,42.687,3,
short,E,267,55,7,20.821,26.897,28.175,5,
short,E,269,80,65,18.618,25.635,32.401,4,
short,E,271,89,95,2.696,5.986,8.765,2,
short,E,276,61,43,13.306,16.924,22.248,2,
short,E,277,88,36,24.265,32.441,35.682,7,
short,E,282,100,65,28.763,30.979,32.42,2,
short,E,285,64,57,27.64,30.1,31.276,4,
short,E,288,44,13,19.912,25.05,26.823,5,
short,E,297,82,82,18.631,22.303,25.166,2,
short,E,298,65,69,0.873,24.063,24.5,10,
short,E,299,68,66,74.008,79.888,81.86,3,
short,E,302,74,86,5.615,7.571,9.138,5,
short,E,305,82,60,8.709,16.437,19.601,5,
short,E,309,81,61,48.252,61.676,63.775,12,
short,E,313,33,21,14.924,23.056,25.264,6,
short,E,314,51,51,29.65,33.412,36.572,3,none
short,E,316,60,85,18.711,22.747,24.283,4,
short,E,321,55,55,37,39.602,40.159,3,
short,E,324,42,56,33.367,53.215,54.146,3,
short,E,326,56,11,25.344,27.023,28.409,2,
short,E,327,65,54,25.06,26.349,27.542,2,
short,E,333,61,61,7.065,24.534,25.616,5,
short,E,335,34,24,27.738,30.122,31.78,2,
short,E,340,66,69,6.133,16.082,22.863,5,
short,E,341,46,29,6.724,16.404,25.35,4,
short,E,343,65,20,4.095,5.561,6.392,2,
short,E,346,59,54,12.367,14.669,26.287,5,
short,E,348,53,44,44.063,47.95,49.221,3,
short,E,352,20,26,0.656,16.016,22.221,5,
short,E,353,51,51,16.031,19.655,26.582,2,
short,E,360,26,27,8.408,9.694,10.711,2,
short,E,365,81,76,2.914,24.346,25.301,7,it is useful
short,E,368,78,29,8.76,12.748,21.418,3,
short,E,369,83,87,10.139,13.58,19.347,2,
short,E,373,33,26,25.961,27.465,28.518,2,
short,E,378,33,80,3.506,5.531,7.186,2,
short,E,379,77,71,24.133,28.803,30.499,2,
short,E,380,55,21,10.266,19.326,22.901,2,
short,E,388,51,56,5.433,13.387,31.563,3,
short,E,389,38,39,27.04,35.486,42.537,5,
short,E,390,22,6,20.421,23.944,25.257,3,
short,E,394,46,36,23.175,27.059,48.251,3,The one person didn't seem all that interested
short,E,398,83,84,17.677,33.19,34.277,6,
short,E,400,44,8,25.589,30.358,32.48,4,
short,E,401,51,35,2.636,30.892,35.46,3,
short,E,406,74,69,6.356,9.899,40.158,3,development 
short,E,410,30,40,3.52,4.636,24.881,2,
short,E,411,62,70,28.176,31.007,32.162,4,
short,E,415,71,71,18.384,23.153,29.963,2,
short,E,416,92,76,4.161,7.921,23.006,3,
short,E,419,56,44,24.341,26.345,27.726,4,
short,E,425,40,27,83.907,86.626,88.656,6,
short,E,427,62,79,12.183,14.623,22.033,2,
short,E,429,42,61,7.501,27.107,28.538,5,
short,E,431,94,78,22.835,27.593,28.064,6,
short,E,438,7,3,12.288,596.638,599.647,9,
short,E,440,33,13,24.687,30.015,32.085,3,
short,E,442,94,84,3.271,23.221,28.843,6,very calm speech 
short,E,444,7,30,39.067,49.763,51.238,7,
short,E,446,65,69,27.558,32.454,34.168,3,
short,E,449,67,76,25.446,26.469,27.472,2,
short,F,1,52,51,6.116,28.604,28.919,9,
short,F,2,64,65,12.673,21.038,22.133,3,
short,F,10,51,39,34.351,37.467,37.731,6,
short,F,14,51,59,16.473,17.411,30.173,2,
short,F,18,62,51,18.301,22.073,24.65,5,no comments
short,F,20,37,31,22.455,23.774,30.595,2,
short,F,22,48,44,13.453,30.748,32.202,3,
short,F,27,31,15,5.211,29.553,30.291,10,
short,F,29,44,18,3.889,8.452,9.493,3,
short,F,36,67,70,38.375,45.902,47.681,4,
short,F,39,0,0,16.91,20.929,29.856,3,
short,F,41,84,79,39.748,42.397,43.797,2,
short,F,46,70,59,2.092,4.712,15.008,5,enjoy
short,F,50,38,37,11.498,14.534,33.628,3,
short,F,51,86,78,29.265,31.298,32.042,2,
short,F,53,63,54,31.417,37.926,39.218,3,
short,F,57,78,86,33.875,38.29,40.697,2,
short,F,62,74,77,2.932,4.858,64.63,3,
short,F,64,83,84,31.457,33.699,36.15,3,
short,F,65,89,78,11.79,14.685,58.435,4,enjoy conversarion
short,F,67,93,88,18.833,20.695,35.072,2,
short,F,70,48,46,9.856,32.797,34.523,8,
short,F,75,81,69,7.12,13.992,28.245,5,GOOD
short,F,81,52,40,25.3,27.616,30.978,2,
short,F,82,57,57,22.334,25.348,30.887,2,
short,F,83,96,91,22.54,45.105,49.54,3,GOOD
short,F,88,64,75,54.069,60.683,84.738,3,clear voice
short,F,93,81,87,34.246,40.3,41.527,2,
short,F,98,63,75,3.799,5.927,9.133,3,nice
short,F,100,61,73,32.751,35.321,38.974,3,good
short,F,101,65,63,45.711,49.311,50.45,2,
short,F,104,13,20,37.072,41.17,43.958,3,
short,F,105,35,33,24.051,27.564,33.151,3,
short,F,108,78,88,4.694,10.574,13.564,6,
short,F,109,57,60,10.65,65.065,65.36,7,
short,F,110,64,68,29.384,33.792,35.01,2,
short,F,112,80,81,2.851,4.335,24.405,2,
short,F,113,70,58,19.501,34.295,39.252,3,good
short,F,116,33,66,107.949,112.831,114.675,2,
short,F,117,65,76,7.205,10.277,11.421,2,
short,F,119,51,51,39.4,44.99,50.476,3,better
short,F,127,78,82,8.105,35.45,37.531,2,
short,F,132,71,73,32.495,33.973,34.742,2,
short,F,133,66,63,33.149,44.83,53.936,3,GOOD
short,F,140,57,22,31.775,33.206,36.489,2,
short,F,141,69,68,170.966,175.839,179.61,3,none
short,F,145,60,60,28.128,32.443,34.504,3,
short,F,147,83,86,6.074,32.455,53.08,3,yes she is just unhealthy possition 
short,F,149,63,27,34.124,37.98,40.205,2,
short,F,153,87,66,14.633,16.389,51.369,3,
short,F,154,88,96,7.546,13.77,20.47,5,no comments
short,F,156,56,61,23.679,28.032,31.683,2,
short,F,160,66,62,29.391,31.956,50.73,2,
short,F,165,64,59,33.36,35.08,39.47,2,
short,F,166,49,51,100.013,105.838,107.213,4,
short,F,171,57,54,143.298,144.799,146.271,2,
short,F,172,56,51,7.482,15.09,33.631,4,
short,F,177,21,14,35.546,38.706,40.209,4,
short,F,179,89,93,5.091,8.799,22.78,3,easy in the work
short,F,185,57,51,30.921,32.379,34.11,2,
short,F,187,49,39,8.605,39.877,41.827,4,
short,F,188,74,72,55.372,60.589,62.461,3,
short,F,194,23,9,84.009,88.536,89.536,3,
short,F,195,22,0,7.3,21.912,30.5,4,
short,F,196,80,76,29.541,34.15,35.891,2,
short,F,197,88,70,3.23,7.262,30.519,5,good voice
short,F,203,57,54,34.566,40.421,43.732,2,
short,F,204,73,95,7.084,9.934,33.789,3,good response to the two persons.
short,F,212,61,60,33.832,35.76,38.064,2,
short,F,213,88,81,14.7,19.002,26.559,3,none
short,F,221,60,68,5.096,6.995,12.631,3,good
short,F,226,56,41,34.607,42.345,51.112,4,this one was super quiet
short,F,227,61,79,48.946,50.803,51.601,2,
short,F,228,58,62,24.306,28.975,31.745,5,
short,F,229,88,88,10.499,173.732,181.559,3,Good
short,F,231,82,68,86.625,88.924,96.183,3,good communicate.
short,F,232,83,79,4.51,7.148,8.865,3,
short,F,233,66,36,10.024,30.96,32.401,7,
short,F,236,64,55,13.517,22.343,31.248,3,
short,F,238,65,69,15.096,36,37.405,6,
short,F,242,63,62,32.723,36.087,37.293,2,
short,F,248,60,73,12.259,14.101,31.558,2,
short,F,253,22,24,8.388,11.188,29.168,2,
short,F,255,42,40,31.832,39.172,41.101,2,
short,F,257,100,100,31.452,36.64,37.053,5,
short,F,260,65,61,31.266,33.61,35.381,2,
short,F,261,35,0,4.289,7.153,12.897,2,
short,F,270,94,85,28.724,30.355,34.279,2,
short,F,272,64,62,20.714,25.082,28.634,4,good
short,F,273,56,73,30.391,34.031,39.491,3,not bad
short,F,274,66,77,2.798,13.419,32.152,4,
short,F,280,37,28,2.778,43.05,43.989,5,
short,F,283,43,32,31.287,37.288,38.4,7,
short,F,284,37,19,21.173,32.166,33.47,5,
short,F,285,75,63,21.68,24.004,28.804,5,
short,F,287,86,100,18.887,21.467,66.166,3,very audio is like
short,F,293,35,30,29.183,84.029,85.253,3,
short,F,297,80,74,24.084,34.012,34.946,4,
short,F,299,60,57,78.151,79.893,81.726,3,
short,F,301,59,60,36.506,39.951,40.725,2,
short,F,305,60,71,49.125,51.621,53.109,3,
short,F,308,100,86,22.445,65.613,67.189,3,
short,F,312,15,15,32.141,32.869,34.001,2,
short,F,314,64,63,35.125,37.666,39.334,2,
short,F,315,78,60,33.073,37.163,38.67,4,none
short,F,320,55,57,3.548,34.178,36.662,6,
short,F,323,65,59,26.999,32.822,34.072,3,
short,F,330,75,62,33.143,35.918,57.066,2,
short,F,335,65,74,36.518,38.992,43.31,2,
short,F,336,99,98,19.247,21.917,142.79,4,
short,F,337,88,85,13.422,29.714,32.007,6,
short,F,338,70,68,10.141,24.381,30.233,4,
short,F,342,45,53,25.45,27.481,29.666,2,
short,F,347,29,18,5.077,42.279,43.571,4,
short,F,353,81,82,23.97,29.492,31.012,2,
short,F,357,92,92,30.303,35.3,46.578,4,
short,F,358,82,97,7.56,33.576,34.425,4,
short,F,359,76,80,8.585,14.563,19.706,3,good
short,F,361,29,40,33.914,36.265,37.147,2,
short,F,362,65,62,31.858,33.233,34.286,2,
short,F,365,75,82,22.201,24.986,34.546,4,nice think
short,F,366,27,32,8.33,20.891,31.448,3,
short,F,373,57,56,35.014,37.446,37.659,3,
short,F,377,69,72,46.209,48.351,48.909,3,
short,F,379,62,57,255.438,257.879,259.151,4,
short,F,381,69,78,21.017,37.645,38.96,8,
short,F,382,68,65,32.075,37.186,37.863,4,No comment
short,F,385,55,63,23.264,25.166,30.693,3,
short,F,392,61,35,171.495,174.891,177.071,2,
short,F,394,63,30,32.167,53.557,54.84,4,It sounded like they were meeting for the first time but enjoying the initial conversation
short,F,396,69,58,40.691,44.655,46.136,3,
short,F,397,51,42,11.655,15.135,30.16,2,
short,F,402,43,25,15.112,35.832,37.654,3,
short,F,404,96,95,4.963,44.356,255.692,7,interesting
short,F,406,76,83,9.732,67.597,78.152,4,very important
short,F,411,94,90,4.585,12.219,36.469,4,
short,F,412,80,92,11.429,21.546,29.171,2,
short,F,416,92,91,4.428,34.548,43.306,5,the man speak with someone
short,F,420,43,3,23.007,31.034,33.646,5,
short,F,421,82,75,21.938,29.958,31.963,7,
short,F,424,44,34,29.169,31.626,33.614,2,
short,F,429,15,14,18.286,27.936,33.577,4,
short,F,430,39,15,35.794,37.346,37.711,3,
short,F,432,89,88,14.017,19.912,42.416,5,nice to work on the audio
short,F,437,41,24,44.229,45.36,45.948,2,
short,F,440,62,75,43.125,45.96,48.45,2,
short,F,445,78,79,33.507,35.629,36.373,3,
short,F,446,74,38,58.825,60.124,61.563,2,
short,F,450,72,84,20,31.084,32.347,4,
control,A,1,50,49,3.662,13.703,14.576,8,
control,A,3,10,18,9.457,12.569,15.07,2,
control,A,5,71,87,3.357,6.836,8.891,3,
control,A,7,69,61,25.044,27.467,29.565,2,
control,A,8,83,89,7.756,17.011,17.891,5,
control,A,10,44,35,12.929,23.971,24.764,4,
control,A,12,58,49,10.968,17.65,19.047,6,
control,A,16,43,40,18.331,19.915,21.537,2,
control,A,17,65,79,5.808,7.434,12.496,3,
control,A,20,27,25,15.665,17.52,18.67,3,
control,A,21,89,92,27.066,28.714,33.323,2,
control,A,23,51,58,4.017,15.412,16.07,5,
control,A,26,66,57,30.9,32.49,36.684,2,
control,A,27,49,24,1.558,27.875,28.655,19,
control,A,28,65,40,16.807,25.591,29.632,3,none
control,A,44,100,66,14.145,22.657,24.97,2,
control,A,45,49,32,9.588,32.544,37.363,8,
control,A,46,88,78,21.406,25.738,31.614,3,good
control,A,50,43,43,24.786,26.88,27.866,4,
control,A,59,45,49,5.717,19.238,21.15,8,
control,A,63,75,56,29.811,31.489,38.831,4,
control,A,64,85,85,22.1,25.519,27.588,4,
control,A,69,84,76,0.743,6.022,8.501,12,
control,A,71,22,5,19.876,22.839,24.611,2,
control,A,73,28,4,19.173,20.532,21.948,2,
control,A,74,80,87,2.926,5.339,25.972,3,good
control,A,75,68,93,18.545,20.066,35.377,2,
control,A,76,59,60,17.016,21.835,23.141,4,
control,A,80,94,85,4.533,7.44,18.204,3,
control,A,81,48,34,20.222,21.974,23.133,2,
control,A,85,51,38,23.764,28.59,30.481,2,
control,A,91,68,75,1.766,23.462,24.668,5,
control,A,93,64,49,18.5,19.94,21.401,2,
control,A,95,72,28,28.173,32.422,36.79,4,
control,A,96,75,65,12.213,13.873,16.663,2,
control,A,101,65,58,74.276,76.279,77.394,3,
control,A,102,11,0,16.464,30.382,32.397,6,
control,A,106,85,80,15.255,16.735,17.59,2,
control,A,110,65,64,41.778,45.635,47.609,2,
control,A,111,90,80,8.323,17.592,23.394,5,good
control,A,114,32,45,14.651,16.962,17.491,3,
control,A,115,36,61,12.366,26.943,33.305,4,GOOD
control,A,124,64,63,13.14,20.571,20.918,6,no
control,A,125,66,66,5.184,8.087,21.288,2,
control,A,130,88,77,115.882,118.067,121.254,3,good
control,A,131,77,73,5.742,33.382,48.702,3,good audio
control,A,135,81,67,37.887,42.008,47.267,2,
control,A,136,71,75,33.421,35.568,36.854,2,
control,A,137,80,21,4.98,11.969,22.499,5,sorry no
control,A,142,87,32,10.624,44.703,46.852,6,
control,A,143,92,93,4.353,9.218,15.464,4,GOOD
control,A,146,71,75,2.485,11.813,20.066,3,improve in the survey
control,A,148,61,60,24.563,28.258,30.89,2,
control,A,149,60,53,22.86,26.892,28.869,3,
control,A,153,32,13,13.743,227.874,228.33,3,
control,A,154,89,98,15.624,26.055,27.401,5,no comments
control,A,160,62,49,16.069,17.407,18.19,2,
control,A,162,23,17,15.339,17.746,18.544,2,
control,A,169,85,90,23.76,26.512,27.733,6,
control,A,172,53,36,6.619,13.427,15.557,2,
control,A,176,78,100,23.412,28.267,32.833,4,Nice
control,A,180,50,39,20.029,21.973,23.846,2,
control,A,181,57,55,16.56,17.666,18.992,2,
control,A,185,44,23,16.538,20.27,22.805,3,
control,A,187,49,37,6.8,30.385,35.244,5,
control,A,196,92,93,14.977,19.145,20.665,4,
control,A,199,63,60,5.168,7.538,17.642,3,
control,A,200,97,97,7.273,9.538,28.951,3,nice
control,A,201,50,50,16.259,17.504,18.132,2,
control,A,205,93,91,42.093,44.331,45.78,2,
control,A,207,80,98,5.442,8.306,17.992,3,
control,A,209,64,40,105.95,108.172,109.421,2,
control,A,210,67,69,23.135,24.995,28.383,2,
control,A,212,70,71,35.645,41.725,42.953,4,
control,A,213,84,78,5.114,7.241,11.284,3,good
control,A,219,56,54,17.422,18.672,19.463,2,
control,A,221,64,80,12.564,19.289,23.117,4,good
control,A,225,60,40,32.587,37.085,39.408,2,
control,A,230,55,51,15.524,19.136,21.395,3,
control,A,234,56,42,19.525,22.805,23.977,3,
control,A,239,60,56,20.667,28.351,31.316,2,
control,A,243,67,62,22.572,25.427,28.198,2,
control,A,244,54,43,22.326,24.858,26.603,2,
control,A,247,22,34,10.871,14.403,15.242,4,
control,A,248,41,25,10.129,19.116,21.27,4,
control,A,254,99,98,8.7,12.441,29.191,4,nice
control,A,255,68,69,21.025,26.256,28.894,2,
control,A,256,68,81,6.641,26.832,30.44,7,Nice 
control,A,257,75,29,16.764,24.703,25.776,4,
control,A,262,90,84,3.647,5.774,13.105,3,good
control,A,266,54,60,5.949,7.828,16.401,2,
control,A,268,83,86,4.165,7.535,9.358,2,
control,A,269,81,82,21.39,22.833,24.942,2,
control,A,271,94,91,2.708,9.37,14.051,5,
control,A,276,61,57,30.779,31.943,32.82,2,
control,A,279,41,40,16.062,30.114,33.214,4,No
control,A,281,44,15,41.156,46.744,48.499,4,
control,A,284,39,24,7.077,17.771,19.166,3,
control,A,287,76,81,3.945,7.499,21.64,4,great like
control,A,289,86,95,3.21,5.834,22.853,4,nice
control,A,300,37,35,26.248,29.166,31.108,2,
control,A,301,65,65,17.449,19.163,19.5,3,
control,A,303,61,69,7.721,14.904,16.227,5,
control,A,305,70,61,31.841,34.087,35.327,2,
control,A,309,75,61,17.919,21.491,23.515,4,
control,A,311,28,16,15.214,16.65,17.6,3,
control,A,316,39,20,21.734,24.25,25.926,2,
control,A,318,80,63,90.299,93.95,95.069,5,
control,A,319,72,64,16.049,18.624,21.033,2,
control,A,320,58,42,7.48,11.744,18.953,4,
control,A,324,41,43,9.012,13.512,17.13,2,
control,A,331,36,24,17.584,20.599,21.98,2,
control,A,333,62,55,28.357,31.07,42.494,3,They both seem hesitant but not opposed
control,A,334,53,53,24.019,25.043,25.741,3,
control,A,337,88,51,6.171,20.892,23.238,2,
control,A,338,77,63,8.813,15.687,16.883,4,
control,A,341,46,49,4.179,6.714,34.12,2,
control,A,349,58,54,6.297,16.679,18.191,2,
control,A,353,25,26,13.527,16.133,17.578,2,
control,A,354,74,69,37.207,45.065,47.111,4,
control,A,356,95,83,3.729,11.194,177.405,6,excellent
control,A,358,100,86,28.717,30.994,31.764,3,
control,A,359,65,66,4.872,20.253,23.938,3,nice
control,A,365,75,82,8.876,12.247,17.592,4,nice
control,A,366,56,38,10.931,12.402,18.154,2,
control,A,367,57,47,11.756,14.046,15.541,2,
control,A,372,44,36,1.362,23.783,24.417,8,
control,A,375,60,61,13.869,22.556,27.253,3,good
control,A,381,43,38,5.122,20.061,21.939,6,
control,A,382,70,61,14.408,57.472,59.472,13,No comment
control,A,388,29,51,4.753,10.175,19.092,3,
control,A,389,53,26,23.873,29.011,32.123,3,
control,A,392,56,58,45.64,48.1,50.791,2,
control,A,393,56,59,9.684,13.112,14.093,2,
control,A,395,68,23,16.461,21.616,22.625,3,
control,A,400,71,28,17.413,24.049,27.113,2,
control,A,402,50,45,6.059,16.307,17.56,3,
control,A,403,88,80,35.555,43.554,49.661,6,Nice
control,A,409,45,60,17.723,20.538,22.226,3,
control,A,412,88,74,17.33,19.088,20.243,2,
control,A,413,81,68,5.548,6.878,16.326,2,
control,A,417,87,89,20.192,23.837,27.153,3,Good
control,A,419,36,30,16.687,23.117,26.706,3,
control,A,424,56,46,19.214,22.106,23.6,2,
control,A,427,65,63,15.649,18.999,19.706,4,
control,A,430,65,35,36.791,42.346,42.703,6,
control,A,432,83,89,57.981,78.874,83.823,6,better well done in the audio effect
control,A,434,48,24,14.271,16.325,17.488,2,
control,A,440,33,60,19.52,35.085,36.414,4,
control,A,443,41,29,12.458,23.006,24.018,4,
control,A,448,84,73,7.419,14.067,16.691,4,no
control,A,450,73,80,15.78,23.834,24.999,4,
control,B,4,80,64,5.477,26.097,26.748,6,
control,B,5,67,60,3.596,5.216,6.839,2,
control,B,13,100,100,11.595,43.599,44.902,6,
control,B,16,53,43,24.301,26.525,28.002,2,
control,B,17,28,27,15.53,19.727,24.246,8,
control,B,24,69,75,28.208,30.943,32.342,4,
control,B,25,62,61,6.203,7.548,26.269,2,
control,B,28,64,57,11.328,14.745,24.96,2,
control,B,30,85,75,46.742,49.431,50.994,3,
control,B,31,60,95,24.452,31.403,47.904,4,They are talking to each other opinion
control,B,33,44,56,21.708,24.041,25.832,2,
control,B,35,82,83,30.08,33.332,35.001,2,
control,B,36,58,80,25.666,30.827,32.1,3,
control,B,39,65,83,7.379,10.259,26.332,2,
control,B,43,57,43,28.633,34.728,37.085,7,
control,B,44,51,40,34.187,43.505,46.059,2,
control,B,49,85,96,8.126,21.188,29.194,4,NICE 
control,B,51,74,60,14.559,16.087,17.754,3,
control,B,52,72,85,1.191,25.494,26.438,10,
control,B,55,68,56,24.189,28.901,30.893,4,
control,B,60,89,94,39.944,43.753,49.076,3,awesome
control,B,61,90,83,26.747,30.907,45.977,3,Nice Names
control,B,64,84,81,28.845,30.024,31.661,2,
control,B,69,74,96,0.914,3.639,4.26,8,
control,B,74,77,85,2.83,6.212,26.016,3,nice
control,B,75,73,92,7.938,9.381,19.966,2,
control,B,76,66,72,16.444,18.971,20.524,3,
control,B,90,67,64,15.673,25.128,30.29,2,
control,B,91,65,76,102.714,107.033,108.11,3,
control,B,94,100,100,41.465,51.752,87.15,5,"it's clear, i can here every word"
control,B,95,72,37,31.813,36.879,40.499,4,
control,B,97,56,27,26.075,27.671,28.855,2,
control,B,98,84,89,3.889,6.501,24.779,3,nice audio voice
control,B,99,100,74,8.322,31.42,32.441,7,
control,B,101,72,64,28.62,30.174,31.304,2,
control,B,102,13,7,11.37,72.868,78.842,8,"When Sloane said her name for the first time, the audio quality was pretty bad"
control,B,103,74,67,15.727,37.716,38.663,7,They seemed instantly friendly
control,B,104,94,98,14.063,16.546,25.189,2,
control,B,112,90,77,4.943,6.096,44.984,3,
control,B,117,69,72,23.552,26.314,30.631,2,
control,B,118,17,12,26.019,28.187,29.889,2,
control,B,119,21,19,33.658,36.655,39.459,2,
control,B,122,58,64,164.062,169.182,171.832,3,
control,B,124,81,71,12.765,15.79,29.063,3,no
control,B,127,86,86,32.439,37.71,41.167,3,
control,B,132,61,73,24.7,26.372,27.158,2,
control,B,133,51,68,45.344,50.022,53.894,4,GOOD
control,B,135,69,75,28.929,33.307,38.849,4,
control,B,136,87,84,37.824,40.131,40.641,2,
control,B,138,60,47,240.326,245.442,247.878,2,
control,B,142,100,82,38.478,42.613,43.898,3,
control,B,143,85,82,4.598,8.855,32.897,3,GOOD
control,B,145,58,60,20.938,25.221,28.555,2,
control,B,147,75,80,3.941,9.011,25.369,3,normaly speek to this good voices
control,B,148,58,58,25.636,27.94,30.069,2,
control,B,156,54,28,26.265,28.696,34.17,2,
control,B,160,52,44,39.261,40.674,41.296,2,
control,B,173,85,86,4.173,25.107,26.892,5,
control,B,175,45,44,32.669,36.703,39.057,4,
control,B,177,100,100,21.148,28.832,30.15,5,
control,B,182,42,39,28.138,29.425,30.07,3,
control,B,183,59,57,28.681,32.111,34.742,2,
control,B,185,53,47,29.431,30.927,32.242,2,
control,B,186,41,55,1.667,28.728,29.665,14,
control,B,192,51,41,24.147,25.517,26.56,2,
control,B,193,79,69,5.356,8.913,27.803,3,
control,B,195,35,9,23.977,26.202,31.411,2,
control,B,196,67,59,28.16,31.043,33.619,2,
control,B,200,96,94,3.807,6.495,32.784,4,
control,B,202,64,46,24.818,29.156,31.349,3,
control,B,207,85,100,23.846,30.423,32.859,8,
control,B,208,58,46,25.913,30.112,31.573,3,
control,B,210,72,73,30.155,33.523,38.187,2,
control,B,217,36,49,206.59,208.59,209.59,3,
control,B,220,43,52,15.467,25.529,28.223,5,
control,B,222,42,35,31.24,34.648,37.207,4,
control,B,226,61,44,24.802,32.074,33.327,4,
control,B,230,58,52,14.332,29.271,31.363,5,
control,B,231,93,77,3.936,8.136,27.669,5,good questionaries talking some.
control,B,232,72,88,3.345,7.897,9.327,4,
control,B,233,60,27,4.358,22.224,26.052,5,
control,B,242,65,65,26.225,28.195,29.05,2,
control,B,243,53,36,26.614,28.524,30.204,2,
control,B,246,86,66,15.722,20.434,23.874,4,
control,B,250,51,51,10.579,12.778,17.976,2,
control,B,253,46,47,14.414,18.606,23.267,2,
control,B,256,90,100,7.308,10.628,26.687,3,Good Conversation
control,B,261,23,0,6.795,9.385,11.16,2,
control,B,265,78,58,2.583,4.694,60.655,2,
control,B,266,41,46,18.68,20.528,26.951,3,
control,B,273,63,82,26.453,29.849,37.662,3,not bad
control,B,274,89,92,1.762,18.498,26.48,3,
control,B,278,51,51,30.5,40.021,41.001,4,
control,B,279,77,97,21.828,27.473,30.537,3,No
control,B,285,40,22,26.571,28.678,31.913,4,
control,B,287,62,92,2.985,7.596,784.074,4,nice
control,B,288,48,41,5.723,11.649,24.512,5,
control,B,291,62,39,16.568,23.661,24.883,5,
control,B,300,66,65,28.863,33.074,35.15,2,
control,B,301,71,68,0.038,450.558,451.053,3,
control,B,304,85,80,159.825,215.209,233.881,7,smooth conversation
control,B,305,59,46,7.049,14.849,17.409,3,
control,B,306,15,0,4.718,6.43,33.461,4,
control,B,314,62,51,28.139,37.414,52.086,3,they did ask questions about each other
control,B,316,57,52,26.284,27.201,28.31,2,
control,B,322,81,73,4.717,5.878,46.464,2,
control,B,324,77,62,17.73,20.041,24.348,3,
control,B,326,59,33,16.744,23.33,25.181,2,
control,B,329,56,53,42.976,44.832,45.676,3,
control,B,330,68,62,27.16,31.061,32.405,2,
control,B,337,73,56,12.522,21.772,25.202,2,
control,B,338,86,80,8.095,20.511,24.364,3,
control,B,339,85,69,26.192,32.217,32.943,6,
control,B,341,50,26,28.809,30.753,31.763,2,
control,B,346,33,31,6.265,11.13,64.884,8,
control,B,348,66,69,23.732,29.887,30.218,7,
control,B,349,71,56,8.008,17.212,23.757,3,
control,B,352,14,12,0.894,23.446,24.286,8,
control,B,360,56,67,10.144,20.111,21.511,3,
control,B,362,54,60,16.18,92,92.994,4,
control,B,364,50,51,21.659,24.307,25.629,2,
control,B,368,64,58,31.451,33.03,33.795,2,
control,B,369,56,55,7.03,19.721,21.756,4,
control,B,370,71,65,9.899,21.89,24.869,3,
control,B,376,56,53,24.65,27.414,29.471,3,
control,B,377,80,62,24.559,25.066,25.766,2,
control,B,381,61,35,5.908,32.769,33.818,10,
control,B,382,61,52,29.457,35.984,36.944,5,No comment
control,B,385,35,27,4.088,27.658,28.573,4,
control,B,387,60,49,19.608,25.04,28.864,3,
control,B,390,25,25,21.312,29.864,43.181,5,This felt a little more natural like they would continue to discuss things
control,B,395,61,44,11.958,32.1,33.208,6,
control,B,398,91,93,27.018,99.003,99.898,6,
control,B,400,32,12,29.446,31.872,33.506,4,
control,B,405,84,94,45.164,54.859,56.339,7,
control,B,408,76,65,23.937,27.022,28.922,3,
control,B,409,60,30,13.561,22.328,24.263,3,
control,B,414,82,45,22.59,26.734,28.54,3,
control,B,415,91,90,7.088,17.121,25.18,7,
control,B,419,26,17,23.663,25.585,26.946,3,
control,B,421,83,61,20.766,24.982,28.352,3,
control,B,422,51,51,3.776,27.438,28.469,7,
control,B,431,96,81,35.14,43.425,64.044,5,very interesting audio
control,B,433,61,57,1.905,21.213,23.512,6,
control,B,436,74,79,4.615,31.588,32.493,9,
control,B,439,62,62,19.679,21.75,25.559,2,
control,B,441,43,37,26.583,28.651,29.603,4,
control,B,443,63,55,17.808,23.943,26.542,5,
control,B,447,73,57,10.96,19.584,21.849,11,
control,B,448,77,79,7.993,13.671,24.425,4,i like that
control,C,4,68,90,6.4,32.857,35.132,6,
control,C,7,37,30,24.529,27.353,37.306,3,
control,C,8,53,51,8.806,21.84,30.864,7,
control,C,10,56,59,19.733,23.168,35.413,3,
control,C,13,100,100,2.159,7.931,9.368,4,
control,C,15,71,61,2.018,35.05,36.508,5,
control,C,29,65,30,3.966,6.255,7.338,2,
control,C,30,72,87,25.831,30.591,36.631,3,
control,C,34,57,63,5.379,39.35,39.561,15,
control,C,35,83,83,23.321,28.177,39.598,2,
control,C,41,89,90,38.77,41.417,43.067,2,
control,C,42,72,67,38.674,40.3,42.285,2,
control,C,43,65,73,17.409,38.365,40.185,7,
control,C,44,71,67,22.686,31.641,35.811,2,
control,C,46,71,69,4.663,7.201,10.105,5,enjoy
control,C,53,67,61,41.189,46.359,47.145,2,
control,C,56,68,81,17.068,43.84,44.368,5,
control,C,60,86,79,38.253,53.703,56.028,4,nice
control,C,62,78,65,4.183,5.217,49.596,3,
control,C,64,81,89,43.142,44.218,48.617,3,
control,C,66,93,68,9.236,29.19,37.389,4,
control,C,72,95,95,54.085,57.28,59.91,4,GOOD
control,C,77,72,55,39.362,40.624,41.778,3,
control,C,78,87,76,27.256,37.231,55.17,10,seemed to connect
control,C,82,77,65,38.886,43.386,48.516,2,
control,C,88,71,67,15.922,61.274,109.43,5,clear audio
