turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.000,00:03.552,0.0,0.0,3552.0,11.0
1,S2,00:03.817,00:06.646,265.0,3817.0,6646.0,6.0
2,S1,00:07.302,00:08.188,656.0,7302.0,8188.0,2.0
3,S2,00:08.836,00:11.272,648.0,8836.0,11272.0,6.0
4,S1,00:10.839,00:13.710,-433.0,10839.0,13710.0,10.0
5,S2,00:14.746,00:17.722,1036.0,14746.0,17722.0,12.0
6,S1,00:19.193,00:22.756,1471.0,19193.0,22756.0,14.0
7,S2,00:23.677,00:23.814,921.0,23677.0,23814.0,1.0
8,S1,00:24.382,00:44.684,568.0,24382.0,44684.0,62.0
9,S2,00:43.917,00:47.551,-767.0,43917.0,47551.0,10.0
10,S1,00:48.322,00:51.321,771.0,48322.0,51321.0,10.0
11,S2,00:51.887,00:53.058,566.0,51887.0,53058.0,7.0
12,S1,00:53.288,00:57.881,230.0,53288.0,57881.0,12.0
13,S2,00:58.256,00:58.422,375.0,58256.0,58422.0,1.0
14,S1,01:00.285,01:00.729,1863.0,60285.0,60729.0,3.0
15,S2,01:02.282,01:02.663,1553.0,62282.0,62663.0,2.0
16,S1,01:02.940,01:03.049,277.0,62940.0,63049.0,1.0
17,S2,01:03.430,01:07.412,381.0,63430.0,67412.0,14.0
18,S1,01:05.153,01:08.684,-2259.0,65153.0,68684.0,10.0
19,S2,01:08.934,01:09.912,250.0,68934.0,69912.0,8.0
20,S1,01:10.550,01:14.008,638.0,70550.0,74008.0,8.0
21,S2,01:15.256,01:23.024,1248.0,75256.0,83024.0,22.0
22,S1,01:23.361,01:24.686,337.0,83361.0,84686.0,8.0
23,S2,01:25.190,01:30.050,504.0,85190.0,90050.0,21.0
24,S1,01:30.228,01:30.747,178.0,90228.0,90747.0,3.0
25,S2,01:30.963,01:31.821,216.0,90963.0,91821.0,3.0
26,S1,01:32.015,01:36.549,194.0,92015.0,96549.0,21.0
27,S2,01:37.221,01:51.776,672.0,97221.0,111776.0,43.0
28,S1,01:52.602,01:53.831,826.0,112602.0,113831.0,5.0
29,S2,01:54.566,01:56.162,735.0,114566.0,116162.0,4.0
30,S1,01:56.821,01:57.400,659.0,116821.0,117400.0,3.0
31,S2,01:58.053,02:00.141,653.0,118053.0,120141.0,8.0
32,S1,02:00.448,02:00.852,307.0,120448.0,120852.0,2.0
33,S2,02:01.017,02:04.016,165.0,121017.0,124016.0,12.0
34,S1,02:03.901,02:04.398,-115.0,123901.0,124398.0,4.0
35,S2,02:04.847,02:13.925,449.0,124847.0,133925.0,25.0
36,S1,02:14.289,02:16.905,364.0,134289.0,136905.0,9.0
37,S2,02:17.210,02:17.261,305.0,137210.0,137261.0,1.0
38,S1,02:17.881,02:20.760,620.0,137881.0,140760.0,9.0
39,S2,02:21.409,02:35.873,649.0,141409.0,155873.0,43.0
40,S1,02:35.275,02:36.922,-598.0,155275.0,156922.0,4.0
41,S2,02:38.297,03:02.478,1375.0,158297.0,182478.0,62.0
42,S1,03:02.113,03:03.155,-365.0,182113.0,183155.0,3.0
43,S2,03:03.452,03:04.298,297.0,183452.0,184298.0,3.0
44,S1,03:04.570,03:05.776,272.0,184570.0,185776.0,6.0
45,S2,03:06.050,03:08.529,274.0,186050.0,188529.0,11.0
46,S1,03:08.382,03:08.872,-147.0,188382.0,188872.0,3.0
47,S2,03:09.217,03:09.465,345.0,189217.0,189465.0,2.0
48,S1,03:09.766,03:12.197,301.0,189766.0,192197.0,12.0
49,S2,03:13.047,03:13.515,850.0,193047.0,193515.0,3.0
50,S1,03:13.798,03:14.905,283.0,193798.0,194905.0,7.0
51,S2,03:15.333,03:23.695,428.0,195333.0,203695.0,26.0
52,S1,03:24.120,03:30.614,425.0,204120.0,210614.0,10.0
53,S2,03:28.933,03:31.514,-1681.0,208933.0,211514.0,8.0
54,S1,03:31.808,03:32.579,294.0,211808.0,212579.0,2.0
55,S2,03:32.263,03:37.317,-316.0,212263.0,217317.0,19.0
56,S1,03:38.552,03:40.616,1235.0,218552.0,220616.0,11.0
57,S2,03:41.148,03:41.783,532.0,221148.0,221783.0,3.0
58,S1,03:41.213,03:46.933,-570.0,221213.0,226933.0,24.0
59,S2,03:47.344,03:52.555,411.0,227344.0,232555.0,22.0
60,S1,03:52.762,03:53.179,207.0,232762.0,233179.0,4.0
61,S2,03:54.132,03:54.374,953.0,234132.0,234374.0,1.0
62,S1,03:54.736,03:56.859,362.0,234736.0,236859.0,6.0
63,S2,03:57.889,03:58.635,1030.0,237889.0,238635.0,3.0
64,S1,03:59.018,03:59.932,383.0,239018.0,239932.0,2.0
65,S2,04:00.114,04:24.597,182.0,240114.0,264597.0,67.0
66,S1,04:25.929,04:26.403,1332.0,265929.0,266403.0,1.0
67,S2,04:26.745,04:42.523,342.0,266745.0,282523.0,44.0
68,S1,04:43.262,04:43.509,739.0,283262.0,283509.0,1.0
69,S2,04:43.844,04:44.811,335.0,283844.0,284811.0,4.0
70,S1,04:45.117,04:51.384,306.0,285117.0,291384.0,21.0
71,S2,04:51.545,04:58.581,161.0,291545.0,298581.0,21.0
72,S1,04:58.810,05:00.521,229.0,298810.0,300521.0,10.0
73,S2,05:00.498,05:01.071,-23.0,300498.0,301071.0,3.0
74,S1,05:01.142,05:01.918,71.0,301142.0,301918.0,4.0
75,S2,05:02.055,05:07.140,137.0,302055.0,307140.0,16.0
76,S1,05:07.071,05:07.447,-69.0,307071.0,307447.0,2.0
77,S2,05:07.507,05:19.719,60.0,307507.0,319719.0,45.0
78,S1,05:21.005,05:24.028,1286.0,321005.0,324028.0,15.0
79,S2,05:24.423,05:54.145,395.0,324423.0,354145.0,75.0
80,S1,05:53.369,05:53.675,-776.0,353369.0,353675.0,2.0
81,S2,05:54.206,06:05.055,531.0,354206.0,365055.0,35.0
82,S1,06:05.526,06:07.870,471.0,365526.0,367870.0,8.0
83,S2,06:07.512,06:07.713,-358.0,367512.0,367713.0,1.0
84,S1,06:08.219,06:12.170,506.0,368219.0,372170.0,19.0
85,S2,06:13.795,06:16.165,1625.0,373795.0,376165.0,10.0
