turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.155,00:00.879,155.0,155.0,879.0,2.0
1,S2,00:01.020,00:01.610,141.0,1020.0,1610.0,1.0
2,S1,00:01.990,00:02.760,380.0,1990.0,2760.0,5.0
3,S2,00:02.820,00:03.290,60.0,2820.0,3290.0,4.0
4,S1,00:03.420,00:04.150,130.0,3420.0,4150.0,4.0
5,S2,00:04.570,00:05.300,420.0,4570.0,5300.0,6.0
6,S1,00:05.815,00:06.080,515.0,5815.0,6080.0,4.0
7,S2,00:06.720,00:07.920,640.0,6720.0,7920.0,2.0
8,S1,00:07.630,00:08.638,-290.0,7630.0,8638.0,10.0
9,S2,00:08.902,00:10.632,264.0,8902.0,10632.0,9.0
10,S1,00:11.405,00:20.382,773.0,11405.0,20382.0,31.0
11,S2,00:20.691,00:21.113,309.0,20691.0,21113.0,2.0
12,S1,00:21.429,00:32.701,316.0,21429.0,32701.0,42.0
13,S2,00:32.728,00:40.986,27.0,32728.0,40986.0,35.0
14,S1,00:40.942,00:42.330,-44.0,40942.0,42330.0,3.0
15,S2,00:42.409,00:47.841,79.0,42409.0,47841.0,16.0
16,S1,00:47.814,00:48.593,-27.0,47814.0,48593.0,2.0
17,S2,00:48.831,00:48.996,238.0,48831.0,48996.0,1.0
18,S1,00:49.620,00:54.530,624.0,49620.0,54530.0,16.0
19,S2,00:54.504,00:59.495,-26.0,54504.0,59495.0,18.0
20,S1,00:59.732,01:00.044,237.0,59732.0,60044.0,1.0
21,S2,01:00.345,01:03.772,301.0,60345.0,63772.0,16.0
22,S1,01:03.343,01:16.748,-429.0,63343.0,76748.0,28.0
23,S2,01:17.812,01:26.211,1064.0,77812.0,86211.0,27.0
24,S1,01:26.176,01:36.288,-35.0,86176.0,96288.0,31.0
25,S2,01:36.196,01:36.709,-92.0,96196.0,96709.0,3.0
26,S1,01:36.543,01:42.287,-166.0,96543.0,102287.0,23.0
27,S2,01:42.697,01:54.009,410.0,102697.0,114009.0,33.0
28,S1,01:53.024,02:15.653,-985.0,113024.0,135653.0,80.0
29,S2,02:15.429,02:16.099,-224.0,135429.0,136099.0,4.0
30,S1,02:16.407,02:20.471,308.0,136407.0,140471.0,11.0
31,S2,02:20.712,02:22.400,241.0,140712.0,142400.0,9.0
32,S1,02:21.649,02:55.965,-751.0,141649.0,175965.0,113.0
33,S2,02:54.970,03:10.526,-995.0,174970.0,190526.0,58.0
34,S1,03:11.610,03:13.436,1084.0,191610.0,193436.0,7.0
35,S2,03:14.460,03:17.432,1024.0,194460.0,197432.0,10.0
36,S1,03:17.161,03:18.314,-271.0,197161.0,198314.0,5.0
37,S2,03:18.773,03:18.950,459.0,198773.0,198950.0,1.0
38,S1,03:19.905,03:23.173,955.0,199905.0,203173.0,11.0
39,S2,03:23.154,03:23.715,-19.0,203154.0,203715.0,3.0
40,S1,03:23.282,03:25.288,-433.0,203282.0,205288.0,9.0
41,S2,03:25.444,03:30.022,156.0,205444.0,210022.0,14.0
42,S1,03:30.269,03:37.123,247.0,210269.0,217123.0,24.0
43,S2,03:38.691,03:43.129,1568.0,218691.0,223129.0,15.0
44,S1,03:43.403,03:43.741,274.0,223403.0,223741.0,1.0
45,S2,03:44.143,03:59.270,402.0,224143.0,239270.0,50.0
46,S1,03:59.622,04:04.964,352.0,239622.0,244964.0,14.0
47,S2,04:05.990,04:18.631,1026.0,245990.0,258631.0,31.0
48,S1,04:18.847,04:25.767,216.0,258847.0,265767.0,23.0
49,S2,04:25.887,04:25.997,120.0,265887.0,265997.0,1.0
50,S1,04:27.172,05:42.730,1175.0,267172.0,342730.0,207.0
51,S2,05:43.465,05:55.654,735.0,343465.0,355654.0,48.0
52,S1,05:56.178,06:09.583,524.0,356178.0,369583.0,34.0
53,S2,06:09.582,06:10.265,-1.0,369582.0,370265.0,3.0
54,S1,06:10.557,06:19.526,292.0,370557.0,379526.0,41.0
55,S2,06:19.327,06:19.538,-199.0,379327.0,379538.0,1.0
56,S1,06:20.170,06:32.123,632.0,380170.0,392123.0,41.0
57,S2,06:32.611,06:40.378,488.0,392611.0,400378.0,28.0
58,S1,06:40.521,06:41.131,143.0,400521.0,401131.0,2.0
59,S2,06:40.898,06:48.961,-233.0,400898.0,408961.0,33.0
60,S1,06:49.126,06:49.413,165.0,409126.0,409413.0,1.0
61,S2,06:49.397,06:50.793,-16.0,409397.0,410793.0,4.0
62,S1,06:50.275,07:31.992,-518.0,410275.0,451992.0,141.0
63,S2,07:31.262,07:45.550,-730.0,451262.0,465550.0,46.0
64,S1,07:45.931,07:46.980,381.0,465931.0,466980.0,6.0
65,S2,07:46.719,08:10.123,-261.0,466719.0,490123.0,72.0
66,S1,08:10.259,08:19.095,136.0,490259.0,499095.0,34.0
67,S2,08:19.233,08:23.548,138.0,499233.0,503548.0,16.0
68,S1,08:23.267,08:23.508,-281.0,503267.0,503508.0,1.0
69,S2,08:23.813,08:34.981,305.0,503813.0,514981.0,31.0
70,S1,08:35.349,08:55.954,368.0,515349.0,535954.0,72.0
71,S2,08:56.103,09:47.794,149.0,536103.0,587794.0,181.0
72,S1,09:48.092,09:56.877,298.0,588092.0,596877.0,28.0
73,S2,09:57.228,09:57.398,351.0,597228.0,597398.0,1.0
74,S1,09:59.400,10:00.000,2002.0,599400.0,600000.0,10.0
