turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.010,00:00.537,10.0,10.0,537.0,3.0
1,S2,00:00.872,00:01.542,335.0,872.0,1542.0,1.0
2,S1,00:02.261,00:05.021,719.0,2261.0,5021.0,12.0
3,S2,00:05.563,00:06.253,542.0,5563.0,6253.0,2.0
4,S1,00:07.080,00:15.310,827.0,7080.0,15310.0,29.0
5,S2,00:16.042,00:17.840,732.0,16042.0,17840.0,9.0
6,S1,00:16.876,01:07.880,-964.0,16876.0,67880.0,144.0
7,S2,01:08.434,01:09.660,554.0,68434.0,69660.0,7.0
8,S1,01:10.340,01:14.162,680.0,70340.0,74162.0,26.0
9,S2,01:14.950,01:15.379,788.0,74950.0,75379.0,4.0
10,S1,01:15.654,01:16.710,275.0,75654.0,76710.0,2.0
11,S2,01:17.005,01:17.275,295.0,77005.0,77275.0,1.0
12,S1,01:17.510,01:20.342,235.0,77510.0,80342.0,12.0
13,S2,01:21.118,01:21.820,776.0,81118.0,81820.0,3.0
14,S1,01:21.850,01:22.460,30.0,81850.0,82460.0,2.0
15,S2,01:22.720,01:22.830,260.0,82720.0,82830.0,1.0
16,S1,01:22.995,01:23.210,165.0,82995.0,83210.0,2.0
17,S2,01:22.946,01:24.094,-264.0,82946.0,84094.0,9.0
18,S1,01:24.246,02:06.875,152.0,84246.0,126875.0,122.0
19,S2,02:08.205,02:08.949,1330.0,128205.0,128949.0,5.0
20,S1,02:09.274,02:17.902,325.0,129274.0,137902.0,23.0
21,S2,02:18.544,02:18.999,642.0,138544.0,138999.0,4.0
22,S1,02:19.266,02:19.837,267.0,139266.0,139837.0,3.0
23,S2,02:19.058,02:21.083,-779.0,139058.0,141083.0,4.0
24,S1,02:21.270,02:47.423,187.0,141270.0,167423.0,80.0
25,S2,02:47.887,02:48.880,464.0,167887.0,168880.0,5.0
26,S1,02:49.258,02:50.769,378.0,169258.0,170769.0,3.0
27,S2,02:51.883,02:53.085,1114.0,171883.0,173085.0,3.0
28,S1,02:53.431,02:58.308,346.0,173431.0,178308.0,16.0
29,S2,02:59.198,02:59.696,890.0,179198.0,179696.0,2.0
30,S1,02:59.991,03:14.435,295.0,179991.0,194435.0,47.0
31,S2,03:15.212,03:16.608,777.0,195212.0,196608.0,8.0
32,S1,03:17.496,03:32.978,888.0,197496.0,212978.0,49.0
33,S2,03:33.312,03:33.544,334.0,213312.0,213544.0,3.0
34,S1,03:34.278,04:41.282,734.0,214278.0,281282.0,159.0
35,S1,04:42.433,05:01.244,1151.0,282433.0,301244.0,59.0
36,S2,05:01.719,05:04.437,475.0,301719.0,304437.0,10.0
37,S1,05:05.551,05:42.495,1114.0,305551.0,342495.0,99.0
38,S2,05:43.515,05:44.757,1020.0,343515.0,344757.0,6.0
39,S1,05:45.041,06:07.248,284.0,345041.0,367248.0,66.0
40,S2,06:08.602,06:09.689,1354.0,368602.0,369689.0,11.0
41,S1,06:10.389,06:44.648,700.0,370389.0,404648.0,79.0
42,S2,06:44.890,06:47.468,242.0,404890.0,407468.0,14.0
43,S1,06:47.670,07:43.284,202.0,407670.0,463284.0,142.0
44,S2,07:43.461,07:43.606,177.0,463461.0,463606.0,1.0
45,S1,07:43.975,07:46.125,369.0,463975.0,466125.0,5.0
46,S2,07:46.465,07:47.045,340.0,466465.0,467045.0,1.0
47,S1,07:47.215,08:11.038,170.0,467215.0,491038.0,62.0
48,S2,08:11.846,08:12.936,808.0,491846.0,492936.0,5.0
49,S1,08:13.299,08:40.889,363.0,493299.0,520889.0,78.0
50,S2,08:41.119,08:41.514,230.0,521119.0,521514.0,4.0
51,S1,08:41.970,09:50.249,456.0,521970.0,590249.0,167.0
52,S2,09:50.557,09:51.801,308.0,590557.0,591801.0,8.0
53,S1,09:51.879,09:54.102,78.0,591879.0,594102.0,5.0
54,S2,09:54.463,09:54.923,361.0,594463.0,594923.0,2.0
55,S1,09:55.446,09:59.650,523.0,595446.0,599650.0,10.0
