turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.950,00:01.891,950.0,950.0,1891.0,3.0
1,S2,00:02.091,00:02.504,200.0,2091.0,2504.0,2.0
2,S1,00:02.800,00:02.806,296.0,2800.0,2806.0,1.0
3,S2,00:03.388,00:03.470,582.0,3388.0,3470.0,1.0
4,S1,00:03.385,00:04.310,-85.0,3385.0,4310.0,3.0
5,S2,00:04.728,00:04.906,418.0,4728.0,4906.0,1.0
6,S1,00:04.918,00:05.448,12.0,4918.0,5448.0,3.0
7,S2,00:05.621,00:06.103,173.0,5621.0,6103.0,3.0
8,S1,00:06.283,00:06.733,180.0,6283.0,6733.0,3.0
9,S2,00:06.821,00:07.026,88.0,6821.0,7026.0,1.0
10,S1,00:07.188,00:08.524,162.0,7188.0,8524.0,8.0
11,S2,00:08.778,00:10.257,254.0,8778.0,10257.0,3.0
12,S1,00:10.284,00:10.841,27.0,10284.0,10841.0,2.0
13,S2,00:10.713,00:11.195,-128.0,10713.0,11195.0,2.0
14,S1,00:11.312,00:12.551,117.0,11312.0,12551.0,5.0
15,S2,00:12.370,00:12.646,-181.0,12370.0,12646.0,1.0
16,S1,00:13.315,00:16.577,669.0,13315.0,16577.0,14.0
17,S2,00:16.694,00:17.715,117.0,16694.0,17715.0,5.0
18,S1,00:17.665,00:19.328,-50.0,17665.0,19328.0,9.0
19,S2,00:19.511,00:19.955,183.0,19511.0,19955.0,1.0
20,S1,00:19.955,00:21.867,0.0,19955.0,21867.0,11.0
21,S2,00:22.072,00:22.175,205.0,22072.0,22175.0,1.0
22,S1,00:23.118,00:24.322,943.0,23118.0,24322.0,8.0
23,S2,00:24.399,00:25.745,77.0,24399.0,25745.0,6.0
24,S1,00:26.019,00:26.291,274.0,26019.0,26291.0,1.0
25,S2,00:26.291,00:27.636,0.0,26291.0,27636.0,5.0
26,S1,00:27.162,00:27.988,-474.0,27162.0,27988.0,2.0
27,S2,00:28.285,00:29.071,297.0,28285.0,29071.0,5.0
28,S1,00:29.260,00:29.892,189.0,29260.0,29892.0,4.0
29,S2,00:30.017,00:30.328,125.0,30017.0,30328.0,1.0
30,S1,00:30.479,00:32.587,151.0,30479.0,32587.0,11.0
31,S2,00:32.778,00:33.988,191.0,32778.0,33988.0,8.0
32,S1,00:33.526,00:41.374,-462.0,33526.0,41374.0,37.0
33,S2,00:40.544,00:43.154,-830.0,40544.0,43154.0,7.0
34,S1,00:43.454,00:45.402,300.0,43454.0,45402.0,7.0
