turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.296,00:01.830,296.0,296.0,1830.0,5.0
1,S2,00:03.320,00:08.280,1490.0,3320.0,8280.0,19.0
2,S1,00:07.140,00:09.040,-1140.0,7140.0,9040.0,6.0
3,S2,00:09.799,00:15.870,759.0,9799.0,15870.0,25.0
4,S1,00:16.000,00:17.699,130.0,16000.0,17699.0,5.0
5,S2,00:17.804,00:22.145,105.0,17804.0,22145.0,5.0
6,S1,00:22.060,00:22.410,-85.0,22060.0,22410.0,2.0
7,S2,00:22.083,00:25.202,-327.0,22083.0,25202.0,12.0
8,S1,00:25.550,00:36.961,348.0,25550.0,36961.0,29.0
9,S2,00:36.913,00:37.437,-48.0,36913.0,37437.0,3.0
10,S1,00:37.592,00:41.213,155.0,37592.0,41213.0,9.0
11,S2,00:41.222,00:52.702,9.0,41222.0,52702.0,45.0
12,S1,00:53.118,01:05.140,416.0,53118.0,65140.0,43.0
13,S2,01:05.880,01:06.880,740.0,65880.0,66880.0,5.0
14,S1,01:05.292,01:06.670,-1588.0,65292.0,66670.0,7.0
15,S2,01:07.046,01:35.381,376.0,67046.0,95381.0,79.0
16,S1,01:35.473,01:35.917,92.0,95473.0,95917.0,3.0
17,S2,01:36.101,01:44.079,184.0,96101.0,104079.0,40.0
18,S1,01:43.244,01:45.519,-835.0,103244.0,105519.0,10.0
19,S2,01:45.264,01:48.928,-255.0,105264.0,108928.0,17.0
20,S1,01:49.194,01:53.368,266.0,109194.0,113368.0,20.0
21,S2,01:53.514,01:55.110,146.0,113514.0,115110.0,9.0
22,S1,01:55.130,01:57.038,20.0,115130.0,117038.0,9.0
23,S2,01:57.259,02:28.438,221.0,117259.0,148438.0,112.0
24,S1,02:27.678,02:30.998,-760.0,147678.0,150998.0,15.0
25,S2,02:31.293,02:46.951,295.0,151293.0,166951.0,49.0
26,S1,02:47.786,02:49.907,835.0,167786.0,169907.0,10.0
27,S2,02:50.115,02:51.579,208.0,170115.0,171579.0,6.0
28,S1,02:51.979,02:53.683,400.0,171979.0,173683.0,4.0
29,S2,02:53.801,02:55.105,118.0,173801.0,175105.0,4.0
30,S1,02:54.338,02:56.735,-767.0,174338.0,176735.0,14.0
31,S2,02:56.098,02:58.471,-637.0,176098.0,178471.0,13.0
32,S1,02:58.844,03:00.191,373.0,178844.0,180191.0,4.0
33,S2,03:00.386,03:09.404,195.0,180386.0,189404.0,32.0
34,S1,03:07.773,03:09.733,-1631.0,187773.0,189733.0,8.0
35,S2,03:09.193,03:10.570,-540.0,189193.0,190570.0,4.0
36,S1,03:10.795,03:13.757,225.0,190795.0,193757.0,9.0
37,S2,03:13.210,03:14.668,-547.0,193210.0,194668.0,8.0
38,S1,03:14.741,03:16.851,73.0,194741.0,196851.0,9.0
39,S2,03:16.694,03:33.881,-157.0,196694.0,213881.0,54.0
40,S1,03:33.670,03:34.733,-211.0,213670.0,214733.0,3.0
41,S2,03:34.703,03:35.149,-30.0,214703.0,215149.0,4.0
42,S1,03:35.211,03:36.867,62.0,215211.0,216867.0,7.0
43,S2,03:37.477,03:38.499,610.0,217477.0,218499.0,6.0
44,S1,03:38.686,03:39.642,187.0,218686.0,219642.0,6.0
45,S2,03:40.398,04:02.049,756.0,220398.0,242049.0,79.0
46,S1,04:02.776,04:04.377,727.0,242776.0,244377.0,5.0
47,S2,04:04.699,04:15.367,322.0,244699.0,255367.0,36.0
48,S1,04:15.708,04:16.382,341.0,255708.0,256382.0,1.0
49,S2,04:16.374,04:25.933,-8.0,256374.0,265933.0,32.0
50,S1,04:26.695,04:28.657,762.0,266695.0,268657.0,8.0
51,S2,04:28.915,04:32.056,258.0,268915.0,272056.0,15.0
52,S1,04:32.781,04:34.331,725.0,272781.0,274331.0,4.0
53,S2,04:34.846,04:35.435,515.0,274846.0,275435.0,6.0
54,S1,04:35.563,04:38.144,128.0,275563.0,278144.0,8.0
55,S2,04:38.418,04:46.355,274.0,278418.0,286355.0,17.0
56,S1,04:44.984,04:50.159,-1371.0,284984.0,290159.0,15.0
57,S2,04:50.278,04:56.190,119.0,290278.0,296190.0,21.0
58,S1,04:55.463,04:56.738,-727.0,295463.0,296738.0,2.0
59,S2,04:57.005,04:57.325,267.0,297005.0,297325.0,1.0
60,S1,04:57.255,04:57.666,-70.0,297255.0,297666.0,2.0
61,S2,04:58.554,05:16.351,888.0,298554.0,316351.0,69.0
62,S1,05:16.660,05:20.310,309.0,316660.0,320310.0,12.0
63,S2,05:21.036,05:26.981,726.0,321036.0,326981.0,10.0
64,S1,05:27.993,05:28.687,1012.0,327993.0,328687.0,3.0
65,S2,05:30.846,05:32.065,2159.0,330846.0,332065.0,4.0
66,S1,05:32.111,05:51.516,46.0,332111.0,351516.0,77.0
67,S2,05:50.913,06:11.141,-603.0,350913.0,371141.0,68.0
68,S1,06:11.230,06:16.652,89.0,371230.0,376652.0,15.0
69,S2,06:15.687,06:20.959,-965.0,375687.0,380959.0,19.0
70,S1,06:20.732,06:24.286,-227.0,380732.0,384286.0,13.0
71,S2,06:24.654,06:32.371,368.0,384654.0,392371.0,29.0
72,S1,06:32.775,06:32.863,404.0,392775.0,392863.0,1.0
73,S2,06:33.310,06:33.613,447.0,393310.0,393613.0,1.0
74,S1,06:33.801,06:34.313,188.0,393801.0,394313.0,4.0
75,S2,06:34.456,06:35.002,143.0,394456.0,395002.0,2.0
76,S1,06:35.208,06:35.356,206.0,395208.0,395356.0,1.0
77,S2,06:36.479,06:41.678,1123.0,396479.0,401678.0,16.0
78,S1,06:42.067,06:43.569,389.0,402067.0,403569.0,4.0
79,S2,06:43.534,06:44.186,-35.0,403534.0,404186.0,2.0
80,S1,06:44.576,06:50.343,390.0,404576.0,410343.0,30.0
81,S2,06:49.653,06:51.114,-690.0,409653.0,411114.0,6.0
82,S1,06:51.179,06:57.157,65.0,411179.0,417157.0,19.0
83,S2,06:57.497,07:04.841,340.0,417497.0,424841.0,25.0
84,S1,07:02.528,07:08.997,-2313.0,422528.0,428997.0,13.0
85,S2,07:09.248,07:12.358,251.0,429248.0,432358.0,12.0
86,S1,07:11.737,07:15.326,-621.0,431737.0,435326.0,12.0
87,S2,07:15.634,07:33.154,308.0,435634.0,453154.0,64.0
88,S1,07:33.412,07:34.008,258.0,453412.0,454008.0,3.0
89,S2,07:34.482,07:53.778,474.0,454482.0,473778.0,36.0
90,S1,07:54.422,07:54.818,644.0,474422.0,474818.0,2.0
91,S2,07:55.194,08:06.860,376.0,475194.0,486860.0,32.0
92,S1,08:06.836,08:08.956,-24.0,486836.0,488956.0,11.0
93,S2,08:09.074,08:30.274,118.0,489074.0,510274.0,61.0
94,S1,08:30.493,08:32.469,219.0,510493.0,512469.0,8.0
95,S2,08:32.446,09:08.544,-23.0,512446.0,548544.0,131.0
96,S1,09:08.180,09:08.980,-364.0,548180.0,548980.0,2.0
97,S2,09:09.140,09:12.376,160.0,549140.0,552376.0,10.0
98,S1,09:11.772,09:13.158,-604.0,551772.0,553158.0,4.0
99,S2,09:12.743,09:13.585,-415.0,552743.0,553585.0,2.0
100,S1,09:13.718,09:14.196,133.0,553718.0,554196.0,4.0
101,S2,09:14.520,09:20.622,324.0,554520.0,560622.0,26.0
102,S1,09:20.542,09:21.065,-80.0,560542.0,561065.0,2.0
103,S2,09:21.204,09:34.122,139.0,561204.0,574122.0,35.0
104,S1,09:34.325,09:34.764,203.0,574325.0,574764.0,1.0
