turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.597,00:02.432,597.0,597.0,2432.0,5.0
1,S2,00:02.840,00:09.140,408.0,2840.0,9140.0,13.0
2,S1,00:07.552,00:08.620,-1588.0,7552.0,8620.0,6.0
3,S2,00:09.140,00:16.269,520.0,9140.0,16269.0,28.0
4,S1,00:16.543,00:17.201,274.0,16543.0,17201.0,1.0
5,S2,00:17.253,00:18.440,52.0,17253.0,18440.0,5.0
6,S1,00:18.859,00:21.300,419.0,18859.0,21300.0,10.0
7,S2,00:19.629,00:23.930,-1671.0,19629.0,23930.0,14.0
8,S1,00:22.715,00:24.334,-1215.0,22715.0,24334.0,6.0
9,S2,00:24.862,00:35.510,528.0,24862.0,35510.0,21.0
10,S1,00:34.860,00:35.579,-650.0,34860.0,35579.0,4.0
11,S2,00:35.396,00:39.299,-183.0,35396.0,39299.0,15.0
12,S1,00:39.660,00:39.789,361.0,39660.0,39789.0,1.0
13,S2,00:39.787,00:40.255,-2.0,39787.0,40255.0,3.0
14,S1,00:40.401,00:41.710,146.0,40401.0,41710.0,3.0
15,S2,00:41.773,00:42.623,63.0,41773.0,42623.0,6.0
16,S1,00:42.339,00:44.646,-284.0,42339.0,44646.0,11.0
17,S2,00:43.570,00:50.971,-1076.0,43570.0,50971.0,27.0
18,S1,00:51.299,00:51.678,328.0,51299.0,51678.0,1.0
19,S2,00:51.436,00:53.465,-242.0,51436.0,53465.0,4.0
20,S1,00:53.424,00:54.274,-41.0,53424.0,54274.0,7.0
21,S2,00:54.670,00:57.865,396.0,54670.0,57865.0,13.0
22,S1,00:58.077,00:58.537,212.0,58077.0,58537.0,1.0
23,S2,00:58.753,01:01.045,216.0,58753.0,61045.0,16.0
24,S1,01:01.466,01:02.440,421.0,61466.0,62440.0,4.0
25,S2,01:03.251,01:03.884,811.0,63251.0,63884.0,2.0
26,S1,01:03.961,01:05.499,77.0,63961.0,65499.0,5.0
27,S2,01:04.678,01:06.788,-821.0,64678.0,66788.0,11.0
28,S1,01:06.429,01:07.009,-359.0,66429.0,67009.0,3.0
29,S2,01:07.245,01:08.102,236.0,67245.0,68102.0,3.0
30,S1,01:08.340,01:10.876,238.0,68340.0,70876.0,9.0
31,S2,01:11.006,01:12.543,130.0,71006.0,72543.0,8.0
32,S1,01:12.884,01:13.404,341.0,72884.0,73404.0,4.0
33,S2,01:13.844,01:14.948,440.0,73844.0,74948.0,6.0
34,S1,01:14.718,01:15.564,-230.0,74718.0,75564.0,4.0
35,S2,01:15.585,01:17.203,21.0,75585.0,77203.0,6.0
36,S1,01:17.203,01:19.983,0.0,77203.0,79983.0,7.0
37,S2,01:19.486,01:21.430,-497.0,79486.0,81430.0,7.0
38,S1,01:21.268,01:26.614,-162.0,81268.0,86614.0,16.0
39,S2,01:26.245,01:29.811,-369.0,86245.0,89811.0,18.0
40,S1,01:29.589,01:30.603,-222.0,89589.0,90603.0,6.0
41,S2,01:31.651,01:36.463,1048.0,91651.0,96463.0,16.0
42,S1,01:36.096,01:36.321,-367.0,96096.0,96321.0,1.0
43,S2,01:36.858,01:39.043,537.0,96858.0,99043.0,9.0
44,S1,01:39.472,01:40.241,429.0,99472.0,100241.0,3.0
45,S2,01:40.007,01:41.932,-234.0,100007.0,101932.0,10.0
46,S1,01:41.895,01:44.996,-37.0,101895.0,104996.0,13.0
47,S2,01:45.212,01:45.761,216.0,105212.0,105761.0,1.0
48,S1,01:45.729,01:48.629,-32.0,105729.0,108629.0,12.0
49,S2,01:48.477,01:52.398,-152.0,108477.0,112398.0,14.0
50,S1,01:52.610,01:52.823,212.0,112610.0,112823.0,1.0
51,S2,01:52.864,01:53.636,41.0,112864.0,113636.0,4.0
52,S1,01:54.136,01:55.605,500.0,114136.0,115605.0,12.0
53,S2,01:55.786,01:56.534,181.0,115786.0,116534.0,4.0
54,S1,01:56.609,01:56.851,75.0,116609.0,116851.0,2.0
55,S2,01:56.853,01:57.642,2.0,116853.0,117642.0,6.0
56,S1,01:57.421,01:57.960,-221.0,117421.0,117960.0,2.0
57,S2,01:58.470,01:59.625,510.0,118470.0,119625.0,6.0
58,S1,01:58.970,02:00.355,-655.0,118970.0,120355.0,4.0
59,S2,01:59.548,02:15.442,-807.0,119548.0,135442.0,56.0
60,S1,02:14.058,02:15.266,-1384.0,134058.0,135266.0,1.0
61,S2,02:16.182,02:19.770,916.0,136182.0,139770.0,12.0
62,S1,02:19.467,02:19.744,-303.0,139467.0,139744.0,1.0
63,S1,02:20.310,02:21.318,566.0,140310.0,141318.0,7.0
64,S2,02:22.106,02:22.563,788.0,142106.0,142563.0,2.0
65,S1,02:22.056,02:22.871,-507.0,142056.0,142871.0,5.0
66,S2,02:23.095,02:23.355,224.0,143095.0,143355.0,1.0
67,S1,02:23.287,02:24.138,-68.0,143287.0,144138.0,5.0
68,S2,02:24.234,02:24.898,96.0,144234.0,144898.0,1.0
69,S1,02:28.896,02:35.894,3998.0,148896.0,155894.0,33.0
70,S2,02:36.399,02:36.977,505.0,156399.0,156977.0,2.0
71,S1,02:36.427,02:40.337,-550.0,156427.0,160337.0,10.0
72,S2,02:42.735,02:43.907,2398.0,162735.0,163907.0,8.0
73,S1,02:44.175,02:46.698,268.0,164175.0,166698.0,14.0
74,S2,02:46.659,02:46.977,-39.0,166659.0,166977.0,1.0
75,S1,02:47.094,02:47.803,117.0,167094.0,167803.0,3.0
76,S2,02:48.183,02:48.772,380.0,168183.0,168772.0,3.0
77,S1,02:48.193,02:49.328,-579.0,168193.0,169328.0,4.0
78,S2,02:49.378,02:50.881,50.0,169378.0,170881.0,7.0
79,S1,02:50.971,02:51.459,90.0,170971.0,171459.0,3.0
80,S2,02:51.467,02:55.484,8.0,171467.0,175484.0,17.0
81,S1,02:55.473,02:56.813,-11.0,175473.0,176813.0,5.0
82,S2,02:56.720,02:56.991,-93.0,176720.0,176991.0,1.0
83,S1,02:57.021,02:59.781,30.0,177021.0,179781.0,14.0
84,S2,03:00.041,03:00.971,260.0,180041.0,180971.0,4.0
85,S1,03:01.143,03:06.451,172.0,181143.0,186451.0,20.0
86,S2,03:06.481,03:06.897,30.0,186481.0,186897.0,1.0
87,S1,03:06.533,03:08.012,-364.0,186533.0,188012.0,7.0
88,S2,03:08.300,03:08.739,288.0,188300.0,188739.0,4.0
89,S1,03:08.728,03:09.803,-11.0,188728.0,189803.0,7.0
90,S2,03:10.417,03:11.041,614.0,190417.0,191041.0,1.0
91,S1,03:11.190,03:11.404,149.0,191190.0,191404.0,1.0
92,S2,03:11.899,03:12.796,495.0,191899.0,192796.0,5.0
93,S1,03:12.765,03:13.134,-31.0,192765.0,193134.0,1.0
94,S2,03:13.491,03:13.981,357.0,193491.0,193981.0,3.0
95,S1,03:13.962,03:15.583,-19.0,193962.0,195583.0,8.0
96,S2,03:15.449,03:18.324,-134.0,195449.0,198324.0,17.0
97,S1,03:17.838,03:18.994,-486.0,197838.0,198994.0,2.0
98,S2,03:19.132,03:19.935,138.0,199132.0,199935.0,4.0
99,S1,03:20.154,03:20.454,219.0,200154.0,200454.0,1.0
100,S2,03:20.493,03:24.648,39.0,200493.0,204648.0,14.0
101,S1,03:24.661,03:25.756,13.0,204661.0,205756.0,2.0
102,S2,03:25.540,03:26.309,-216.0,205540.0,206309.0,5.0
103,S1,03:26.931,03:29.375,622.0,206931.0,209375.0,10.0
104,S2,03:29.512,03:32.264,137.0,209512.0,212264.0,14.0
105,S1,03:32.326,03:33.280,62.0,212326.0,213280.0,2.0
106,S2,03:32.893,03:34.534,-387.0,212893.0,214534.0,8.0
107,S1,03:34.655,03:36.542,121.0,214655.0,216542.0,6.0
108,S2,03:36.539,03:36.722,-3.0,216539.0,216722.0,1.0
109,S1,03:36.816,03:38.346,94.0,216816.0,218346.0,11.0
110,S2,03:38.329,03:40.486,-17.0,218329.0,220486.0,7.0
111,S1,03:40.511,03:40.944,25.0,220511.0,220944.0,1.0
112,S2,03:40.511,03:41.429,-433.0,220511.0,221429.0,6.0
113,S1,03:41.384,03:43.872,-45.0,221384.0,223872.0,13.0
114,S2,03:43.497,03:46.281,-375.0,223497.0,226281.0,12.0
115,S1,03:46.737,03:49.463,456.0,226737.0,229463.0,9.0
116,S2,03:49.455,03:56.123,-8.0,229455.0,236123.0,28.0
117,S1,03:55.957,03:56.202,-166.0,235957.0,236202.0,1.0
118,S2,03:56.597,03:57.172,395.0,236597.0,237172.0,3.0
119,S1,03:57.336,03:57.688,164.0,237336.0,237688.0,2.0
120,S2,03:57.636,03:58.496,-52.0,237636.0,238496.0,3.0
121,S1,03:58.804,04:00.211,308.0,238804.0,240211.0,7.0
122,S2,04:00.252,04:00.953,41.0,240252.0,240953.0,3.0
123,S1,04:01.173,04:02.802,220.0,241173.0,242802.0,3.0
124,S2,04:02.854,04:05.951,52.0,242854.0,245951.0,13.0
125,S1,04:06.119,04:07.300,168.0,246119.0,247300.0,5.0
126,S2,04:07.594,04:07.975,294.0,247594.0,247975.0,2.0
127,S1,04:07.865,04:09.042,-110.0,247865.0,249042.0,6.0
128,S2,04:09.190,04:10.941,148.0,249190.0,250941.0,4.0
129,S1,04:11.103,04:12.239,162.0,251103.0,252239.0,7.0
130,S2,04:12.320,04:13.343,81.0,252320.0,253343.0,8.0
131,S1,04:13.295,04:15.819,-48.0,253295.0,255819.0,11.0
132,S2,04:16.021,04:19.001,202.0,256021.0,259001.0,9.0
133,S1,04:19.353,04:19.661,352.0,259353.0,259661.0,1.0
134,S2,04:19.900,04:20.259,239.0,259900.0,260259.0,2.0
135,S1,04:22.236,04:27.474,1977.0,262236.0,267474.0,18.0
136,S2,04:27.452,04:27.928,-22.0,267452.0,267928.0,2.0
137,S1,04:28.029,04:30.144,101.0,268029.0,270144.0,10.0
138,S2,04:30.311,04:35.083,167.0,270311.0,275083.0,18.0
139,S1,04:34.139,04:35.237,-944.0,274139.0,275237.0,2.0
140,S2,04:35.500,04:36.866,263.0,275500.0,276866.0,6.0
141,S1,04:36.881,04:38.178,15.0,276881.0,278178.0,3.0
142,S2,04:38.530,04:41.507,352.0,278530.0,281507.0,16.0
143,S1,04:41.858,04:42.988,351.0,281858.0,282988.0,6.0
144,S2,04:41.893,04:44.242,-1095.0,281893.0,284242.0,10.0
145,S1,04:44.275,04:47.799,33.0,284275.0,287799.0,9.0
146,S2,04:48.117,04:48.685,318.0,288117.0,288685.0,1.0
147,S1,04:48.215,04:55.296,-470.0,288215.0,295296.0,26.0
