turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.000,00:02.040,0.0,0.0,2040.0,3.0
1,S2,00:01.840,00:03.866,-200.0,1840.0,3866.0,6.0
2,S1,00:04.788,00:11.929,922.0,4788.0,11929.0,31.0
3,S2,00:12.360,00:13.539,431.0,12360.0,13539.0,3.0
4,S1,00:12.531,00:13.494,-1008.0,12531.0,13494.0,3.0
5,S2,00:14.001,00:14.199,507.0,14001.0,14199.0,1.0
6,S1,00:17.120,00:26.990,2921.0,17120.0,26990.0,40.0
7,S2,00:28.537,00:30.240,1547.0,28537.0,30240.0,1.0
8,S1,00:28.109,00:32.325,-2131.0,28109.0,32325.0,16.0
9,S2,00:34.640,00:34.770,2315.0,34640.0,34770.0,9.0
10,S1,00:34.568,00:49.510,-202.0,34568.0,49510.0,50.0
11,S2,00:47.882,00:48.194,-1628.0,47882.0,48194.0,1.0
12,S1,00:48.352,00:49.464,158.0,48352.0,49464.0,5.0
13,S2,00:50.196,00:55.241,732.0,50196.0,55241.0,13.0
14,S1,00:55.378,00:56.272,137.0,55378.0,56272.0,6.0
15,S2,00:56.854,01:05.232,582.0,56854.0,65232.0,14.0
16,S1,01:05.900,01:07.090,668.0,65900.0,67090.0,6.0
17,S2,01:07.140,01:07.699,50.0,67140.0,67699.0,4.0
18,S1,01:07.662,01:08.695,-37.0,67662.0,68695.0,4.0
19,S1,01:08.851,01:10.597,156.0,68851.0,70597.0,8.0
20,S2,01:10.217,01:12.094,-380.0,70217.0,72094.0,5.0
21,S1,01:11.577,01:16.392,-517.0,71577.0,76392.0,21.0
22,S2,01:15.536,01:17.760,-856.0,75536.0,77760.0,8.0
23,S1,01:17.746,01:33.602,-14.0,77746.0,93602.0,44.0
24,S2,01:33.736,01:33.990,134.0,93736.0,93990.0,1.0
25,S1,01:34.361,01:37.998,371.0,94361.0,97998.0,13.0
26,S2,01:37.957,01:42.110,-41.0,97957.0,102110.0,15.0
27,S1,01:42.761,02:17.039,651.0,102761.0,137039.0,80.0
28,S2,02:17.285,02:17.655,246.0,137285.0,137655.0,1.0
29,S1,02:17.251,02:23.212,-404.0,137251.0,143212.0,12.0
30,S2,02:23.889,02:25.192,677.0,143889.0,145192.0,4.0
31,S1,02:25.525,02:27.659,333.0,145525.0,147659.0,9.0
32,S2,02:27.680,02:31.897,21.0,147680.0,151897.0,11.0
33,S1,02:32.150,02:41.400,253.0,152150.0,161400.0,22.0
34,S2,02:41.474,02:43.388,74.0,161474.0,163388.0,8.0
35,S1,02:43.700,03:02.590,312.0,163700.0,182590.0,50.0
36,S2,03:02.630,03:03.141,40.0,182630.0,183141.0,2.0
37,S1,03:03.256,03:06.290,115.0,183256.0,186290.0,7.0
38,S2,03:05.778,03:06.565,-512.0,185778.0,186565.0,2.0
39,S1,03:06.803,03:24.893,238.0,186803.0,204893.0,59.0
