turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.000,00:01.403,0.0,0.0,1403.0,6.0
1,S2,00:01.853,00:02.572,450.0,1853.0,2572.0,2.0
2,S1,00:03.340,00:04.180,768.0,3340.0,4180.0,9.0
3,S2,00:04.445,00:10.025,265.0,4445.0,10025.0,16.0
4,S1,00:11.620,00:14.587,1595.0,11620.0,14587.0,12.0
5,S2,00:14.720,00:15.620,133.0,14720.0,15620.0,3.0
6,S1,00:15.839,00:17.420,219.0,15839.0,17420.0,7.0
7,S2,00:18.070,00:19.220,650.0,18070.0,19220.0,2.0
8,S1,00:18.520,00:21.449,-700.0,18520.0,21449.0,4.0
9,S2,00:21.894,00:32.980,445.0,21894.0,32980.0,31.0
10,S1,00:33.415,00:33.735,435.0,33415.0,33735.0,1.0
11,S2,00:33.525,00:36.554,-210.0,33525.0,36554.0,6.0
12,S1,00:36.346,00:41.514,-208.0,36346.0,41514.0,9.0
13,S2,00:42.024,00:43.494,510.0,42024.0,43494.0,5.0
14,S1,00:44.274,00:49.659,780.0,44274.0,49659.0,9.0
15,S2,00:50.188,00:50.329,529.0,50188.0,50329.0,1.0
16,S1,00:50.798,00:54.042,469.0,50798.0,54042.0,13.0
17,S2,00:54.183,00:56.860,141.0,54183.0,56860.0,7.0
18,S1,00:56.847,01:02.508,-13.0,56847.0,62508.0,24.0
19,S2,01:03.335,01:03.903,827.0,63335.0,63903.0,4.0
20,S1,01:04.274,01:05.108,371.0,64274.0,65108.0,5.0
21,S2,01:06.694,01:09.518,1586.0,66694.0,69518.0,13.0
22,S1,01:10.720,01:15.618,1202.0,70720.0,75618.0,10.0
23,S2,01:15.476,01:15.769,-142.0,75476.0,75769.0,2.0
24,S1,01:16.055,01:22.365,286.0,76055.0,82365.0,18.0
25,S2,01:22.602,01:23.767,237.0,82602.0,83767.0,3.0
26,S1,01:23.746,01:25.671,-21.0,83746.0,85671.0,7.0
27,S2,01:25.880,01:35.536,209.0,85880.0,95536.0,21.0
28,S1,01:35.738,01:36.018,202.0,95738.0,96018.0,1.0
29,S2,01:36.431,01:45.305,413.0,96431.0,105305.0,30.0
30,S1,01:45.273,01:46.117,-32.0,105273.0,106117.0,4.0
31,S2,01:46.272,01:50.212,155.0,106272.0,110212.0,21.0
32,S1,01:50.347,01:50.592,135.0,110347.0,110592.0,1.0
33,S2,01:51.074,01:51.322,482.0,111074.0,111322.0,2.0
34,S1,01:51.912,01:52.228,590.0,111912.0,112228.0,1.0
35,S2,01:52.221,01:55.838,-7.0,112221.0,115838.0,7.0
36,S2,01:57.894,02:01.649,2056.0,117894.0,121649.0,13.0
37,S1,02:01.555,02:01.833,-94.0,121555.0,121833.0,1.0
38,S2,02:02.092,02:02.569,259.0,122092.0,122569.0,2.0
39,S1,02:02.648,02:04.196,79.0,122648.0,124196.0,6.0
40,S2,02:04.652,02:09.534,456.0,124652.0,129534.0,14.0
41,S1,02:09.936,02:10.840,402.0,129936.0,130840.0,7.0
42,S2,02:11.079,02:11.273,239.0,131079.0,131273.0,1.0
43,S1,02:11.292,02:14.130,19.0,131292.0,134130.0,12.0
44,S2,02:14.516,02:17.770,386.0,134516.0,137770.0,7.0
45,S1,02:18.656,02:22.399,886.0,138656.0,142399.0,22.0
46,S2,02:22.059,02:23.171,-340.0,142059.0,143171.0,2.0
47,S1,02:22.959,02:23.983,-212.0,142959.0,143983.0,2.0
48,S2,02:24.249,02:30.634,266.0,144249.0,150634.0,24.0
49,S1,02:30.987,02:32.399,353.0,150987.0,152399.0,5.0
50,S2,02:32.583,02:37.946,184.0,152583.0,157946.0,17.0
51,S2,02:39.042,02:42.935,1096.0,159042.0,162935.0,9.0
52,S1,02:43.871,02:45.466,936.0,163871.0,165466.0,4.0
53,S2,02:45.009,02:47.831,-457.0,165009.0,167831.0,11.0
54,S1,02:47.972,03:04.638,141.0,167972.0,184638.0,64.0
55,S2,03:06.156,03:06.373,1518.0,186156.0,186373.0,1.0
56,S1,03:06.639,03:06.767,266.0,186639.0,186767.0,1.0
57,S2,03:07.123,03:09.305,356.0,187123.0,189305.0,9.0
58,S1,03:09.788,03:11.452,483.0,189788.0,191452.0,5.0
59,S2,03:10.589,03:19.170,-863.0,190589.0,199170.0,25.0
60,S1,03:20.442,03:21.000,1272.0,200442.0,201000.0,2.0
61,S2,03:22.153,03:25.048,1153.0,202153.0,205048.0,13.0
62,S2,03:26.351,03:27.347,1303.0,206351.0,207347.0,4.0
63,S1,03:27.386,03:27.541,39.0,207386.0,207541.0,1.0
64,S2,03:27.598,03:29.243,57.0,207598.0,209243.0,8.0
65,S1,03:28.520,03:34.335,-723.0,208520.0,214335.0,26.0
66,S2,03:34.458,03:35.832,123.0,214458.0,215832.0,3.0
67,S1,03:35.127,03:36.793,-705.0,215127.0,216793.0,7.0
68,S2,03:36.754,03:48.204,-39.0,216754.0,228204.0,33.0
69,S1,03:48.273,03:49.561,69.0,228273.0,229561.0,5.0
70,S2,03:50.071,04:07.753,510.0,230071.0,247753.0,50.0
71,S1,04:07.388,04:07.978,-365.0,247388.0,247978.0,3.0
72,S2,04:08.138,04:08.787,160.0,248138.0,248787.0,3.0
73,S1,04:08.978,04:09.166,191.0,248978.0,249166.0,1.0
74,S2,04:09.422,04:29.040,256.0,249422.0,269040.0,52.0
75,S1,04:29.178,04:29.309,138.0,269178.0,269309.0,1.0
76,S2,04:29.683,04:41.061,374.0,269683.0,281061.0,29.0
77,S1,04:41.290,04:42.770,229.0,281290.0,282770.0,2.0
78,S2,04:42.842,04:43.311,72.0,282842.0,283311.0,1.0
79,S1,04:43.812,04:44.966,501.0,283812.0,284966.0,3.0
80,S2,04:46.174,04:46.924,1208.0,286174.0,286924.0,5.0
81,S1,04:47.399,04:53.719,475.0,287399.0,293719.0,18.0
82,S2,04:54.079,04:54.592,360.0,294079.0,294592.0,4.0
83,S1,04:54.583,05:05.576,-9.0,294583.0,305576.0,31.0
84,S2,05:05.546,05:06.332,-30.0,305546.0,306332.0,6.0
85,S1,05:06.739,05:09.057,407.0,306739.0,309057.0,12.0
86,S2,05:09.397,05:16.817,340.0,309397.0,316817.0,28.0
87,S1,05:16.621,05:30.869,-196.0,316621.0,330869.0,59.0
88,S2,05:31.328,05:31.456,459.0,331328.0,331456.0,1.0
89,S1,05:31.689,05:38.136,233.0,331689.0,338136.0,17.0
90,S2,05:38.560,05:41.975,424.0,338560.0,341975.0,14.0
91,S1,05:42.230,05:42.421,255.0,342230.0,342421.0,1.0
92,S2,05:42.958,05:43.575,537.0,342958.0,343575.0,3.0
93,S1,05:44.004,05:51.209,429.0,344004.0,351209.0,31.0
94,S2,05:51.120,05:51.266,-89.0,351120.0,351266.0,2.0
95,S1,05:52.065,05:52.505,799.0,352065.0,352505.0,1.0
96,S2,05:53.573,05:54.956,1068.0,353573.0,354956.0,6.0
97,S1,05:55.194,05:55.435,238.0,355194.0,355435.0,2.0
98,S2,05:56.052,05:57.186,617.0,356052.0,357186.0,6.0
99,S1,05:57.774,05:58.184,588.0,357774.0,358184.0,1.0
100,S2,06:00.429,06:00.581,2245.0,360429.0,360581.0,1.0
101,S1,06:01.294,06:01.579,713.0,361294.0,361579.0,2.0
102,S2,06:01.437,06:03.060,-142.0,361437.0,363060.0,7.0
103,S1,06:03.306,06:03.649,246.0,363306.0,363649.0,1.0
104,S2,06:03.964,06:04.273,315.0,363964.0,364273.0,1.0
105,S1,06:05.295,06:06.081,1022.0,365295.0,366081.0,4.0
106,S2,06:06.970,06:07.278,889.0,366970.0,367278.0,1.0
107,S1,06:07.778,06:08.425,500.0,367778.0,368425.0,1.0
108,S2,06:08.765,06:09.527,340.0,368765.0,369527.0,1.0
109,S2,06:12.006,06:13.991,2479.0,372006.0,373991.0,7.0
110,S1,06:15.062,06:18.167,1071.0,375062.0,378167.0,10.0
111,S2,06:19.491,06:20.136,1324.0,379491.0,380136.0,4.0
112,S1,06:20.542,06:20.790,406.0,380542.0,380790.0,1.0
113,S2,06:20.836,06:21.546,46.0,380836.0,381546.0,5.0
114,S1,06:21.836,06:22.095,290.0,381836.0,382095.0,1.0
115,S2,06:22.393,06:23.663,298.0,382393.0,383663.0,7.0
116,S1,06:23.578,06:23.850,-85.0,383578.0,383850.0,1.0
117,S2,06:26.060,06:29.573,2210.0,386060.0,389573.0,11.0
118,S1,06:29.780,06:31.111,207.0,389780.0,391111.0,2.0
119,S2,06:30.935,06:32.915,-176.0,390935.0,392915.0,10.0
120,S1,06:33.016,06:33.418,101.0,393016.0,393418.0,1.0
121,S2,06:33.804,06:41.996,386.0,393804.0,401996.0,16.0
122,S1,06:42.660,06:45.262,664.0,402660.0,405262.0,8.0
123,S2,06:46.254,06:52.817,992.0,406254.0,412817.0,22.0
124,S1,06:53.101,06:53.653,284.0,413101.0,413653.0,2.0
125,S2,06:53.473,07:14.184,-180.0,413473.0,434184.0,72.0
126,S1,07:13.989,07:16.399,-195.0,433989.0,436399.0,6.0
127,S2,07:16.423,07:48.308,24.0,436423.0,468308.0,99.0
128,S1,07:48.442,07:48.576,134.0,468442.0,468576.0,1.0
129,S2,07:49.440,07:56.350,864.0,469440.0,476350.0,22.0
130,S1,07:57.738,07:58.575,1388.0,477738.0,478575.0,3.0
131,S2,07:58.434,08:00.838,-141.0,478434.0,480838.0,9.0
132,S2,08:03.549,08:16.596,2711.0,483549.0,496596.0,20.0
133,S1,08:17.107,08:17.848,511.0,497107.0,497848.0,3.0
134,S2,08:18.176,08:31.065,328.0,498176.0,511065.0,17.0
135,S1,08:30.826,08:32.836,-239.0,510826.0,512836.0,4.0
136,S2,08:33.250,08:33.535,414.0,513250.0,513535.0,1.0
137,S1,08:34.776,08:35.861,1241.0,514776.0,515861.0,3.0
138,S2,08:36.342,08:36.666,481.0,516342.0,516666.0,2.0
139,S1,08:37.435,08:43.074,769.0,517435.0,523074.0,21.0
140,S2,08:43.727,08:45.044,653.0,523727.0,525044.0,4.0
141,S1,08:45.360,08:50.128,316.0,525360.0,530128.0,19.0
142,S2,08:51.218,08:53.883,1090.0,531218.0,533883.0,12.0
143,S1,08:54.100,08:54.924,217.0,534100.0,534924.0,3.0
144,S2,08:55.384,08:55.675,460.0,535384.0,535675.0,1.0
145,S1,08:58.423,09:03.443,2748.0,538423.0,543443.0,10.0
146,S1,09:06.598,09:10.320,3155.0,546598.0,550320.0,12.0
147,S2,09:11.070,09:14.927,750.0,551070.0,554927.0,12.0
148,S1,09:15.368,09:16.224,441.0,555368.0,556224.0,4.0
149,S2,09:15.957,09:16.332,-267.0,555957.0,556332.0,3.0
150,S1,09:17.265,09:20.957,933.0,557265.0,560957.0,12.0
151,S2,09:20.999,09:22.160,42.0,560999.0,562160.0,6.0
152,S1,09:22.466,09:22.754,306.0,562466.0,562754.0,2.0
153,S2,09:22.899,09:29.354,145.0,562899.0,569354.0,14.0
154,S1,09:29.400,09:30.039,46.0,569400.0,570039.0,2.0
155,S2,09:30.308,09:35.264,269.0,570308.0,575264.0,12.0
156,S1,09:34.670,09:35.282,-594.0,574670.0,575282.0,3.0
157,S2,09:35.581,09:35.731,299.0,575581.0,575731.0,1.0
158,S1,09:36.004,09:36.448,273.0,576004.0,576448.0,3.0
159,S2,09:36.385,09:36.987,-63.0,576385.0,576987.0,3.0
160,S1,09:37.023,09:38.765,36.0,577023.0,578765.0,12.0
161,S2,09:39.142,09:42.104,377.0,579142.0,582104.0,8.0
162,S1,09:42.985,09:47.618,881.0,582985.0,587618.0,17.0
163,S2,09:48.125,09:50.781,507.0,588125.0,590781.0,12.0
164,S1,09:51.443,09:52.743,662.0,591443.0,592743.0,3.0
165,S2,09:53.633,09:53.827,890.0,593633.0,593827.0,1.0
166,S1,09:54.113,09:55.034,286.0,594113.0,595034.0,4.0
167,S2,09:55.433,09:55.620,399.0,595433.0,595620.0,1.0
168,S1,09:56.005,09:56.316,385.0,596005.0,596316.0,1.0
169,S2,09:58.590,09:59.600,2274.0,598590.0,599600.0,7.0
170,S1,09:58.590,10:00.000,-1010.0,598590.0,600000.0,10.0
