turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:01.160,00:06.703,1160.0,1160.0,6703.0,19.0
1,S2,00:05.572,00:06.625,-1131.0,5572.0,6625.0,3.0
2,S1,00:07.295,00:15.710,670.0,7295.0,15710.0,23.0
3,S2,00:16.924,00:17.527,1214.0,16924.0,17527.0,6.0
4,S1,00:17.078,00:17.959,-449.0,17078.0,17959.0,3.0
5,S2,00:18.569,00:19.679,610.0,18569.0,19679.0,4.0
6,S1,00:19.379,00:22.192,-300.0,19379.0,22192.0,12.0
7,S2,00:23.461,00:24.150,1269.0,23461.0,24150.0,2.0
8,S1,00:24.844,00:32.985,694.0,24844.0,32985.0,27.0
9,S2,00:33.732,00:39.580,747.0,33732.0,39580.0,24.0
10,S1,00:40.000,00:41.200,420.0,40000.0,41200.0,4.0
11,S2,00:41.642,00:45.874,442.0,41642.0,45874.0,13.0
12,S1,00:46.331,00:48.775,457.0,46331.0,48775.0,12.0
13,S2,00:48.917,01:00.986,142.0,48917.0,60986.0,38.0
14,S1,01:00.819,01:01.252,-167.0,60819.0,61252.0,2.0
15,S2,01:02.175,01:09.296,923.0,62175.0,69296.0,31.0
16,S1,01:09.160,01:15.202,-136.0,69160.0,75202.0,22.0
17,S2,01:15.126,01:16.469,-76.0,75126.0,76469.0,8.0
18,S1,01:17.844,01:47.544,1375.0,77844.0,107544.0,112.0
19,S2,01:46.478,01:48.310,-1066.0,106478.0,108310.0,3.0
20,S1,01:48.164,02:02.511,-146.0,108164.0,122511.0,56.0
21,S2,02:00.975,02:01.944,-1536.0,120975.0,121944.0,4.0
22,S1,02:02.724,02:22.414,780.0,122724.0,142414.0,64.0
23,S2,02:22.328,02:23.071,-86.0,142328.0,143071.0,4.0
24,S1,02:23.717,02:25.522,646.0,143717.0,145522.0,6.0
25,S2,02:26.152,02:30.487,630.0,146152.0,150487.0,17.0
26,S1,02:30.120,02:31.616,-367.0,150120.0,151616.0,5.0
27,S2,02:31.667,02:31.780,51.0,151667.0,151780.0,1.0
28,S1,02:32.912,03:07.996,1132.0,152912.0,187996.0,112.0
29,S2,03:08.371,03:10.733,375.0,188371.0,190733.0,9.0
30,S1,03:11.463,03:17.820,730.0,191463.0,197820.0,20.0
31,S2,03:18.536,03:33.014,716.0,198536.0,213014.0,60.0
32,S1,03:33.212,03:33.564,198.0,213212.0,213564.0,2.0
33,S2,03:33.567,03:43.565,3.0,213567.0,223565.0,37.0
34,S1,03:43.547,03:44.094,-18.0,223547.0,224094.0,2.0
35,S2,03:44.274,03:56.617,180.0,224274.0,236617.0,38.0
36,S1,03:56.567,03:57.697,-50.0,236567.0,237697.0,3.0
37,S2,03:57.151,04:02.556,-546.0,237151.0,242556.0,12.0
38,S1,04:02.200,04:03.508,-356.0,242200.0,243508.0,3.0
39,S2,04:02.822,04:08.088,-686.0,242822.0,248088.0,18.0
40,S1,04:07.466,04:11.589,-622.0,247466.0,251589.0,14.0
41,S2,04:11.837,04:12.605,248.0,251837.0,252605.0,3.0
42,S1,04:12.741,04:23.389,136.0,252741.0,263389.0,27.0
43,S2,04:23.781,04:25.062,392.0,263781.0,265062.0,3.0
44,S1,04:23.999,04:50.015,-1063.0,263999.0,290015.0,88.0
45,S2,04:50.009,04:51.963,-6.0,290009.0,291963.0,6.0
46,S1,04:52.954,05:00.248,991.0,292954.0,300248.0,27.0
47,S2,05:03.204,05:08.464,2956.0,303204.0,308464.0,31.0
48,S1,05:08.576,05:13.628,112.0,308576.0,313628.0,21.0
49,S2,05:12.129,05:14.648,-1499.0,312129.0,314648.0,2.0
50,S1,05:14.648,05:16.356,0.0,314648.0,316356.0,5.0
51,S2,05:16.032,05:16.345,-324.0,316032.0,316345.0,1.0
52,S1,05:16.680,05:17.269,335.0,316680.0,317269.0,2.0
53,S2,05:18.694,05:21.139,1425.0,318694.0,321139.0,10.0
54,S1,05:21.358,05:26.320,219.0,321358.0,326320.0,23.0
55,S2,05:26.568,05:28.022,248.0,326568.0,328022.0,8.0
56,S1,05:28.074,05:28.216,52.0,328074.0,328216.0,2.0
57,S2,05:28.406,05:29.102,190.0,328406.0,329102.0,4.0
58,S1,05:30.943,05:34.174,1841.0,330943.0,334174.0,11.0
59,S2,05:34.688,05:36.491,514.0,334688.0,336491.0,8.0
60,S1,05:36.269,05:43.051,-222.0,336269.0,343051.0,24.0
61,S2,05:43.560,05:49.611,509.0,343560.0,349611.0,20.0
62,S1,05:50.245,05:51.065,634.0,350245.0,351065.0,3.0
63,S2,05:51.169,05:53.634,104.0,351169.0,353634.0,15.0
64,S1,05:57.340,06:07.611,3706.0,357340.0,367611.0,39.0
65,S2,06:08.073,06:08.278,462.0,368073.0,368278.0,1.0
66,S1,06:09.165,06:16.016,887.0,369165.0,376016.0,9.0
67,S2,06:17.497,06:23.686,1481.0,377497.0,383686.0,25.0
68,S1,06:24.001,06:24.078,315.0,384001.0,384078.0,1.0
69,S2,06:23.896,06:25.293,-182.0,383896.0,385293.0,11.0
70,S1,06:25.655,06:25.877,362.0,385655.0,385877.0,1.0
71,S2,06:25.942,06:31.576,65.0,385942.0,391576.0,24.0
72,S1,06:31.635,06:31.711,59.0,391635.0,391711.0,1.0
73,S2,06:32.898,06:34.696,1187.0,392898.0,394696.0,7.0
74,S1,06:34.216,06:34.400,-480.0,394216.0,394400.0,1.0
75,S2,06:35.260,06:38.632,860.0,395260.0,398632.0,20.0
76,S1,06:39.033,06:42.230,401.0,399033.0,402230.0,11.0
77,S2,06:42.152,06:42.650,-78.0,402152.0,402650.0,3.0
78,S1,06:43.564,06:49.233,914.0,403564.0,409233.0,27.0
79,S2,06:48.912,06:49.751,-321.0,408912.0,409751.0,4.0
80,S1,06:49.708,06:55.901,-43.0,409708.0,415901.0,27.0
81,S2,06:55.593,06:55.703,-308.0,415593.0,415703.0,1.0
82,S1,06:56.977,07:00.095,1274.0,416977.0,420095.0,11.0
83,S2,07:00.398,07:03.501,303.0,420398.0,423501.0,12.0
84,S1,07:04.019,07:06.798,518.0,424019.0,426798.0,12.0
85,S2,07:06.947,07:07.240,149.0,426947.0,427240.0,1.0
86,S1,07:07.496,07:07.713,256.0,427496.0,427713.0,1.0
87,S2,07:08.485,07:11.785,772.0,428485.0,431785.0,13.0
88,S2,07:11.809,07:16.518,24.0,431809.0,436518.0,26.0
89,S1,07:16.245,07:20.912,-273.0,436245.0,440912.0,16.0
90,S2,07:21.232,07:21.525,320.0,441232.0,441525.0,1.0
91,S1,07:21.545,07:26.473,20.0,441545.0,446473.0,15.0
92,S2,07:27.004,07:36.337,531.0,447004.0,456337.0,32.0
93,S1,07:37.263,07:39.307,926.0,457263.0,459307.0,10.0
94,S2,07:39.576,07:39.744,269.0,459576.0,459744.0,1.0
95,S1,07:40.093,07:40.188,349.0,460093.0,460188.0,1.0
96,S2,07:40.914,07:51.293,726.0,460914.0,471293.0,43.0
97,S1,07:52.924,07:59.571,1631.0,472924.0,479571.0,20.0
98,S2,08:01.329,08:05.479,1758.0,481329.0,485479.0,12.0
99,S1,08:05.121,08:11.069,-358.0,485121.0,491069.0,30.0
100,S2,08:10.939,08:18.722,-130.0,490939.0,498722.0,26.0
101,S1,08:18.385,08:18.545,-337.0,498385.0,498545.0,1.0
102,S2,08:19.854,08:22.793,1309.0,499854.0,502793.0,15.0
103,S1,08:22.967,08:23.126,174.0,502967.0,503126.0,1.0
104,S2,08:23.397,08:26.094,271.0,503397.0,506094.0,13.0
105,S1,08:26.578,08:27.016,484.0,506578.0,507016.0,1.0
106,S2,08:26.644,08:27.476,-372.0,506644.0,507476.0,4.0
107,S1,08:27.658,08:29.147,182.0,507658.0,509147.0,6.0
108,S2,08:29.214,08:30.306,67.0,509214.0,510306.0,5.0
109,S1,08:30.278,08:30.820,-28.0,510278.0,510820.0,2.0
110,S2,08:30.986,08:32.000,166.0,510986.0,512000.0,7.0
111,S1,08:32.688,08:33.858,688.0,512688.0,513858.0,7.0
112,S2,08:33.968,08:34.085,110.0,513968.0,514085.0,1.0
113,S1,08:34.877,08:39.836,792.0,514877.0,519836.0,21.0
114,S2,08:39.300,08:40.381,-536.0,519300.0,520381.0,3.0
115,S1,08:40.720,08:41.543,339.0,520720.0,521543.0,4.0
116,S2,08:41.385,08:41.627,-158.0,521385.0,521627.0,1.0
117,S1,08:41.561,08:42.484,-66.0,521561.0,522484.0,6.0
118,S2,08:43.382,08:47.540,898.0,523382.0,527540.0,13.0
119,S1,08:48.592,08:49.392,1052.0,528592.0,529392.0,3.0
120,S2,08:49.454,08:52.313,62.0,529454.0,532313.0,9.0
121,S1,08:52.374,08:53.668,61.0,532374.0,533668.0,7.0
122,S2,08:54.417,08:59.584,749.0,534417.0,539584.0,17.0
123,S1,08:59.767,09:01.897,183.0,539767.0,541897.0,4.0
124,S2,09:02.029,09:03.749,132.0,542029.0,543749.0,8.0
125,S1,09:04.827,09:05.242,1078.0,544827.0,545242.0,2.0
126,S2,09:05.692,09:13.647,450.0,545692.0,553647.0,26.0
