turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:01.540,00:02.307,1540.0,1540.0,2307.0,3.0
1,S2,00:06.425,00:07.383,4118.0,6425.0,7383.0,4.0
2,S1,00:07.413,00:10.978,30.0,7413.0,10978.0,6.0
3,S2,00:10.989,00:11.302,11.0,10989.0,11302.0,5.0
4,S1,00:12.687,00:13.287,1385.0,12687.0,13287.0,8.0
5,S2,00:14.195,00:16.262,908.0,14195.0,16262.0,10.0
6,S1,00:16.271,00:22.020,9.0,16271.0,22020.0,16.0
7,S2,00:22.060,00:22.611,40.0,22060.0,22611.0,1.0
8,S1,00:22.776,00:26.876,165.0,22776.0,26876.0,16.0
9,S2,00:27.458,00:32.161,582.0,27458.0,32161.0,11.0
10,S1,00:32.287,00:34.007,126.0,32287.0,34007.0,7.0
11,S2,00:34.112,00:35.348,105.0,34112.0,35348.0,5.0
12,S1,00:35.410,00:35.644,62.0,35410.0,35644.0,1.0
13,S2,00:36.589,00:40.306,945.0,36589.0,40306.0,19.0
14,S1,00:40.370,00:43.729,64.0,40370.0,43729.0,14.0
15,S2,00:43.850,00:50.222,121.0,43850.0,50222.0,22.0
16,S1,00:50.408,01:06.532,186.0,50408.0,66532.0,41.0
17,S2,01:05.299,01:09.112,-1233.0,65299.0,69112.0,7.0
18,S1,01:09.499,01:10.683,387.0,69499.0,70683.0,5.0
19,S2,01:09.937,01:13.455,-746.0,69937.0,73455.0,8.0
20,S1,01:13.815,01:17.197,360.0,73815.0,77197.0,11.0
21,S2,01:17.142,01:18.611,-55.0,77142.0,78611.0,10.0
22,S1,01:18.873,01:23.350,262.0,78873.0,83350.0,12.0
23,S2,01:23.340,01:32.330,-10.0,83340.0,92330.0,31.0
24,S1,01:32.375,01:36.955,45.0,92375.0,96955.0,8.0
25,S2,01:37.312,01:37.607,357.0,97312.0,97607.0,1.0
26,S1,01:37.823,01:38.305,216.0,97823.0,98305.0,2.0
27,S2,01:39.226,01:47.201,921.0,99226.0,107201.0,37.0
28,S1,01:49.673,01:51.592,2472.0,109673.0,111592.0,9.0
29,S2,01:51.786,01:55.935,194.0,111786.0,115935.0,17.0
30,S1,01:56.416,01:57.267,481.0,116416.0,117267.0,5.0
31,S2,01:57.568,01:57.961,301.0,117568.0,117961.0,2.0
32,S1,01:58.734,02:02.118,773.0,118734.0,122118.0,8.0
33,S2,02:02.514,02:06.382,396.0,122514.0,126382.0,17.0
34,S1,02:07.135,02:07.980,753.0,127135.0,127980.0,4.0
35,S2,02:07.980,02:12.163,0.0,127980.0,132163.0,14.0
36,S1,02:12.752,02:13.542,589.0,132752.0,133542.0,4.0
37,S2,02:13.809,02:17.766,267.0,133809.0,137766.0,8.0
38,S1,02:17.766,02:22.355,0.0,137766.0,142355.0,16.0
39,S2,02:21.744,02:24.700,-611.0,141744.0,144700.0,4.0
40,S1,02:26.948,02:28.816,2248.0,146948.0,148816.0,2.0
41,S1,02:32.678,02:54.982,3862.0,152678.0,174982.0,67.0
42,S2,02:55.519,02:57.272,537.0,175519.0,177272.0,7.0
43,S1,02:58.157,02:58.533,885.0,178157.0,178533.0,3.0
44,S2,02:59.879,03:00.982,1346.0,179879.0,180982.0,4.0
45,S1,03:03.164,03:08.355,2182.0,183164.0,188355.0,14.0
46,S2,03:08.760,03:13.305,405.0,188760.0,193305.0,31.0
47,S1,03:15.151,03:18.050,1846.0,195151.0,198050.0,4.0
48,S2,03:19.656,03:20.744,1606.0,199656.0,200744.0,4.0
49,S1,03:20.654,03:23.028,-90.0,200654.0,203028.0,10.0
50,S2,03:22.560,03:26.440,-468.0,202560.0,206440.0,19.0
