turn_num,speaker,turn_start,turn_end,gap_length,turn_start_msec,turn_end_msec,number_of_words
0,S1,00:00.306,00:04.352,306.0,306.0,4352.0,7.0
1,S2,00:04.790,00:10.688,438.0,4790.0,10688.0,11.0
2,S1,00:11.330,00:11.896,642.0,11330.0,11896.0,3.0
3,S2,00:12.010,00:12.260,114.0,12010.0,12260.0,2.0
4,S2,00:12.350,00:12.845,90.0,12350.0,12845.0,1.0
5,S2,00:14.898,00:17.000,2053.0,14898.0,17000.0,6.0
6,S1,00:15.825,00:18.255,-1175.0,15825.0,18255.0,9.0
7,S2,00:19.422,00:20.221,1167.0,19422.0,20221.0,2.0
8,S1,00:20.350,00:20.870,129.0,20350.0,20870.0,2.0
9,S2,00:20.981,00:21.568,111.0,20981.0,21568.0,2.0
10,S1,00:22.330,00:26.380,762.0,22330.0,26380.0,13.0
11,S2,00:26.120,00:26.574,-260.0,26120.0,26574.0,2.0
12,S1,00:26.548,00:28.854,-26.0,26548.0,28854.0,10.0
13,S2,00:29.693,00:33.897,839.0,29693.0,33897.0,12.0
14,S1,00:34.570,00:36.338,673.0,34570.0,36338.0,9.0
15,S2,00:37.240,00:38.339,902.0,37240.0,38339.0,4.0
16,S1,00:39.635,00:41.276,1296.0,39635.0,41276.0,10.0
17,S2,00:43.014,00:44.447,1738.0,43014.0,44447.0,2.0
18,S1,00:43.513,00:45.400,-934.0,43513.0,45400.0,7.0
19,S2,00:45.608,00:59.527,208.0,45608.0,59527.0,35.0
20,S1,00:59.527,01:00.352,0.0,59527.0,60352.0,6.0
21,S2,01:01.249,01:04.591,897.0,61249.0,64591.0,11.0
22,S1,01:04.792,01:08.680,201.0,64792.0,68680.0,17.0
23,S2,01:08.006,01:12.608,-674.0,68006.0,72608.0,17.0
24,S1,01:14.290,01:14.970,1682.0,74290.0,74970.0,2.0
25,S2,01:15.633,01:22.018,663.0,75633.0,82018.0,11.0
26,S1,01:22.387,01:27.877,369.0,82387.0,87877.0,14.0
27,S2,01:30.297,01:38.853,2420.0,90297.0,98853.0,10.0
28,S1,01:40.385,01:44.447,1532.0,100385.0,104447.0,12.0
29,S2,01:45.457,01:47.857,1010.0,105457.0,107857.0,10.0
30,S1,01:46.931,01:51.069,-926.0,106931.0,111069.0,12.0
