subID,partnerID,convo_flow,convo_enjoy,friends,speak,knew_before,knew_before_text,know_now,common,similar,attractive,attracted_to,extraverted,fun,disclosed,comfortable,extraverted_self,fun_self,disclosed_self,comfortable_self,length_self,length_partner,convo_order,round_robin_num
6,11,100,78,72,60,0,,41,38,68,49,0,81,70,32,,,,,49,,,10,1
7,8,100,100,100,71,6,"I'd seen her before, but we had never spoken. ",24,63,65,62,0,74,76,54,,,,,100,,,1,1
7,2,100,100,84,50,0,,12,61,36,77,0,100,78,52,,,,,100,,,2,1
7,11,61,52,11,51,0,,15,29,0,17,0,64,58,0,,,,,79,,,3,1
7,10,100,100,100,51,0,,45,69,100,75,0,84,100,5,,,,,100,,,4,1
7,4,100,82,58,37,0,,33,54,39,43,0,75,71,48,,,,,100,,,5,1
7,1,100,100,100,51,0,,52,100,100,69,0,100,100,29,,,,,100,,,6,1
7,9,100,85,51,51,0,,26,24,34,0,0,54,71,27,,,,,100,,,7,1
7,3,100,100,100,51,0,,47,66,70,52,0,76,76,34,,,,,100,,,8,1
7,5,100,100,100,51,5,,36,100,100,53,0,82,94,39,,,,,100,,,9,1
7,6,82,60,21,45,0,,19,27,27,68,0,58,27,32,,,,,78,,,10,1
8,2,90,89,58,32,0,,19,31,24,76,0,86,100,5,,,,,100,,,1,1
8,7,90,88,87,58,0,,57,87,78,28,0,41,89,56,,,,,95,,,2,1
8,9,99,97,94,50,0,,54,38,59,58,0,78,90,43,,,,,96,,,3,1
8,10,96,96,75,55,0,,60,78,66,54,0,62,88,42,,,,,89,,,4,1
8,11,87,74,31,61,23,I taught her in PE skating however never really talked to her. ,52,29,21,25,0,73,71,29,,,,,62,,,5,1
8,3,88,89,68,52,0,,23,37,26,69,0,34,62,15,,,,,71,,,6,1
8,4,72,42,9,55,0,,32,18,15,21,0,25,38,24,,,,,44,,,7,1
8,6,81,71,4,52,0,,38,24,22,21,0,68,62,55,,,,,65,,,8,1
8,5,28,31,18,95,0,,23,20,20,17,0,33,38,33,,,,,25,,,9,1
8,1,100,100,90,69,0,,31,32,77,59,0,97,100,12,,,,,97,,,10,1
9,8,93,90,84,64,0,,59,38,60,58,4,75,77,61,,,,,84,,,1,1
9,11,84,78,67,66,0,,59,71,36,61,1,57,66,33,,,,,64,,,2,1
9,10,85,77,80,69,0,,62,71,38,66,0,74,68,39,,,,,74,,,3,1
9,6,43,55,44,54,0,,39,57,40,69,0,43,37,39,,,,,64,,,4,1
9,2,53,46,59,55,67,She is friends with my trippees,40,57,39,62,2,59,60,28,,,,,34,,,5,1
9,4,77,65,60,60,1,,57,62,38,59,0,62,69,57,,,,,67,,,6,1
9,1,85,79,78,65,10,,64,57,63,71,1,61,69,70,,,,,77,,,7,1
9,7,58,56,57,67,1,,65,56,38,57,0,41,61,40,,,,,59,,,8,1
9,5,73,78,65,71,29,We had a class together last Spring,63,72,57,61,0,61,68,57,,,,,73,,,9,1
9,3,65,40,40,68,1,,44,39,29,57,0,26,61,33,,,,,78,,,10,1
10,11,75,76,52,58,0,,51,71,67,35,0,61,64,57,,,,,81,,,1,1
10,8,95,97,98,51,0,,51,73,73,62,0,67,100,50,,,,,100,,,2,1
10,9,36,61,53,20,0,,35,28,22,49,0,34,55,56,,,,,55,,,3,1
10,2,93,92,84,36,0,,49,53,37,90,0,60,79,51,,,,,97,,,4,1
10,4,56,75,79,39,23,"Mutual friend, Same class",56,42,39,78,0,38,61,69,,,,,60,,,5,1
10,6,49,52,44,28,43,We are in the same clas,49,36,37,72,0,55,49,46,,,,,20,,,6,1
10,5,59,72,72,51,0,,59,61,48,60,0,76,74,56,,,,,58,,,7,1
10,1,53,47,24,49,0,,44,21,0,49,0,60,37,20,,,,,21,,,8,1
10,7,100,100,100,51,0,,69,59,76,78,0,58,100,76,,,,,100,,,9,1
10,3,68,68,55,31,0,,35,21,26,86,0,74,75,73,,,,,60,,,10,1
11,10,100,100,72,44,0,,25,86,78,58,49,60,61,74,,,,,100,,,1,1
11,9,100,83,83,46,0,,17,77,56,71,52,74,100,72,,,,,100,,,2,1
11,8,100,99,77,51,7,One of my PE class instructers,24,55,47,70,50,63,100,58,,,,,100,,,3,1
11,4,82,88,86,52,0,,62,74,80,75,51,57,84,16,,,,,100,,,4,1
11,5,87,89,74,57,0,"We were Link Up Buddies but I accidentally never replied to her emails, so we knew each other in name only",18,70,61,77,51,71,79,67,,,,,84,,,5,1
11,3,84,90,86,59,0,,4,42,60,72,50,63,92,32,,,,,93,,,6,1
11,2,91,93,93,46,0,,9,65,62,76,50,78,95,23,,,,,100,,,7,1
11,7,92,99,95,51,0,,8,60,65,71,52,66,100,7,,,,,100,,,8,1
11,1,100,100,100,50,0,,35,71,82,72,50,80,100,36,,,,,96,,,9,1
11,6,100,99,84,40,0,,36,64,51,69,51,80,95,39,,,,,100,,,10,1
20,21,60,61,62,55,52,We have a class together.,56,45,52,72,0,56,58,54,59,53,44,43,54,,,1,2
20,25,100,100,100,51,0,,64,100,76,66,0,80,100,83,100,100,72,79,71,,,2,2
20,26,53,53,51,52,0,,45,46,47,70,45,38,42,55,54,55,55,43,54,,,3,2
20,28,79,67,57,37,0,,64,67,53,39,0,75,76,52,83,62,60,39,85,,,4,2
20,22,85,78,74,53,0,,68,58,62,67,0,80,78,57,79,58,66,46,67,,,5,2
20,29,66,67,58,32,0,,70,43,57,36,0,63,64,53,82,67,42,50,68,,,6,2
20,30,100,80,66,31,0,,70,70,67,52,0,81,73,35,82,72,64,60,72,,,7,2
20,24,53,54,47,36,0,,65,35,44,35,0,56,53,47,72,53,56,64,59,,,8,2
21,27,92,57,25,43,9,Seeing in class,29,55,27,26,0,54,70,54,85,53,62,55,85,,,1,2
21,22,89,83,76,68,0,,41,34,67,73,1,45,61,9,71,66,79,58,86,,,2,2
21,28,95,87,65,64,1,Briefly seen on Trips,39,35,59,54,0,62,63,66,100,85,87,64,87,,,3,2
21,20,90,91,95,42,38,Small class together this term,54,46,67,90,11,84,87,52,95,72,77,18,95,,,4,2
21,23,89,96,96,50,33,Classes together,45,66,66,60,2,58,64,53,84,72,82,82,83,,,5,2
21,25,86,99,97,49,20,Classes together,37,65,69,71,9,64,75,32,77,75,71,27,91,,,6,2
21,26,26,26,23,55,0,,10,19,53,69,1,62,10,0,60,26,20,8,39,,,7,2
21,24,73,60,20,43,31,Previous attempt at this study,42,8,5,3,0,38,46,4,57,32,37,14,44,,,8,2
21,29,100,97,99,52,0,,49,59,19,52,2,19,75,58,60,79,77,63,91,,,9,2
21,30,83,64,61,45,1,,41,56,61,79,2,84,77,87,88,77,64,71,68,,,10,2
22,29,76,68,52,49,0,,18,55,56,75,13,52,69,45,84,53,54,21,69,,,1,2
22,26,63,62,62,50,0,,50,63,64,76,4,78,79,57,61,57,60,57,67,,,2,2
22,21,69,68,66,51,0,,51,64,64,82,6,93,76,60,72,60,54,50,73,,,3,2
22,28,100,100,75,42,0,,65,29,61,63,0,95,96,54,98,60,60,42,95,,,4,2
22,24,74,63,38,46,0,,50,26,27,48,0,50,52,48,75,47,47,52,82,,,5,2
22,20,100,96,95,51,0,,67,83,88,75,3,95,97,66,89,69,71,56,96,,,6,2
22,23,96,97,98,42,0,,66,89,91,72,0,90,91,80,89,67,67,41,91,,,7,2
22,25,98,84,87,50,0,,57,91,90,66,0,74,77,61,90,75,75,52,96,,,8,2
22,30,100,98,99,50,51,Friend of a friend; live in same building,79,95,95,81,0,87,97,72,99,70,72,63,97,,,9,2
22,27,26,24,21,63,0,,35,27,22,48,0,28,30,41,18,56,47,35,21,,,10,2
23,21,92,69,61,51,13,Classmate,30,59,59,66,0,83,65,38,75,82,75,15,92,,,1,2
23,24,20,14,13,70,0,,7,9,9,16,0,15,13,23,19,65,66,10,0,,,2,2
23,25,80,71,71,51,0,,51,67,68,71,0,72,78,24,74,77,77,15,82,,,3,2
23,29,87,80,69,50,0,,51,67,65,61,0,56,63,27,69,82,69,13,84,,,4,2
23,22,89,84,69,51,0,,51,72,75,89,0,88,77,19,78,82,82,16,75,,,5,2
23,27,63,65,51,51,0,,51,53,48,49,0,42,57,33,56,63,66,14,57,,,6,2
23,30,85,70,61,48,0,,52,59,59,59,0,87,67,70,66,71,71,31,65,,,7,2
23,28,56,47,37,74,0,,29,36,37,51,0,41,50,37,52,57,44,36,36,,,8,2
23,26,59,51,57,60,0,,33,46,55,85,0,64,60,32,55,63,61,24,54,,,9,2
24,29,100,100,86,60,23,"I met her once or twice during our first-year orientation week. We are also both in the same LLC (the Thought Project), so we've had a few short conversations through that.",35,66,35,76,58,35,91,78,78,37,62,70,91,,,1,2
24,30,84,68,56,70,0,N/A,23,55,27,60,52,39,65,16,59,63,58,60,91,,,2,2
24,28,99,99,99,51,0,N/A,33,66,31,59,51,99,98,86,66,57,60,56,92,,,3,2
24,27,66,58,43,59,0,N/A,60,37,38,60,53,36,61,35,55,36,55,41,59,,,4,2
24,23,70,68,53,55,0,N/A,58,58,29,55,56,62,59,53,54,43,48,56,56,,,5,2
24,21,68,72,59,54,25,We had had a conversation before through this study.,71,39,37,59,62,69,69,55,57,38,44,47,55,,,6,2
24,25,72,72,64,40,0,N/A,62,69,68,58,58,41,59,45,57,44,58,45,60,,,7,2
24,26,75,76,65,61,0,N/A,40,62,56,57,58,61,60,63,61,55,56,41,56,,,8,2
24,22,65,69,71,57,0,N/A,57,67,71,55,55,61,64,59,60,46,57,58,58,,,9,2
24,20,82,81,70,63,0,N/A,32,69,40,64,62,80,80,16,63,40,45,80,60,,,10,2
25,20,88,99,95,63,0,,35,76,65,70,62,82,91,76,41,64,69,69,80,,,1,2
25,23,89,74,88,63,0,,25,18,66,30,5,74,83,27,87,73,84,15,90,,,2,2
25,26,13,22,65,41,36,We went to high school and lived in the same dorm,40,18,35,71,65,70,85,39,27,42,34,86,27,,,3,2
25,21,85,82,67,70,0,,27,77,80,39,9,69,82,16,64,72,77,15,89,,,4,2
25,24,5,7,0,72,0,,8,3,0,0,0,19,15,4,11,63,30,7,5,,,5,2
25,28,87,100,100,64,0,,66,100,79,62,62,83,97,31,74,72,77,37,79,,,6,2
25,29,26,9,3,82,0,,18,19,5,8,4,16,27,9,19,29,17,13,22,,,7,2
25,22,74,87,89,41,0,,23,66,70,87,73,76,87,24,67,64,68,24,71,,,8,2
25,27,34,34,17,69,0,,16,24,19,12,0,35,17,37,32,62,53,11,30,,,9,2
25,30,80,85,81,31,0,,68,33,50,65,42,94,91,94,96,69,71,30,83,,,10,2
26,22,94,97,97,49,0,,11,86,90,92,0,100,100,33,100,84,83,23,67,,,1,2
26,29,100,100,100,50,0,,45,75,62,78,3,23,85,77,94,98,89,46,99,,,2,2
26,27,100,100,94,50,0,,59,100,75,69,2,63,97,94,100,100,96,11,100,,,3,2
26,25,100,100,100,42,92,"Same boarding school, lived in same dorm",98,100,95,92,4,95,100,100,100,100,85,18,100,,,4,2
26,21,62,89,84,44,0,,59,58,77,87,23,41,80,44,74,94,87,0,97,,,5,2
26,20,100,100,100,28,0,,79,92,95,92,5,100,100,44,100,97,98,22,97,,,6,2
26,24,100,100,94,34,0,,75,79,32,52,1,57,98,68,98,99,99,26,100,,,7,2
26,28,99,99,93,11,0,,85,9,45,64,2,95,99,94,95,78,83,5,97,,,8,2
26,30,86,90,88,44,0,,76,71,76,76,2,100,91,14,100,24,25,23,91,,,9,2
26,23,98,100,98,43,0,,81,87,95,88,1,100,100,30,100,90,86,19,96,,,10,2
27,21,78,79,75,65,11,,32,74,70,57,23,64,65,57,64,76,62,56,62,,,1,2
27,26,82,86,82,63,18,,68,90,84,72,22,67,75,56,73,71,67,57,67,,,2,2
27,24,62,69,61,61,9,,69,64,70,56,6,60,87,64,82,69,74,58,76,,,3,2
27,23,75,73,74,72,10,,68,65,76,65,35,63,66,64,70,62,63,61,71,,,4,2
27,30,65,66,58,66,23,,60,66,62,42,42,59,70,55,67,65,58,65,62,,,5,2
27,29,70,69,69,71,60,mutual friends,65,68,73,63,34,66,74,63,74,68,70,63,70,,,6,2
27,25,58,64,57,68,31,,55,60,63,69,39,61,63,59,69,61,63,58,66,,,7,2
27,22,78,80,78,61,17,,77,67,70,69,42,64,85,67,72,66,66,57,67,,,8,2
27,28,59,61,79,71,22,,76,68,67,57,36,64,69,62,67,64,62,63,68,,,9,2
28,30,95,95,96,31,0,,20,58,70,91,0,100,100,5,100,85,76,14,90,,,1,2
28,24,97,100,100,56,0,,15,61,60,82,0,69,100,23,84,88,71,20,92,,,2,2
28,21,94,94,100,47,2,,20,38,64,66,0,100,100,15,94,77,58,12,80,,,3,2
28,22,100,100,100,90,0,,5,8,63,82,0,100,100,38,100,100,100,24,100,,,4,2
28,20,85,100,100,84,0,,8,77,63,98,0,100,100,0,100,74,75,15,97,,,5,2
28,29,100,100,100,51,34,We are in two of the same clubs,30,52,62,74,0,24,85,30,68,100,72,24,100,,,6,2
28,25,99,95,100,38,0,,16,67,65,77,0,95,93,2,93,82,72,9,84,,,7,2
28,26,55,53,59,55,0,,10,13,37,75,0,84,75,4,94,64,56,13,80,,,8,2
28,23,31,41,35,47,0,,3,16,35,67,0,66,54,9,84,64,32,3,57,,,9,2
28,27,70,89,94,56,6,,24,59,58,85,0,45,97,26,84,32,64,8,79,,,10,2
29,22,92,86,81,73,0,,44,78,80,76,0,45,82,62,77,79,78,82,82,,,1,2
29,24,62,78,57,31,45,"Met during orientation, sit near each other in psych. ",69,72,63,68,0,31,67,85,61,43,64,65,43,,,2,2
29,26,32,45,45,82,0,,30,52,52,76,0,86,68,13,55,64,12,57,40,,,3,2
29,23,87,88,84,50,0,,63,86,77,75,0,88,90,60,83,70,63,64,74,,,4,2
29,21,84,87,85,35,10,Have just seen her around,73,70,39,76,0,88,89,97,90,37,61,70,71,,,5,2
29,30,86,90,83,57,0,,66,73,83,75,0,46,87,65,83,79,81,75,86,,,6,2
29,28,91,99,96,26,30,Growing Change center for service program,70,87,89,74,0,84,88,81,89,63,79,71,79,,,7,2
29,27,81,82,83,53,46,"My friend's roommate, we met a couple of times",60,87,86,77,0,46,82,63,62,72,73,64,68,,,8,2
29,25,87,89,92,20,0,,53,75,73,82,0,91,90,64,88,58,74,13,70,,,9,2
29,20,87,94,85,80,0,,65,81,82,83,0,81,91,63,83,93,86,83,86,,,10,2
30,24,72,59,25,43,0,,12,17,17,33,0,61,43,70,65,65,57,26,36,,,1,2
30,28,78,59,44,55,0,,23,42,32,54,0,61,57,35,63,60,61,17,58,,,2,2
30,29,67,59,23,64,0,,26,32,32,39,0,33,47,32,63,67,66,26,47,,,3,2
30,21,69,68,68,54,0,,28,57,40,55,0,57,58,59,63,75,58,64,64,,,4,2
30,27,68,62,22,60,0,,14,20,20,15,0,59,29,41,62,56,38,31,67,,,5,2
30,22,67,69,64,59,39,mutual friends,40,61,60,90,0,69,71,31,67,69,70,43,72,,,6,2
30,20,70,73,78,67,0,,29,68,69,73,0,64,72,26,70,77,77,38,75,,,7,2
30,25,74,75,79,67,0,,24,86,86,87,0,75,69,19,64,81,66,38,77,,,8,2
30,23,79,77,70,71,0,,20,78,78,78,0,58,62,26,62,78,68,19,69,,,9,2
30,26,72,65,61,67,0,,15,58,41,78,0,67,58,27,43,73,66,15,64,,,10,2
40,49,90,83,66,31,0,,28,35,54,32,0,41,58,45,57,57,54,41,63,,,1,3
40,42,58,53,42,38,0,,23,25,26,27,0,66,57,39,58,42,52,25,53,,,2,3
40,48,37,55,65,55,0,,23,24,50,66,0,59,41,14,38,43,43,37,65,,,3,3
40,44,78,64,56,53,6,Met once quickly,14,31,50,15,0,43,59,36,61,57,54,57,59,,,4,3
40,41,37,45,43,55,0,,22,32,29,23,0,27,36,29,36,55,52,39,43,,,5,3
40,47,23,20,4,32,0,,24,0,0,16,0,7,18,60,27,58,42,35,37,,,6,3
40,45,67,70,73,45,80,Friend,81,69,68,63,0,61,63,41,68,56,55,44,75,,,7,3
40,46,27,16,5,24,0,,17,14,9,20,0,14,17,15,19,56,56,39,59,,,8,3
40,43,93,91,92,55,30,Friend,56,85,85,55,0,85,86,61,77,74,76,43,71,,,9,3
40,50,75,65,55,38,0,,22,42,43,20,0,44,57,44,45,67,59,37,73,,,10,3
41,49,77,76,75,29,0,,21,60,59,48,3,85,93,73,85,86,88,34,87,,,1,3
41,46,37,55,59,78,0,,26,35,35,20,0,15,35,21,24,87,86,29,83,,,2,3
41,45,70,69,70,51,14,Met once before,44,51,51,52,0,82,80,49,86,77,74,62,75,,,3,3
41,50,39,66,67,50,0,,12,29,35,50,0,34,64,26,57,48,58,26,68,,,4,3
41,44,73,74,74,50,0,,37,81,42,24,0,30,60,66,61,56,55,60,84,,,5,3
41,43,82,64,72,61,0,,24,51,51,53,0,65,64,47,81,76,75,59,80,,,6,3
41,40,60,40,50,51,0,,38,31,39,48,0,65,64,51,87,58,67,66,87,,,7,3
41,47,45,70,51,41,0,,36,51,26,13,0,18,35,26,46,41,43,32,75,,,8,3
41,42,60,68,74,52,0,,29,30,55,4,0,41,62,38,69,51,58,23,82,,,9,3
41,48,36,35,42,65,0,,25,32,35,58,0,64,39,25,73,67,53,30,68,,,10,3
42,50,85,79,51,67,0,,14,13,5,48,0,56,62,27,67,68,54,57,79,,,1,3
42,40,51,63,62,67,0,,26,29,38,67,0,63,61,28,56,63,53,64,63,,,2,3
42,44,62,71,57,60,0,,24,8,23,25,0,59,65,66,68,64,57,60,70,,,3,3
42,49,88,80,72,55,0,,27,62,62,46,0,74,75,41,72,76,54,25,79,,,4,3
42,43,82,73,68,67,0,,26,31,44,40,0,66,70,34,64,83,56,74,74,,,5,3
42,48,63,71,64,65,0,,26,64,55,74,0,68,61,44,69,67,54,57,75,,,6,3
42,47,56,58,29,44,0,,24,39,17,19,0,42,43,65,61,54,47,52,63,,,7,3
42,41,69,60,37,52,3,"In my study group, but barely",24,34,45,22,0,55,55,59,77,58,53,57,69,,,8,3
42,45,58,55,51,60,0,,16,31,32,63,0,62,51,56,47,60,53,53,65,,,9,3
42,46,22,45,20,46,0,,29,9,4,11,0,6,19,56,14,54,42,46,42,,,10,3
43,50,82,66,10,67,0,,10,40,33,9,0,72,57,60,77,89,84,69,64,,,1,3
43,45,100,100,100,51,68,Friends,85,100,90,64,0,100,100,54,100,100,99,53,100,,,2,3
43,49,91,87,50,35,0,,5,57,59,47,0,93,87,10,88,66,50,8,78,,,3,3
43,41,77,57,20,58,0,,11,34,12,25,0,34,31,58,90,72,33,6,88,,,4,3
43,42,91,76,56,33,0,,18,61,58,45,0,78,80,70,76,77,35,28,93,,,5,3
43,44,79,69,56,65,0,,21,27,23,10,0,54,71,38,84,83,70,64,83,,,6,3
43,46,13,3,0,85,0,,3,0,0,0,0,0,8,44,11,88,59,31,16,,,7,3
43,48,81,86,69,50,0,,12,58,62,70,0,89,79,55,74,71,66,36,86,,,8,3
43,40,96,92,93,48,14,Met him a couple times through friends,30,82,76,67,0,91,82,66,82,76,82,53,90,,,9,3
43,47,59,29,0,54,0,,10,10,10,10,0,15,15,6,26,71,38,15,41,,,10,3
44,50,95,94,91,56,43,PSYCHOLOGY CLASS AND WE PLAYED POOL TOGETHER ONCE,62,69,67,23,83,44,78,61,69,30,30,54,71,,,1,3
44,42,71,71,44,27,0,,66,42,44,53,19,65,81,55,90,39,58,40,62,,,2,3
44,49,79,80,98,23,3,,71,65,60,63,29,73,88,68,69,59,62,40,65,,,3,3
44,40,62,52,40,50,31,We met during an event at orientation,55,55,53,47,15,62,60,64,65,69,43,57,57,,,4,3
44,41,70,68,64,56,0,,62,65,67,54,19,45,65,47,68,64,68,65,69,,,5,3
44,43,59,60,58,52,0,,59,44,47,57,16,59,59,53,64,56,58,52,72,,,6,3
44,45,69,63,60,52,0,,64,58,56,54,12,63,65,54,68,60,57,57,68,,,7,3
44,46,18,16,20,79,0,,58,30,31,26,20,12,17,37,31,60,45,52,33,,,8,3
44,47,60,55,22,19,0,,75,42,40,10,2,3,56,63,59,43,53,46,54,,,9,3
44,48,93,87,87,42,0,,64,40,57,55,20,91,90,56,94,58,63,59,80,,,10,3
45,46,73,60,35,27,0,,51,7,9,22,0,36,59,52,64,59,51,14,73,,,1,3
45,50,98,89,79,50,53,Acquaintences,67,71,70,44,0,91,83,40,88,86,79,38,87,,,2,3
45,43,100,88,78,43,85,friends,86,85,68,73,0,100,85,54,89,78,83,56,93,,,3,3
45,41,86,76,67,50,24,had met once before,49,69,65,49,0,78,77,71,69,61,61,57,86,,,4,3
45,48,76,68,62,52,0,,30,40,52,86,12,72,66,51,80,60,62,47,69,,,5,3
45,47,92,86,69,40,0,,51,69,35,32,0,41,62,65,72,62,71,64,77,,,6,3
45,40,84,82,89,50,80,friends,85,79,78,85,3,77,83,61,96,74,74,62,97,,,7,3
45,49,84,77,71,11,0,,41,64,57,62,0,100,81,57,79,41,62,31,77,,,8,3
45,42,69,65,49,33,0,,42,25,39,62,0,74,72,72,66,60,64,62,75,,,9,3
45,44,77,71,64,62,0,,51,66,60,27,0,75,73,60,66,74,65,58,75,,,10,3
46,45,89,74,44,66,0,,58,21,36,63,18,62,62,49,81,81,59,59,74,,,1,3
46,50,51,51,37,46,0,,53,29,55,53,14,61,56,54,53,45,48,52,58,,,2,3
46,48,42,47,28,68,0,,25,19,31,64,11,56,43,41,63,59,44,60,53,,,3,3
46,41,69,56,52,41,0,,47,35,55,47,11,58,56,49,63,58,50,59,68,,,4,3
46,43,33,36,20,44,0,,35,18,34,63,4,62,30,36,59,42,41,53,38,,,5,3
46,47,40,58,58,49,0,,54,71,62,27,1,38,44,55,49,44,48,55,40,,,6,3
46,40,42,52,55,62,0,,34,46,47,63,3,46,46,41,43,58,48,62,54,,,7,3
46,49,55,58,45,82,0,,11,37,51,58,3,44,57,13,56,74,53,68,60,,,8,3
46,44,33,38,32,52,0,,31,17,37,55,1,53,37,38,36,42,36,53,18,,,9,3
46,42,43,54,29,52,0,,26,26,39,63,3,55,52,45,50,54,55,53,57,,,10,3
47,41,85,68,79,63,0,,58,57,36,77,0,59,72,57,68,65,41,64,72,,,1,3
47,46,42,40,44,59,15,,55,24,28,59,7,36,43,59,42,59,41,64,56,,,2,3
47,45,68,69,62,43,10,,65,57,43,66,43,73,73,73,59,57,40,62,78,,,3,3
47,40,59,58,56,57,3,,67,39,38,64,18,64,56,56,40,44,40,54,66,,,4,3
47,50,78,78,77,48,16,,73,62,55,76,19,73,75,58,68,57,39,62,81,,,5,3
47,42,55,55,57,58,6,,56,38,33,60,8,62,59,76,39,30,33,42,42,,,6,3
47,49,75,76,72,45,9,,68,57,58,59,9,76,74,76,65,57,40,61,83,,,7,3
47,43,65,66,57,61,6,,62,25,25,57,3,59,61,80,53,57,39,62,58,,,8,3
47,44,68,81,62,44,6,,71,64,43,72,4,74,71,71,67,60,40,60,67,,,9,3
47,48,61,60,60,91,2,,63,43,40,77,18,65,64,35,43,44,38,74,70,,,10,3
48,40,37,36,61,49,0,,19,46,36,59,0,73,56,0,22,0,19,11,4,,,1,3
48,46,63,65,27,7,0,,20,0,10,13,0,12,55,6,46,58,59,0,63,,,2,3
48,45,100,74,85,51,0,,51,83,79,85,17,73,74,16,75,66,67,5,80,,,3,3
48,50,100,100,93,54,0,,72,41,41,41,0,69,100,69,99,95,76,69,100,,,4,3
48,42,93,70,75,0,0,,61,77,70,71,0,92,85,74,81,9,13,14,73,,,5,3
48,49,100,100,100,49,76,"On football team together, taking class together, in same fraternity",80,92,73,29,0,78,95,23,88,65,68,68,83,,,6,3
48,43,98,97,93,36,14,"In class together, friend of a friend",47,66,31,68,9,92,71,12,96,66,61,13,84,,,7,3
48,47,80,63,67,6,0,,26,30,0,0,0,13,66,67,69,25,26,0,83,,,8,3
48,41,78,86,63,51,0,,35,26,31,26,0,65,67,19,69,58,58,20,82,,,9,3
48,44,90,100,100,63,0,,61,33,34,9,0,20,74,61,86,78,78,31,100,,,10,3
49,41,92,87,55,51,0,,10,67,67,52,0,37,66,38,77,43,57,15,87,,,1,3
49,40,42,57,44,68,0,,31,81,31,51,0,55,57,64,40,53,33,19,46,,,2,3
49,44,93,100,83,87,0,,50,79,68,49,0,56,100,32,83,58,74,19,100,,,3,3
49,43,72,81,97,76,0,,40,77,89,49,0,79,93,15,74,65,64,14,84,,,4,3
49,42,100,100,90,51,0,,48,84,100,50,0,72,100,30,88,63,66,28,100,,,5,3
49,50,89,82,61,97,0,,25,56,42,50,0,44,100,21,65,60,52,13,93,,,6,3
49,45,64,86,82,95,3,,14,85,80,50,0,63,83,14,64,85,62,67,95,,,7,3
49,46,87,84,46,39,0,,30,41,34,49,0,31,69,41,50,43,37,16,74,,,8,3
49,47,57,63,34,55,0,,43,61,40,50,0,28,62,75,57,65,44,35,86,,,9,3
49,48,93,100,100,72,71,He's my football teammate and friend,76,90,90,50,0,85,100,68,93,67,84,33,100,,,10,3
50,42,100,89,81,32,0,,47,59,51,54,0,62,85,62,100,95,86,59,100,,,1,3
50,44,100,95,91,52,14,We are both students of the same psychology class,64,65,55,57,0,76,87,57,100,91,93,58,94,,,2,3
50,46,42,36,28,72,0,,33,31,31,17,0,0,34,20,60,100,82,50,41,,,3,3
50,43,100,100,100,51,0,,63,67,68,69,6,100,100,61,75,100,85,50,100,,,4,3
50,45,100,100,100,51,63,Orientation friends,97,94,100,100,18,100,100,63,100,100,100,69,100,,,5,3
50,49,100,92,94,51,0,,72,64,70,57,0,100,83,64,100,100,100,62,100,,,6,3
50,48,100,100,100,52,0,,100,100,100,100,17,100,100,88,100,100,100,95,100,,,7,3
50,41,62,56,60,59,0,,54,56,55,43,0,61,62,56,66,76,78,62,59,,,8,3
50,47,78,64,69,65,0,,50,53,52,48,0,40,48,31,66,83,84,60,74,,,9,3
50,40,100,91,84,51,0,,70,77,80,63,11,86,84,67,100,93,91,74,100,,,10,3
60,63,97,100,100,63,0,,51,77,44,63,0,81,99,57,100,100,100,57,100,89,54,1,4
60,62,53,59,57,58,0,,46,43,39,43,0,13,34,48,35,39,43,57,46,29,69,2,4
60,70,100,100,100,71,78,Classmates and both part of FYSEP Program,71,79,75,72,0,57,78,100,100,72,61,99,100,100,100,3,4
60,68,98,89,100,54,0,,50,60,61,88,0,63,73,28,94,70,65,57,100,83,42,4,4
60,66,92,78,91,87,0,,29,79,63,36,0,34,42,12,69,65,70,27,100,49,54,5,4
60,64,67,70,15,52,0,,7,0,12,100,0,99,73,14,79,74,62,14,93,78,48,6,4
60,69,59,76,100,37,34,We had already been introduced to each other.,43,17,24,100,0,59,69,0,97,68,72,73,92,51,31,7,4
60,61,100,100,100,32,0,,51,91,100,11,0,100,100,75,100,87,82,58,100,100,84,8,4
60,65,100,100,100,66,0,,70,32,100,100,0,70,100,68,86,77,75,81,89,100,51,9,4
61,68,83,76,87,50,0,,21,78,41,79,0,38,51,46,35,56,56,67,78,75,75,1,4
61,63,41,40,41,51,0,,69,40,27,37,0,52,44,71,73,63,67,70,61,48,74,2,4
61,67,100,100,100,50,12,We're in the same study session.,64,63,82,83,0,100,100,66,81,80,73,67,100,89,71,3,4
61,62,44,35,29,65,0,,37,26,28,30,0,37,37,36,65,61,32,30,40,39,38,4,4
61,70,57,38,38,60,1,I saw her once at a study session.,50,36,37,29,0,61,62,67,70,59,42,44,60,51,50,5,4
61,65,40,35,23,57,0,,31,33,33,39,0,40,38,41,48,51,51,51,42,38,40,6,4
61,69,60,51,50,50,0,,45,41,41,61,0,50,50,37,64,57,40,41,60,50,50,7,4
61,64,76,75,81,50,0,,65,68,65,79,0,71,73,59,68,62,62,64,84,60,60,8,4
61,60,88,77,78,56,0,,63,50,51,47,0,68,77,76,75,64,64,85,81,69,60,9,4
61,66,51,27,18,65,0,,29,25,23,27,0,34,36,36,41,40,61,39,44,35,35,10,4
