subID,partnerID,convo_flow,convo_enjoy,friends,speak,knew_before,knew_before_text,know_now,common,similar,attractive,attracted_to,extraverted,fun,disclosed,comfortable,extraverted_self,fun_self,disclosed_self,comfortable_self,length_self,length_partner,convo_order,round_robin_num
62,70,76,77,72,36,0,,34,61,68,68,8,28,64,27,74,43,49,22,77,51,50,1,4
62,60,63,64,58,43,0,,28,63,57,68,5,44,65,39,67,35,51,32,68,51,49,2,4
62,68,63,64,64,51,0,,29,37,62,75,3,43,66,24,73,37,51,19,77,50,50,3,4
62,69,43,44,50,61,0,,25,50,48,62,1,34,51,22,51,40,41,18,77,26,25,4,4
62,64,54,68,51,51,0,,30,59,40,76,0,62,61,36,72,45,36,23,75,51,49,5,4
62,61,71,67,60,43,0,,41,50,67,73,0,38,70,37,72,45,54,29,82,51,49,6,4
62,65,67,71,66,43,0,,34,68,51,74,0,69,68,30,74,41,54,28,77,49,50,7,4
62,63,81,76,60,64,0,,51,51,64,65,0,31,67,30,79,59,56,27,79,59,51,8,4
62,66,74,75,75,44,51,Freshman floormate,55,66,65,64,0,51,72,21,94,58,64,29,98,49,50,9,4
63,70,89,48,82,100,88,"Floor mate, Friend, Classmate",71,43,34,55,48,49,49,50,89,78,15,81,92,83,44,1,4
63,60,96,93,88,54,0,N/A,16,83,71,50,49,51,63,21,78,92,66,21,87,97,98,2,4
63,61,50,47,47,40,0,N/A,23,21,32,49,45,50,45,18,58,32,47,56,56,95,88,3,4
63,64,3,2,1,49,0,,5,3,0,55,35,44,7,4,13,51,49,22,38,2,2,4,4
63,68,47,69,63,50,2,,36,54,55,66,55,43,55,27,63,50,49,37,80,72,53,5,4
63,65,76,70,86,74,2,,32,43,59,61,61,49,51,45,65,62,57,77,97,94,89,6,4
63,69,36,46,53,54,52,floormates,49,51,48,65,61,51,53,11,75,45,48,8,71,63,64,7,4
63,66,77,100,97,44,3,Sits behind me in class and she asks a lot of great questions.,0,68,50,51,48,51,64,25,84,54,55,8,83,100,100,8,4
63,62,57,66,52,24,0,,19,51,45,50,48,50,50,7,71,49,53,3,73,95,87,9,4
64,67,79,71,100,45,0,,51,54,55,80,0,69,83,43,96,56,43,47,89,39,42,1,4
64,68,43,42,28,60,0,,32,10,37,46,0,15,40,42,43,54,40,37,56,60,45,2,4
64,63,23,42,28,54,0,,44,7,12,28,0,36,46,46,51,52,41,36,54,40,47,3,4
64,65,85,85,72,50,0,,42,45,46,58,0,57,74,39,73,53,58,44,77,62,48,4,4
64,69,57,61,42,48,0,,53,14,15,47,0,64,68,52,63,54,58,43,86,53,53,5,4
64,62,60,57,90,57,0,,54,60,58,81,0,40,61,48,56,53,57,45,65,68,68,6,4
64,70,73,68,54,48,0,,53,44,42,47,0,79,73,45,95,55,61,45,89,78,54,7,4
64,66,65,72,46,55,0,,53,47,37,34,0,66,68,26,65,54,58,36,84,74,56,8,4
64,61,93,96,46,51,0,,56,38,46,37,0,64,70,43,77,65,60,43,92,75,58,9,4
64,60,65,61,39,52,0,,53,41,36,53,0,46,71,45,64,60,64,45,90,55,55,10,4
65,67,85,85,66,50,6,,12,62,63,73,0,89,82,26,27,66,65,32,94,72,51,1,4
65,63,76,66,62,76,0,,18,34,36,55,12,72,71,77,71,72,36,36,74,50,58,2,4
65,64,75,71,72,60,0,,30,63,65,76,26,75,76,23,76,79,77,15,79,51,51,3,4
65,69,59,63,61,27,0,,14,37,36,51,9,94,82,42,71,62,64,32,79,61,81,4,4
65,68,67,55,57,51,0,,10,57,37,70,11,57,58,39,67,57,64,35,63,45,51,5,4
65,62,66,68,71,54,0,,23,60,60,61,6,70,65,55,78,63,63,39,75,55,56,6,4
65,66,63,41,40,51,0,,29,39,26,56,11,31,40,54,60,60,36,30,60,51,51,7,4
65,61,69,68,69,51,0,,18,62,39,69,18,31,67,28,75,60,63,33,72,51,51,8,4
65,70,72,71,85,63,0,,32,63,66,66,14,68,74,60,73,69,73,60,72,59,60,9,4
65,60,71,81,84,47,0,,26,60,40,55,3,100,90,61,75,65,67,54,83,57,73,10,4
66,67,100,100,100,51,56,"floormate last year, in same class this term, in same extracurricular activity",68,89,44,62,0,64,60,54,100,56,61,56,100,88,89,1,4
66,69,78,90,95,62,58,classmate,65,28,38,65,0,65,100,31,86,56,56,55,100,71,63,2,4
66,68,54,44,43,50,0,did not know them,19,24,18,53,0,52,53,18,52,39,41,11,53,42,38,3,4
66,65,84,70,65,54,5,did not know,32,41,40,100,0,57,55,44,78,57,61,37,71,50,50,4,4
66,64,64,63,42,63,0,did not know,22,38,38,100,0,100,82,67,58,69,60,44,71,45,31,5,4
66,70,43,54,62,50,0,did not know them,45,11,59,100,0,59,100,80,66,58,56,60,57,44,45,6,4
66,60,45,47,54,48,0,did not know them,11,39,46,100,0,42,61,40,40,42,55,42,56,20,15,7,4
66,63,99,100,100,83,0,did not know them,59,83,100,100,0,29,61,36,100,81,68,89,100,100,100,8,4
66,62,62,60,76,51,64,freshman floor mate,64,55,33,100,0,31,56,43,83,61,62,36,74,61,61,9,4
66,61,42,34,16,20,0,did not know her,28,24,27,100,0,35,31,67,44,46,38,0,29,11,0,10,4
67,66,93,94,94,72,85,"Freshman floor mates, on EMS together (she is ranked higher than me in EMS)",61,60,54,43,16,41,63,24,64,71,63,33,74,49,49,1,4
67,64,74,83,82,54,0,,27,70,84,83,11,87,83,20,50,76,70,34,65,27,22,2,4
67,65,96,93,96,39,14,Had a class together,64,61,89,77,6,62,92,51,78,70,69,39,88,65,51,3,4
67,61,100,100,100,51,35,in class together,51,98,84,84,2,82,100,49,90,89,93,38,98,62,51,4,4
67,70,72,72,56,50,43,in class together,59,44,55,65,0,46,67,60,82,56,57,43,66,51,51,5,4
68,61,75,66,56,34,0,,36,54,43,52,0,85,65,28,64,52,49,55,81,63,56,1,4
68,70,64,66,82,56,20,We met at Dimensions and spent a few hours together in a group.,38,61,73,56,0,40,66,75,78,53,60,90,85,68,51,2,4
68,64,29,28,48,59,0,,5,25,53,76,0,12,10,15,38,43,32,0,48,18,5,3,4
68,63,45,52,53,55,0,,11,61,53,51,0,11,45,31,46,55,43,6,56,54,54,4,4
68,62,59,65,67,32,0,,22,11,59,53,0,46,58,16,56,54,51,22,65,52,51,5,4
68,69,65,75,100,52,0,,31,36,100,64,0,33,85,42,86,46,52,27,100,52,51,6,4
68,66,56,55,18,47,0,,28,27,40,51,0,13,52,33,58,53,47,12,72,52,53,7,4
68,65,40,55,58,42,0,,15,45,57,59,0,33,59,13,45,44,44,25,36,51,51,8,4
68,60,73,78,83,53,0,,25,53,73,52,0,72,68,0,58,63,57,0,62,53,52,9,4
69,65,93,95,92,45,0,,42,60,61,66,6,86,97,45,98,79,93,46,100,65,60,1,4
69,66,85,98,99,52,77,We are classmates in PSYC 6. ,93,79,65,52,0,78,89,64,97,88,88,63,100,79,64,2,4
69,64,82,67,67,55,0,,58,64,58,73,5,79,73,58,94,85,76,55,98,56,45,3,4
69,68,94,92,96,59,0,,57,76,90,61,0,84,94,64,94,87,90,62,96,73,69,4,4
69,62,72,69,71,50,0,,54,57,58,47,0,79,76,40,96,73,71,42,97,61,58,5,4
69,70,97,96,100,56,75,She is my floormate. ,86,67,75,68,12,93,96,45,95,92,91,47,100,89,73,6,4
69,61,74,77,87,46,0,,57,64,74,68,0,84,83,47,96,90,88,47,97,57,57,7,4
69,60,94,90,91,56,55,We met through mutual friends. ,75,73,78,58,0,79,95,56,98,86,92,46,98,95,93,8,4
69,63,88,90,92,54,67,We are floormates. ,80,66,74,69,0,87,87,46,96,90,87,40,98,75,78,9,4
70,68,100,100,100,58,6,From dimensions but we had not talked since,22,49,48,76,15,51,100,47,85,68,63,59,88,90,56,1,4
70,63,84,73,100,17,98,Floor mates,87,80,84,78,5,85,86,87,55,22,72,30,100,50,43,2,4
70,62,72,100,100,72,0,,26,67,67,88,0,79,94,43,83,67,76,58,88,67,38,3,4
70,60,97,87,88,21,56,friend from class,51,74,74,77,7,66,78,45,86,74,63,24,85,67,67,4,4
70,61,70,81,72,39,0,,32,65,75,68,12,72,90,48,73,76,89,56,77,59,54,5,4
70,64,82,75,65,39,0,,21,56,46,58,0,61,84,43,66,76,80,19,59,51,37,6,4
70,65,91,100,100,51,0,,19,82,91,81,0,68,94,33,76,83,100,34,87,95,62,7,4
70,69,87,82,75,70,50,floormate,58,61,84,87,0,79,97,36,73,90,86,45,84,73,51,8,4
70,66,65,77,82,66,0,,22,65,78,69,0,66,78,36,64,72,88,54,67,52,52,9,4
70,67,92,84,92,48,2,took a test in the same room,12,80,86,84,6,91,100,31,73,83,85,54,99,92,59,10,4
80,89,65,59,35,47,0,,19,26,26,37,0,26,35,23,59,61,45,21,88,62,62,1,5
80,81,91,92,88,57,54,"One of my best friends is from the same hometown as my partner is so we have met and talked before and although we do not hang out, we get along well.",60,47,84,81,0,62,97,32,97,85,75,60,96,81,75,2,5
80,83,94,94,66,46,61,Had a class with him and am from roughly the same area.,64,45,45,35,0,56,92,54,92,65,92,58,96,79,82,3,5
80,87,97,98,81,65,14,Briefly talked to him at the frats before.,40,90,88,65,0,95,100,66,100,75,82,73,100,88,65,4,5
80,82,72,69,56,51,0,,20,54,40,54,0,44,60,34,76,58,46,45,73,58,50,5,5
80,88,95,95,81,51,0,,41,66,67,58,0,61,91,63,100,70,81,47,100,67,66,6,5
80,90,95,93,78,29,40,I've gone biking with him before.,45,72,45,60,0,93,85,68,100,65,75,53,95,74,69,7,5
80,85,88,90,69,53,0,,35,61,62,65,0,64,89,42,92,73,73,43,91,64,56,8,5
80,84,71,68,32,53,0,,28,29,28,46,0,44,62,38,66,68,61,45,71,50,51,9,5
80,86,92,85,82,45,0,,35,59,71,79,0,85,91,55,98,66,80,43,87,57,56,10,5
81,89,89,91,79,71,0,,51,73,56,51,0,44,59,53,57,63,58,52,92,67,69,1,5
81,82,79,80,81,51,0,,46,60,53,51,0,54,70,31,66,47,55,20,100,43,41,2,5
81,80,100,100,100,51,50,Friend of a friend,59,59,61,54,0,56,100,51,100,54,69,30,100,51,51,3,5
81,90,100,100,100,51,0,,52,72,52,51,0,100,100,61,100,58,100,51,100,75,77,4,5
81,83,100,100,100,51,97,Friend and former teammate,98,81,51,51,0,96,100,97,100,99,100,98,100,51,75,5,5
81,85,100,100,100,51,99,Friend and went to grade school in same state,51,99,97,51,0,99,100,98,100,99,100,99,100,51,51,6,5
81,87,100,100,100,51,0,,51,69,70,51,0,100,100,51,100,100,100,51,100,77,75,7,5
81,84,100,100,100,51,0,,51,51,45,51,0,51,100,52,51,100,100,51,51,51,51,8,5
81,86,100,100,100,51,0,,51,100,100,51,0,100,100,51,100,100,100,51,100,100,100,9,5
81,88,100,100,100,51,0,,51,51,51,51,0,100,100,51,100,100,100,51,100,51,51,10,5
82,89,79,75,65,54,6,"Didn't know personally, recognized from Psych 1 class.",63,75,43,31,0,43,65,69,95,72,36,64,82,82,79,1,5
82,86,69,58,73,53,0,,51,46,63,52,0,89,69,35,64,55,35,58,42,56,39,2,5
82,81,61,67,71,60,0,,41,70,63,7,0,39,55,56,67,60,33,40,57,35,25,3,5
