SubID,PartnerID,Rating,Time,adjustedTime
262,68,55.0,15.01,0.0
262,68,55.0,15.11,0.09999999999999963
262,68,55.0,15.21,0.20000000000000107
262,68,55.0,15.3,0.2900000000000009
262,68,55.0,15.41,0.4000000000000004
262,68,55.0,15.51,0.5
262,68,55.0,15.61,0.5999999999999996
262,68,55.0,15.71,0.7000000000000011
262,68,55.0,15.8,0.7900000000000009
262,68,55.0,15.91,0.9000000000000004
262,68,56.0,16.01,1.0000000000000018
262,68,57.0,16.11,1.0999999999999996
262,68,59.0,16.21,1.200000000000001
262,68,60.0,16.31,1.299999999999999
262,68,61.0,16.41,1.4000000000000004
262,68,62.0,16.51,1.5000000000000018
262,68,63.0,16.61,1.5999999999999996
262,68,63.0,16.71,1.7000000000000008
262,68,63.0,16.8,1.790000000000001
262,68,63.0,16.91,1.9000000000000004
262,68,63.0,17.0,1.99
262,68,63.0,17.1,2.0900000000000016
262,68,63.0,17.21,2.200000000000001
262,68,63.0,17.3,2.290000000000001
262,68,63.0,17.41,2.4000000000000004
262,68,63.0,17.5,2.49
262,68,63.0,17.61,2.6
262,68,63.0,17.71,2.700000000000001
262,68,63.0,17.8,2.7900000000000014
262,68,64.0,17.91,2.9000000000000004
262,68,64.0,18.0,2.99
262,68,64.0,18.11,3.1
262,68,64.0,18.2,3.1899999999999995
262,68,64.0,18.31,3.299999999999999
262,68,64.0,18.4,3.389999999999999
262,68,64.0,18.51,3.5000000000000018
262,68,64.0,18.6,3.5900000000000016
262,68,65.0,18.71,3.700000000000001
262,68,65.0,18.81,3.799999999999999
262,68,66.0,18.91,3.9
262,68,66.0,19.0,3.99
262,68,66.0,19.1,4.090000000000002
262,68,66.0,19.21,4.200000000000001
262,68,66.0,19.3,4.290000000000001
262,68,64.0,19.41,4.4
262,68,64.0,19.5,4.49
262,68,65.0,19.61,4.6
262,68,66.0,19.71,4.700000000000001
262,68,66.0,19.81,4.799999999999999
262,68,66.0,19.9,4.889999999999999
262,68,66.0,20.0,4.99
262,68,66.0,20.11,5.1
262,68,66.0,20.2,5.19
262,68,66.0,20.3,5.290000000000001
262,68,66.0,20.4,5.389999999999999
262,68,66.0,20.5,5.49
262,68,66.0,20.6,5.5900000000000025
262,68,66.0,20.7,5.69
262,68,66.0,20.8,5.790000000000001
262,68,66.0,20.9,5.889999999999999
262,68,66.0,21.01,6.000000000000003
262,68,66.0,21.11,6.1
262,68,66.0,21.2,6.19
262,68,66.0,21.3,6.290000000000001
262,68,66.0,21.4,6.389999999999999
262,68,66.0,21.5,6.49
262,68,66.0,21.6,6.5900000000000025
262,68,66.0,21.7,6.69
262,68,66.0,21.81,6.799999999999999
262,68,66.0,21.9,6.889999999999999
262,68,66.0,22.0,6.99
262,68,66.0,22.1,7.0900000000000025
262,68,66.0,22.2,7.19
262,68,66.0,22.31,7.299999999999999
262,68,66.0,22.4,7.389999999999999
262,68,66.0,22.5,7.49
262,68,66.0,22.6,7.5900000000000025
262,68,66.0,22.71,7.700000000000001
262,68,67.0,22.81,7.799999999999999
262,68,67.0,22.9,7.889999999999999
262,68,67.0,23.0,7.99
262,68,67.0,23.11,8.1
262,68,67.0,23.21,8.200000000000001
262,68,67.0,23.3,8.290000000000001
262,68,67.0,23.4,8.389999999999999
262,68,67.0,23.51,8.500000000000002
262,68,67.0,23.6,8.590000000000002
262,68,68.0,23.7,8.69
262,68,68.0,23.81,8.799999999999997
262,68,68.0,23.9,8.889999999999997
262,68,68.0,24.01,9.000000000000002
262,68,69.0,24.11,9.1
262,68,70.0,24.21,9.2
262,68,70.0,24.31,9.3
262,68,70.0,24.4,9.39
262,68,70.0,24.5,9.49
262,68,70.0,24.6,9.590000000000002
262,68,70.0,24.7,9.69
262,68,69.0,24.8,9.79
262,68,69.0,24.91,9.9
262,68,69.0,25.0,9.99
262,68,69.0,25.1,10.090000000000002
262,68,69.0,25.2,10.19
262,68,69.0,25.3,10.29
262,68,69.0,25.4,10.39
262,68,69.0,25.5,10.49
262,68,69.0,25.6,10.590000000000002
262,68,69.0,25.7,10.69
262,68,69.0,25.8,10.79
262,68,69.0,25.9,10.89
262,68,70.0,26.01,11.000000000000002
262,68,71.0,26.1,11.090000000000002
262,68,71.0,26.2,11.19
262,68,71.0,26.31,11.3
262,68,74.0,26.41,11.4
262,68,74.0,26.5,11.49
262,68,74.0,26.6,11.590000000000002
262,68,74.0,26.71,11.7
262,68,74.0,26.8,11.79
262,68,74.0,26.9,11.89
262,68,74.0,27.0,11.99
262,68,74.0,27.1,12.090000000000002
262,68,74.0,27.2,12.19
262,68,74.0,27.3,12.29
262,68,74.0,27.4,12.39
262,68,74.0,27.5,12.49
262,68,74.0,27.6,12.590000000000002
262,68,74.0,27.7,12.69
262,68,74.0,27.8,12.79
262,68,73.0,27.91,12.9
262,68,73.0,28.01,13.000000000000002
262,68,73.0,28.1,13.090000000000002
262,68,73.0,28.2,13.19
262,68,73.0,28.3,13.29
262,68,73.0,28.4,13.39
262,68,73.0,28.5,13.49
262,68,73.0,28.6,13.590000000000002
262,68,73.0,28.7,13.69
262,68,73.0,28.8,13.79
262,68,73.0,28.9,13.89
262,68,73.0,29.0,13.99
262,68,73.0,29.11,14.1
262,68,73.0,29.2,14.19
262,68,73.0,29.3,14.29
262,68,73.0,29.4,14.39
262,68,73.0,29.5,14.49
262,68,73.0,29.6,14.590000000000002
262,68,73.0,29.7,14.69
262,68,73.0,29.8,14.79
262,68,73.0,29.9,14.89
262,68,73.0,30.0,14.99
262,68,73.0,30.1,15.090000000000002
262,68,73.0,30.21,15.2
262,68,74.0,30.3,15.29
262,68,74.0,30.4,15.39
262,68,74.0,30.5,15.49
262,68,74.0,30.6,15.590000000000002
262,68,74.0,30.7,15.69
262,68,74.0,30.81,15.8
262,68,74.0,30.9,15.89
262,68,74.0,31.01,16.0
262,68,74.0,31.1,16.090000000000003
262,68,74.0,31.2,16.189999999999998
262,68,74.0,31.3,16.29
262,68,74.0,31.4,16.39
262,68,74.0,31.5,16.490000000000002
262,68,74.0,31.6,16.590000000000003
262,68,74.0,31.7,16.689999999999998
262,68,74.0,31.8,16.79
262,68,74.0,31.9,16.89
262,68,74.0,32.01,17.0
262,68,74.0,32.1,17.090000000000003
262,68,74.0,32.2,17.190000000000005
262,68,74.0,32.3,17.29
262,68,74.0,32.4,17.39
262,68,74.0,32.5,17.490000000000002
262,68,74.0,32.6,17.590000000000003
262,68,74.0,32.7,17.690000000000005
262,68,74.0,32.8,17.79
262,68,74.0,32.9,17.89
262,68,74.0,33.0,17.990000000000006
262,68,74.0,33.1,18.090000000000003
262,68,74.0,33.2,18.190000000000005
262,68,74.0,33.31,18.300000000000004
262,68,75.0,33.4,18.39
262,68,75.0,33.5,18.49
262,68,75.0,33.6,18.590000000000003
262,68,78.0,33.7,18.690000000000005
262,68,80.0,33.8,18.79
262,68,80.0,33.9,18.89
262,68,80.0,34.0,18.99
262,68,80.0,34.1,19.090000000000003
262,68,80.0,34.2,19.190000000000005
262,68,80.0,34.3,19.29
262,68,80.0,34.4,19.39
262,68,80.0,34.5,19.49
262,68,80.0,34.6,19.590000000000003
262,68,80.0,34.7,19.690000000000005
262,68,80.0,34.8,19.79
262,68,80.0,34.9,19.89
262,68,80.0,35.0,19.99
262,68,80.0,35.1,20.090000000000003
262,68,80.0,35.2,20.190000000000005
262,68,80.0,35.3,20.29
262,68,80.0,35.4,20.39
262,68,80.0,35.5,20.49
262,68,80.0,35.6,20.590000000000003
